Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,39.000,4.354,1.347,2.282,2.890,4.461,6.590,9.716,18.034,104.884,0.230
5,51.800,1.864,1.248,1.592,1.774,1.999,2.406,2.691,3.259,4.163,0.537
10,49.400,1.592,1.112,1.427,1.525,1.713,1.925,2.120,2.573,2.930,0.628
15,38.400,1.582,1.165,1.434,1.520,1.682,1.877,2.097,2.835,2.871,0.632
20,43.200,1.574,1.152,1.406,1.509,1.696,1.902,2.084,2.644,3.127,0.635
25,42.800,1.545,1.138,1.353,1.455,1.625,1.961,2.158,2.674,3.502,0.647
30,36.000,1.537,1.120,1.359,1.450,1.625,1.908,2.051,2.643,2.870,0.651
35,55.000,1.565,1.131,1.382,1.465,1.623,1.904,2.088,3.513,4.285,0.639
40,55.800,1.537,1.089,1.352,1.459,1.602,1.887,2.136,2.968,4.282,0.651
45,46.600,1.493,1.109,1.309,1.416,1.556,1.815,1.983,3.108,3.208,0.670
50,49.200,1.564,1.127,1.359,1.474,1.642,1.906,2.221,2.970,3.388,0.640
55,51.200,1.533,1.052,1.334,1.450,1.627,1.821,2.051,3.254,4.529,0.652
60,46.200,1.606,1.104,1.368,1.473,1.740,2.071,2.328,3.177,4.804,0.623
65,49.800,1.591,1.113,1.417,1.532,1.670,1.865,2.083,2.934,3.395,0.629
70,48.800,1.575,1.131,1.390,1.492,1.671,1.928,2.288,2.858,3.294,0.635
75,46.000,1.552,1.166,1.391,1.503,1.646,1.871,2.030,2.410,2.716,0.644
80,46.000,1.537,1.153,1.386,1.493,1.614,1.825,1.965,2.614,3.309,0.651
85,52.600,1.558,1.133,1.379,1.488,1.621,1.945,2.136,2.570,3.423,0.642
90,53.000,1.592,1.161,1.407,1.518,1.664,1.917,2.151,3.006,4.963,0.628
95,43.600,1.593,1.208,1.395,1.521,1.670,1.927,2.077,3.384,4.483,0.628
100,46.600,1.514,1.139,1.369,1.476,1.616,1.752,1.879,2.114,2.893,0.661
105,33.800,1.572,1.182,1.382,1.467,1.691,1.938,2.044,2.957,4.302,0.636
110,59.800,1.559,1.137,1.369,1.499,1.663,1.884,2.154,2.818,3.048,0.641
115,39.800,1.566,1.172,1.376,1.495,1.702,1.957,2.171,2.716,2.895,0.638
