Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,161.400,29.693,1.291,10.203,24.195,44.668,60.873,71.392,93.159,128.145,0.034
5,228.600,22.370,0.920,14.138,20.090,29.606,38.740,45.122,61.884,91.958,0.045
10,149.800,36.225,1.153,18.314,29.806,45.638,66.795,79.687,136.232,955.957,0.028
15,181.400,26.202,1.004,12.334,20.262,35.146,46.321,59.032,133.757,154.624,0.038
20,146.600,34.123,0.773,16.893,28.496,47.994,66.232,73.236,113.312,203.501,0.029
25,143.000,36.188,1.209,24.038,37.375,46.060,55.337,61.113,84.019,99.111,0.028
30,164.000,30.273,1.144,19.179,29.720,38.014,46.602,54.602,98.281,159.743,0.033
35,189.600,27.562,1.052,18.719,28.084,36.071,42.369,47.068,71.385,87.300,0.036
40,168.000,29.754,1.272,19.207,27.617,36.539,44.690,51.882,79.316,222.913,0.034
45,170.600,29.479,1.081,18.018,26.506,35.036,43.177,49.355,193.310,286.529,0.034
50,117.800,44.712,1.315,25.795,35.161,47.999,76.906,95.667,314.506,339.084,0.022
55,125.000,40.122,0.711,25.403,37.711,51.196,67.858,84.439,118.625,168.159,0.025
60,144.400,33.136,1.094,22.018,34.283,41.522,53.439,57.269,74.896,105.647,0.030
65,165.800,29.801,1.035,19.336,29.169,37.586,46.089,55.133,83.190,91.356,0.034
70,205.000,21.553,0.984,7.357,15.150,31.043,41.106,47.444,82.704,374.663,0.046
75,150.200,34.217,0.826,17.752,27.362,36.435,52.472,65.923,286.106,303.193,0.029
80,157.800,31.210,1.231,17.601,26.296,34.919,43.720,51.850,258.119,292.853,0.032
85,150.200,32.590,1.169,18.518,26.980,35.626,51.541,65.757,260.886,304.613,0.031
90,122.400,41.343,1.013,21.264,34.841,51.475,67.882,84.198,239.313,318.369,0.024
95,117.200,43.800,1.120,34.150,44.001,52.457,64.638,74.278,97.347,127.209,0.023
100,149.600,34.914,1.189,24.082,35.354,39.244,49.848,65.413,116.873,157.064,0.029
105,167.400,28.303,1.123,19.175,28.206,36.813,44.506,47.378,63.550,90.599,0.035
110,149.400,34.161,1.173,18.909,28.157,36.225,44.954,58.043,226.954,236.394,0.029
115,154.000,33.931,1.021,18.404,26.987,35.856,44.381,60.586,286.542,316.488,0.029
