Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.000,5.622,2.202,3.708,4.828,6.595,9.682,10.673,19.016,19.016,0.178
5,19.800,2.325,1.453,1.817,2.210,2.585,3.470,3.859,4.285,4.285,0.430
10,12.800,2.108,1.301,1.688,1.930,2.335,2.969,3.635,4.049,4.049,0.474
15,16.600,2.544,1.269,1.596,1.727,2.094,2.705,3.240,49.867,49.867,0.393
20,15.800,1.902,1.235,1.505,1.772,2.076,2.597,3.040,5.146,5.146,0.526
25,11.000,1.790,1.205,1.515,1.711,1.889,2.421,2.606,3.512,3.512,0.559
30,15.600,1.806,1.215,1.467,1.669,1.896,2.456,2.600,4.738,4.738,0.554
35,19.600,1.896,1.240,1.570,1.694,1.984,2.448,3.344,5.068,5.068,0.527
40,14.800,1.814,1.325,1.516,1.634,1.840,2.591,3.002,3.716,3.716,0.551
45,17.000,1.955,1.074,1.477,1.744,2.128,3.056,3.580,4.302,4.302,0.511
50,11.200,1.785,1.109,1.435,1.590,1.873,2.546,3.365,4.801,4.801,0.560
55,11.400,2.058,1.274,1.508,1.655,2.006,3.309,4.541,6.449,6.449,0.486
60,14.000,2.031,1.201,1.482,1.762,2.237,2.853,4.219,8.440,8.440,0.492
65,18.200,1.853,1.066,1.452,1.658,2.100,2.809,3.175,3.854,3.854,0.540
70,18.600,2.549,1.018,1.530,1.930,2.855,4.755,5.846,9.703,9.703,0.392
75,13.600,1.866,0.897,1.495,1.829,2.157,2.631,2.804,3.021,3.021,0.536
80,18.000,1.693,1.120,1.425,1.617,1.921,2.203,2.558,3.584,3.584,0.591
85,12.800,1.766,1.186,1.440,1.593,1.849,2.554,2.887,3.857,3.857,0.566
90,13.400,1.927,1.198,1.450,1.657,2.247,2.690,3.249,5.250,5.250,0.519
95,11.000,1.821,1.168,1.601,1.729,1.901,2.206,3.137,3.411,3.411,0.549
100,13.200,1.704,1.079,1.432,1.599,1.838,2.260,2.378,3.540,3.540,0.587
105,14.600,1.828,1.144,1.426,1.558,1.826,2.963,3.650,5.734,5.734,0.547
110,13.400,1.867,1.187,1.489,1.641,1.964,2.575,3.092,6.273,6.273,0.536
115,12.400,1.667,1.189,1.457,1.611,1.772,2.034,2.403,2.581,2.581,0.600
