Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,452,452.000,6771,13112,17434,22206,25495,40174,53919,83994,101049,451,1,83994,17434,22206,25495,40174,53919
1,552,552.000,6562,12772,15816,18184,20887,29213,35721,48190,62221,552,0,48190,15816,18184,20887,29213,35721
2,587,587.000,3589,12110,15440,16940,19472,25697,30775,44542,68229,586,1,44542,15440,16940,19472,25697,30775
3,581,581.000,6323,12007,14589,17172,18751,25389,32524,81678,101246,581,0,81678,14589,17172,18751,25389,32524
4,381,381.000,4861,11371,13704,35763,16947,22267,29028,881908,1050863,380,1,881908,13704,35763,16947,22267,29028
5,388,388.000,4272,11856,15061,16321,18051,24788,29775,38143,56917,388,0,38143,15061,16321,18051,24788,29775
6,656,656.000,3151,11662,13881,15170,16916,21298,27517,40260,48420,655,1,40260,13881,15170,16916,21298,27517
7,677,677.000,3643,11123,13576,14719,16570,21015,25586,34637,45887,676,1,34637,13576,14719,16570,21015,25586
8,685,685.000,2633,11064,13541,14593,16361,20759,25607,34305,41898,684,1,34305,13541,14593,16361,20759,25607
9,302,302.000,7279,11332,14003,45512,18088,26691,73610,948519,1023569,301,1,948519,14003,45512,18088,26691,73610
10,410,410.000,3515,11476,14184,15200,17815,20843,25397,35407,46914,409,1,35407,14184,15200,17815,20843,25397
11,658,658.000,3523,11462,14053,15277,17031,20889,27091,37179,80133,657,1,37179,14053,15277,17031,20889,27091
12,684,684.000,3568,11269,13901,14525,16612,19955,22869,31644,52323,683,1,31644,13901,14525,16612,19955,22869
13,689,689.000,3111,11198,13744,14505,16534,20036,24027,31760,37063,688,1,31760,13744,14505,16534,20036,24027
14,654,654.000,4417,11220,13556,15289,16723,19771,24473,76629,92231,653,1,76629,13556,15289,16723,19771,24473
15,697,697.000,2543,10934,13434,14296,15983,18955,21713,38218,69464,696,1,38218,13434,14296,15983,18955,21713
16,670,670.000,3022,11000,13675,14879,16421,20460,24646,52253,67512,670,0,52253,13675,14879,16421,20460,24646
17,689,689.000,3753,11023,13432,14520,16289,20187,24457,33314,70322,688,1,33314,13432,14520,16289,20187,24457
18,679,679.000,2747,11518,13859,14684,16492,20155,25433,31582,42183,678,1,31582,13859,14684,16492,20155,25433
19,637,637.000,3395,11177,13800,15712,16690,20953,27502,82296,88705,636,1,82296,13800,15712,16690,20953,27502
20,719,719.000,3544,10799,13118,13866,15623,18470,22528,29623,46886,718,1,29623,13118,13866,15623,18470,22528
21,691,691.000,2317,11176,13765,14428,16454,20105,22903,31639,36711,691,0,31639,13765,14428,16454,20105,22903
22,707,707.000,5313,10837,13435,14184,15981,18358,22544,37498,51212,706,1,37498,13435,14184,15981,18358,22544
23,698,698.000,3373,10900,13430,14326,16407,19821,23502,37599,47281,697,1,37599,13430,14326,16407,19821,23502
24,661,661.000,3282,11190,13371,15042,16382,19525,23244,77314,88944,660,1,77314,13371,15042,16382,19525,23244
25,726,726.000,2502,10920,13023,13785,15710,18399,22153,30840,43374,726,0,30840,13023,13785,15710,18399,22153
26,703,703.000,3723,10858,13376,14216,16369,19601,23668,31145,39391,702,1,31145,13376,14216,16369,19601,23668
27,704,704.000,3536,11125,13348,14179,15845,18934,23770,32928,42211,703,1,32928,13348,14179,15845,18934,23770
28,710,710.000,3209,10970,13313,14054,15858,18702,23795,31138,36546,709,1,31138,13313,14054,15858,18702,23795
29,651,651.000,3636,11302,13649,15302,16330,19656,24742,78645,92996,650,1,78645,13649,15302,16330,19656,24742
30,716,716.000,3244,10761,13314,13955,15968,18994,22314,31334,41420,715,1,31334,13314,13955,15968,18994,22314
31,681,681.000,3231,11073,13290,14700,16273,19759,25449,48592,78882,681,0,48592,13290,14700,16273,19759,25449
32,698,698.000,1241,10974,13135,14384,16061,20561,26804,37915,46906,697,1,37915,13135,14384,16061,20561,26804
33,720,720.000,3670,10833,13155,13779,15685,18507,21361,30220,49475,719,1,30220,13155,13779,15685,18507,21361
34,653,653.000,3233,11146,13789,15302,16484,20474,25100,77816,86003,652,1,77816,13789,15302,16484,20474,25100
35,700,700.000,4154,10880,13655,14323,16247,19362,22735,31238,46153,699,1,31238,13655,14323,16247,19362,22735
36,709,709.000,2965,10813,13507,14048,15838,19229,23695,29892,39027,708,1,29892,13507,14048,15838,19229,23695
37,737,737.000,2782,10837,12956,13538,15346,17823,20774,29669,43306,736,1,29669,12956,13538,15346,17823,20774
38,681,681.000,3221,10824,13336,14655,15911,18618,22884,71979,86762,680,1,71979,13336,14655,15911,18618,22884
39,299,299.000,4706,11227,13841,41655,16778,20489,26079,994037,1025329,299,0,994037,13841,41655,16778,20489,26079
40,535,535.000,2760,10994,13315,14160,16046,19350,22819,29570,71052,534,1,29570,13315,14160,16046,19350,22819
41,704,704.000,3912,11002,13354,14124,15905,19148,23146,34645,42125,703,1,34645,13354,14124,15905,19148,23146
42,713,713.000,3691,11028,13418,14030,15868,18902,22555,30820,45791,712,1,30820,13418,14030,15868,18902,22555
43,726,726.000,3373,10914,13108,13755,15756,18138,20817,29128,40632,725,1,29128,13108,13755,15756,18138,20817
44,625,625.000,3071,11028,13754,16020,16989,23253,30494,76803,89508,624,1,76803,13754,16020,16989,23253,30494
45,702,702.000,2566,10768,13467,14142,16124,20148,24417,32462,43502,701,1,32462,13467,14142,16124,20148,24417
46,704,704.000,4535,11070,13547,14181,15964,19381,23318,29834,40389,703,1,29834,13547,14181,15964,19381,23318
