Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,523.400,19.008,1.004,16.085,17.741,23.325,27.076,34.838,52.031,221.809,0.053
5,589.600,16.927,0.754,13.918,17.222,21.684,25.766,29.232,42.135,64.257,0.059
10,606.200,16.454,0.792,5.695,17.219,21.851,25.455,26.145,35.839,70.459,0.061
15,612.200,16.333,0.638,16.461,16.984,17.827,24.651,25.388,28.546,69.993,0.061
20,547.200,18.250,0.748,16.662,16.990,20.752,25.309,25.951,42.194,160.393,0.055
25,673.600,14.825,0.739,5.162,17.031,21.135,22.136,25.031,28.244,102.414,0.067
30,596.600,16.739,0.735,16.629,16.853,17.346,21.718,24.943,33.543,84.367,0.060
35,551.200,18.113,0.765,16.645,16.797,17.009,17.468,25.115,41.312,150.130,0.055
40,563.000,17.756,0.737,16.656,16.788,16.939,17.362,25.167,33.416,108.845,0.056
45,535.200,18.671,0.843,16.659,16.782,16.984,25.071,25.430,34.502,108.745,0.054
50,557.400,17.913,0.726,16.649,16.783,16.956,24.924,25.184,25.910,125.519,0.056
55,548.400,18.206,0.729,16.636,16.779,16.990,24.957,25.550,66.686,83.674,0.055
60,568.200,17.574,0.747,16.610,16.744,16.888,17.096,17.263,34.835,183.579,0.057
65,550.400,18.156,0.726,16.602,16.761,16.976,17.582,24.976,49.439,150.833,0.055
70,575.200,17.380,0.688,16.636,16.760,16.918,17.314,24.754,25.330,50.034,0.058
75,529.000,19.033,0.729,16.632,16.753,16.901,17.551,25.201,82.901,108.849,0.053
80,566.800,17.482,0.783,16.586,16.733,16.934,21.869,25.283,33.485,183.398,0.057
85,601.000,16.613,0.744,16.556,16.765,17.044,21.067,25.043,25.689,42.158,0.060
90,578.400,17.252,0.693,16.543,16.763,17.067,21.101,25.117,27.887,158.583,0.058
95,564.800,17.684,0.735,16.516,16.767,17.173,21.453,25.108,49.516,150.078,0.057
100,555.800,17.969,0.730,16.585,16.753,16.992,24.554,25.227,66.046,83.623,0.056
105,572.800,17.466,0.754,16.621,16.731,16.852,17.127,25.012,33.504,66.950,0.057
110,568.400,17.561,0.755,16.631,16.719,16.818,16.985,17.176,33.454,158.494,0.057
115,560.400,17.774,0.690,16.612,16.718,16.847,17.124,17.892,57.920,116.939,0.056
