time_bucket,throughput,throughput_sec,tpmC,latency,window,success,failed
0,457,457.000,457.000,70806,70806,456,1
1,548,548.000,548.000,47425,47425,547,1
2,590,590.000,590.000,43768,43768,589,1
3,585,585.000,585.000,82365,82365,584,1
4,395,395.000,395.000,881973,881973,394,1
5,370,370.000,370.000,35336,35336,369,1
6,666,666.000,666.000,35115,35115,665,1
7,680,680.000,680.000,36354,36354,679,1
8,685,685.000,685.000,35337,35337,685,0
9,327,327.000,327.000,952601,952601,326,1
10,381,381.000,381.000,36534,36534,380,1
11,662,662.000,662.000,36213,36213,661,1
12,686,686.000,686.000,31048,31048,685,1
13,690,690.000,690.000,31209,31209,689,1
14,657,657.000,657.000,75722,75722,656,1
15,690,690.000,690.000,38258,38258,690,0
16,694,694.000,694.000,34087,34087,694,0
17,669,669.000,669.000,59057,59057,669,0
18,678,678.000,678.000,31552,31552,677,1
19,640,640.000,640.000,81792,81792,639,1
20,705,705.000,705.000,32424,32424,705,0
21,700,700.000,700.000,31672,31672,699,1
22,701,701.000,701.000,37198,37198,700,1
23,694,694.000,694.000,33673,33673,693,1
24,665,665.000,665.000,76875,76875,664,1
25,725,725.000,725.000,30060,30060,724,1
26,694,694.000,694.000,35941,35941,693,1
27,709,709.000,709.000,31637,31637,708,1
28,714,714.000,714.000,31116,31116,714,0
29,664,664.000,664.000,79655,79655,663,1
30,712,712.000,712.000,30579,30579,711,1
31,679,679.000,679.000,48247,48247,679,0
32,702,702.000,702.000,32415,32415,702,0
33,716,716.000,716.000,31316,31316,715,1
34,643,643.000,643.000,78217,78217,642,1
35,701,701.000,701.000,29841,29841,700,1
36,712,712.000,712.000,30259,30259,711,1
37,745,745.000,745.000,26336,26336,744,1
38,689,689.000,689.000,71985,71985,688,1
39,311,311.000,311.000,920735,920735,310,1
40,504,504.000,504.000,34887,34887,503,1
41,716,716.000,716.000,29226,29226,716,0
42,706,706.000,706.000,33457,33457,705,1
43,720,720.000,720.000,30344,30344,719,1
44,624,624.000,624.000,78039,78039,623,1
45,703,703.000,703.000,33144,33144,702,1
46,711,711.000,711.000,30844,30844,710,1
47,702,702.000,702.000,28902,28902,702,0
48,695,695.000,695.000,34030,34030,695,0
49,653,653.000,653.000,79134,79134,652,1
50,724,724.000,724.000,30378,30378,723,1
51,708,708.000,708.000,31405,31405,707,1
52,699,699.000,699.000,34005,34005,698,1
53,722,722.000,722.000,30288,30288,722,0
54,661,661.000,661.000,71973,71973,660,1
55,718,718.000,718.000,27139,27139,718,0
56,728,728.000,728.000,29131,29131,727,1
57,699,699.000,699.000,32565,32565,698,1
58,654,654.000,654.000,75398,75398,653,1
59,694,694.000,694.000,31341,31341,693,1
60,705,705.000,705.000,31906,31906,704,1
61,698,698.000,698.000,38818,38818,697,1
62,668,668.000,668.000,43467,43467,667,1
63,650,650.000,650.000,81831,81831,649,1
64,693,693.000,693.000,33657,33657,693,0
65,708,708.000,708.000,28920,28920,707,1
66,694,694.000,694.000,30189,30189,693,1
67,718,718.000,718.000,28739,28739,718,0
68,681,681.000,681.000,70417,70417,680,1
69,723,723.000,723.000,32666,32666,722,1
70,715,715.000,715.000,28506,28506,714,1
71,737,737.000,737.000,27301,27301,736,1
72,723,723.000,723.000,28574,28574,723,0
73,674,674.000,674.000,74460,74460,674,0
74,717,717.000,717.000,31445,31445,716,1
75,716,716.000,716.000,27770,27770,715,1
76,723,723.000,723.000,28977,28977,722,1
77,719,719.000,719.000,27899,27899,719,0
78,668,668.000,668.000,78078,78078,667,1
79,699,699.000,699.000,32755,32755,698,1
80,692,692.000,692.000,30530,30530,691,1
81,732,732.000,732.000,29206,29206,731,1
82,183,183.000,183.000,1011833,1011833,182,1
83,578,578.000,578.000,73702,73702,577,1
84,699,699.000,699.000,31702,31702,699,0
85,719,719.000,719.000,30432,30432,718,1
86,189,189.000,189.000,1012484,1012484,189,0
87,555,555.000,555.000,32219,32219,555,0
88,711,711.000,711.000,30036,30036,710,1
89,681,681.000,681.000,67014,67014,680,1
90,698,698.000,698.000,41508,41508,697,1
91,713,713.000,713.000,31469,31469,712,1
92,711,711.000,711.000,29138,29138,710,1
93,697,697.000,697.000,38594,38594,697,0
94,674,674.000,674.000,75649,75649,674,0
95,713,713.000,713.000,28910,28910,712,1
96,719,719.000,719.000,31853,31853,718,1
97,696,696.000,696.000,30547,30547,695,1
98,726,726.000,726.000,29272,29272,725,1
99,660,660.000,660.000,78041,78041,659,1
100,701,701.000,701.000,37502,37502,700,1
101,728,728.000,728.000,29586,29586,727,1
102,718,718.000,718.000,28556,28556,717,1
103,729,729.000,729.000,27897,27897,728,1
104,542,542.000,542.000,81139,81139,541,1
105,636,636.000,636.000,70988,70988,635,1
106,610,610.000,610.000,87964,87964,610,0
107,696,696.000,696.000,35629,35629,695,1
108,646,646.000,646.000,88406,88406,646,0
109,715,715.000,715.000,29308,29308,714,1
110,696,696.000,696.000,33360,33360,695,1
111,708,708.000,708.000,28363,28363,707,1
112,647,647.000,647.000,81099,81099,646,1
113,711,711.000,711.000,28572,28572,711,0
114,718,718.000,718.000,30307,30307,717,1
115,674,674.000,674.000,77952,77952,673,1
116,693,693.000,693.000,34030,34030,692,1
117,722,722.000,722.000,28439,28439,721,1
118,690,690.000,690.000,32931,32931,690,0
119,716,716.000,716.000,27490,27490,715,1
