Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.400,35.780,1.953,2.973,15.077,66.205,87.703,115.396,145.677,145.677,0.028
5,21.200,32.656,0.880,2.093,35.573,63.323,68.633,71.206,82.117,124.212,0.031
10,17.800,39.076,1.594,1.875,28.585,70.811,89.025,114.628,139.388,139.388,0.026
15,23.400,28.070,1.507,1.849,20.448,51.197,61.782,72.746,96.158,105.895,0.036
20,19.000,34.349,1.547,1.815,28.097,62.129,78.524,88.931,179.301,179.301,0.029
25,19.800,30.959,1.499,1.820,19.366,52.019,70.684,89.549,193.203,193.203,0.032
30,19.000,34.809,1.597,1.810,2.370,74.213,80.188,87.313,118.325,118.325,0.029
35,20.800,36.802,1.471,1.866,47.175,65.344,76.292,82.677,93.165,101.193,0.027
40,19.800,35.835,1.413,1.831,44.953,64.973,72.268,77.441,90.858,90.858,0.028
45,20.400,33.020,1.461,1.762,13.056,64.359,79.264,87.291,94.044,102.541,0.030
50,17.600,35.661,1.607,1.851,35.884,69.331,78.315,80.148,117.898,117.898,0.028
55,21.200,27.480,1.455,1.766,2.010,53.794,77.079,92.393,107.754,116.278,0.036
60,19.400,34.616,1.467,1.803,27.228,65.823,78.208,86.777,125.300,125.300,0.029
65,17.400,33.813,1.481,1.761,23.788,64.433,80.081,90.562,104.088,104.088,0.030
70,19.600,29.642,1.520,1.875,10.117,63.140,73.188,78.368,82.878,82.878,0.034
75,21.200,31.831,1.570,1.889,17.649,63.220,71.297,76.628,108.148,112.235,0.031
80,22.000,31.185,1.509,1.832,8.390,61.380,77.399,79.553,85.080,87.753,0.032
85,20.400,33.270,1.443,1.789,32.417,63.267,76.902,79.157,91.562,93.711,0.030
90,16.000,49.510,1.471,1.788,2.884,76.571,87.120,160.416,433.704,433.704,0.020
95,18.400,37.740,1.479,1.750,2.315,75.292,84.925,103.142,187.010,187.010,0.026
100,17.800,25.831,1.466,1.774,2.073,62.110,72.923,78.451,88.487,88.487,0.039
105,18.200,34.734,1.583,1.795,37.190,65.525,72.353,89.460,96.696,96.696,0.029
110,21.400,31.241,1.454,1.762,25.682,61.400,70.476,77.914,81.371,87.297,0.032
115,18.000,31.805,1.442,1.810,2.577,62.707,79.507,95.585,108.174,108.174,0.031
