Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,20.000,9.260,0.961,5.353,6.756,8.309,11.480,41.308,53.616,53.616,0.108
5,24.600,6.605,0.765,4.506,5.787,6.789,8.122,11.985,39.609,41.609,0.151
10,15.400,5.848,0.783,5.034,5.873,6.717,7.501,8.065,8.750,8.750,0.171
15,23.600,5.670,0.562,4.385,5.578,6.388,7.174,7.478,26.247,31.322,0.176
20,24.800,6.044,0.621,4.649,5.938,6.573,7.421,8.757,19.448,23.476,0.165
25,22.000,6.105,0.670,4.240,5.448,6.207,6.921,8.699,34.308,57.898,0.164
30,16.400,5.836,0.608,4.419,5.701,6.661,7.616,8.391,36.789,36.789,0.171
35,16.600,6.840,0.743,4.671,5.994,6.516,7.128,17.817,35.458,35.458,0.146
40,21.200,6.847,0.570,4.775,5.682,6.533,7.387,7.750,39.432,75.277,0.146
45,18.600,7.483,0.690,5.122,5.913,6.720,7.306,24.484,44.687,44.687,0.134
50,21.000,6.502,2.403,4.974,5.960,6.712,7.256,8.037,24.945,41.085,0.154
55,20.400,6.945,0.754,4.902,5.782,6.431,7.531,9.929,41.280,48.327,0.144
60,18.400,6.051,0.627,4.443,5.441,6.200,6.878,7.621,55.278,55.278,0.165
65,17.200,6.102,0.606,4.431,5.606,6.293,7.202,9.204,37.634,37.634,0.164
70,20.600,6.599,0.649,5.168,5.893,6.462,7.422,8.161,37.206,43.422,0.152
75,20.600,6.834,1.012,5.083,5.869,6.383,7.179,8.484,39.888,42.089,0.146
80,20.000,6.453,0.714,4.960,5.868,6.686,7.779,10.191,35.631,35.631,0.155
85,20.800,7.207,0.589,4.989,5.766,6.425,7.276,23.358,42.622,49.571,0.139
90,17.400,6.808,0.733,5.234,5.897,6.565,7.256,8.387,38.574,38.574,0.147
95,21.600,6.434,0.584,4.873,5.872,6.893,8.038,10.184,27.847,47.288,0.155
100,18.800,6.542,0.523,4.583,5.447,6.591,7.584,8.141,55.289,55.289,0.153
105,19.200,6.467,0.710,4.970,5.975,6.558,6.997,7.696,44.274,44.274,0.155
110,18.000,7.851,0.735,5.163,5.878,6.689,8.209,33.802,42.438,42.438,0.127
115,17.600,6.053,2.527,4.938,5.950,6.543,7.097,7.376,33.885,33.885,0.165
