Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,19.800,6.876,2.056,3.526,4.660,6.131,9.236,11.974,62.457,62.457,0.145
5,21.200,4.057,1.605,2.283,2.649,3.213,4.280,16.983,25.598,35.375,0.246
10,16.400,3.626,1.548,2.184,2.435,2.913,3.635,4.734,34.303,34.303,0.276
15,20.200,2.757,1.571,1.968,2.286,2.676,3.017,4.100,15.367,25.252,0.363
20,21.800,3.593,1.345,1.874,2.146,2.404,3.437,4.059,33.579,82.332,0.278
25,20.000,4.678,1.358,1.931,2.149,2.570,14.600,19.130,51.013,51.013,0.214
30,16.600,4.878,1.603,2.011,2.295,2.701,3.341,26.961,75.379,75.379,0.205
35,17.800,2.494,1.578,1.892,2.073,2.340,2.573,3.033,34.602,34.602,0.401
40,19.400,4.004,1.480,1.952,2.116,2.469,3.136,16.198,44.390,44.390,0.250
45,17.200,3.895,1.322,1.909,2.068,2.320,2.947,23.433,46.619,46.619,0.257
50,19.800,3.000,1.377,1.876,2.067,2.251,2.607,3.422,67.388,67.388,0.333
55,17.000,3.913,1.402,1.853,2.076,2.344,2.970,15.700,65.852,65.852,0.256
60,17.600,4.219,1.164,1.858,2.068,2.344,2.990,29.311,38.572,38.572,0.237
65,24.000,3.138,1.368,1.859,2.097,2.485,2.768,3.976,36.521,43.048,0.319
70,20.600,2.867,1.216,1.860,2.041,2.295,2.808,3.471,26.839,32.991,0.349
75,22.200,2.945,1.325,1.868,2.050,2.399,3.013,4.277,26.556,44.887,0.340
80,24.000,2.437,1.262,1.853,2.097,2.347,2.742,3.111,15.547,25.072,0.410
85,19.600,3.137,1.360,1.911,2.172,2.498,3.314,4.431,41.979,41.979,0.319
90,16.800,3.254,1.312,1.895,2.093,2.467,3.054,3.906,49.720,49.720,0.307
95,18.400,6.129,1.284,1.808,1.996,2.471,5.489,41.110,72.333,72.333,0.163
100,22.600,4.717,1.224,1.819,2.070,2.474,3.276,32.403,50.687,64.808,0.212
105,20.000,3.031,1.314,1.790,1.995,2.153,2.765,3.842,36.768,36.768,0.330
110,22.000,4.398,1.239,1.839,2.098,2.524,3.947,26.962,34.146,35.132,0.227
115,20.200,3.979,1.061,1.800,2.017,2.294,2.929,22.644,33.338,53.378,0.251
