Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,341,341.000,887,9258,24238,31810,38792,51530,63168,174498,1026573,341,0,174498,24238,31810,38792,51530,63168
1,613,613.000,719,1467,17006,14642,25110,30321,33336,37954,45247,613,0,37954,17006,14642,25110,30321,33336
2,607,607.000,607,1909,18571,16626,24824,31235,34825,46730,78452,606,1,46730,18571,16626,24824,31235,34825
3,592,592.000,638,1822,18485,16797,25516,30787,36472,60688,84569,592,0,60688,18485,16797,25516,30787,36472
4,595,595.000,768,2515,18277,16691,25314,30473,32870,40740,49318,594,1,40740,18277,16691,25314,30473,32870
5,614,614.000,857,1979,18589,16287,25778,30133,32579,35495,41724,614,0,35495,18589,16287,25778,30133,32579
6,561,561.000,834,2426,19308,17859,26561,33171,37603,49333,56621,561,0,49333,19308,17859,26561,33171,37603
7,607,607.000,766,2273,18377,16371,24811,29582,32303,41072,51972,607,0,41072,18377,16371,24811,29582,32303
8,578,578.000,909,3438,19020,17196,25971,31167,34125,41349,54745,578,0,41349,19020,17196,25971,31167,34125
9,608,608.000,795,2642,17935,16555,25194,30534,33359,40209,63772,608,0,40209,17935,16555,25194,30534,33359
10,480,480.000,812,3361,23486,20804,30908,37657,42376,54270,71682,480,0,54270,23486,20804,30908,37657,42376
11,507,507.000,786,1653,22991,19610,30044,34715,37603,46893,62946,507,0,46893,22991,19610,30044,34715,37603
12,560,560.000,766,2710,20899,17950,26688,32189,35191,39547,49320,560,0,39547,20899,17950,26688,32189,35191
13,549,549.000,762,3096,20568,18101,27090,32696,35493,41841,46641,549,0,41841,20568,18101,27090,32696,35493
14,586,586.000,693,2576,19526,17090,26164,30868,34140,40859,47106,586,0,40859,19526,17090,26164,30868,34140
15,564,564.000,805,2449,19546,17627,26678,32203,35997,49602,64760,564,0,49602,19546,17627,26678,32203,35997
16,596,596.000,797,2523,19311,16709,25056,29954,34032,41385,50961,596,0,41385,19311,16709,25056,29954,34032
17,648,648.000,791,1589,17574,15499,24005,29657,32799,38949,45362,647,1,38949,17574,15499,24005,29657,32799
18,581,581.000,795,2529,19472,17077,25945,30133,32874,38741,54148,581,0,38741,19472,17077,25945,30133,32874
19,565,565.000,812,4507,19785,17751,26270,32534,36464,42797,51826,565,0,42797,19785,17751,26270,32534,36464
20,579,579.000,797,2952,18395,17168,25756,31207,34855,56474,69589,578,1,56474,18395,17168,25756,31207,34855
21,599,599.000,563,2967,18842,16825,25674,30967,35072,41389,47304,599,0,41389,18842,16825,25674,30967,35072
22,598,598.000,778,2880,18806,16692,25138,31226,34061,40384,42769,598,0,40384,18806,16692,25138,31226,34061
23,623,623.000,782,1780,17763,15961,24707,30170,33162,39730,44166,623,0,39730,17763,15961,24707,30170,33162
24,598,598.000,800,2582,18263,16714,25029,30822,33917,38744,63922,598,0,38744,18263,16714,25029,30822,33917
25,561,561.000,794,3861,19979,17881,26148,32589,36738,51066,69049,561,0,51066,19979,17881,26148,32589,36738
26,638,638.000,812,1832,17220,15626,24333,29591,34399,47277,61254,638,0,47277,17220,15626,24333,29591,34399
27,603,603.000,805,2293,18437,16459,24595,30758,33661,39459,54881,603,0,39459,18437,16459,24595,30758,33661
28,603,603.000,638,4847,18374,16702,24537,30832,33966,39400,42057,602,1,39400,18374,16702,24537,30832,33966
29,495,495.000,743,3015,22686,20222,31151,37087,41819,48029,59750,495,0,48029,22686,20222,31151,37087,41819
30,531,531.000,821,1966,22540,18793,29057,33600,35421,40532,51944,530,1,40532,22540,18793,29057,33600,35421
31,563,563.000,773,2361,20602,17693,26232,32159,35113,43485,51638,563,0,43485,20602,17693,26232,32159,35113
32,562,562.000,817,2698,20389,17791,26713,32002,35847,41692,58367,561,1,41692,20389,17791,26713,32002,35847
