Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,24.400,42.351,0.981,3.137,44.216,71.352,87.189,105.332,119.077,132.041,0.024
5,41.800,30.011,1.178,1.964,37.558,47.759,57.321,68.103,82.399,97.354,0.033
10,37.600,21.249,1.121,1.705,5.857,42.733,50.662,57.148,74.110,77.976,0.047
15,37.800,30.024,1.433,1.795,36.256,47.579,59.506,73.842,86.736,91.952,0.033
20,40.400,27.051,1.492,1.843,33.185,45.485,53.557,61.642,73.090,77.748,0.037
25,44.200,24.131,1.185,1.736,17.319,45.347,53.318,55.981,66.192,82.364,0.041
30,39.400,23.523,1.211,1.658,15.855,43.417,52.419,63.438,84.628,96.851,0.043
35,32.200,23.963,1.080,1.684,9.326,45.528,60.287,65.321,85.997,86.795,0.042
40,48.800,23.500,1.104,1.685,17.216,45.206,50.840,56.935,69.048,83.220,0.043
45,42.200,23.798,1.235,1.724,19.273,43.443,52.371,59.203,75.640,114.037,0.042
50,32.400,30.160,1.296,1.852,37.429,47.230,59.032,66.309,87.914,92.636,0.033
55,45.400,25.435,1.427,1.766,27.041,43.745,53.062,63.708,74.932,79.742,0.039
60,42.600,27.820,1.314,1.789,29.162,45.149,50.007,53.866,73.544,649.882,0.036
65,28.000,45.092,1.016,1.700,30.414,58.929,93.457,133.332,655.210,687.697,0.022
70,37.800,28.192,1.439,1.811,30.681,46.602,63.192,68.534,93.197,93.634,0.035
75,35.200,25.380,1.166,1.712,24.695,44.939,57.311,65.169,91.046,103.564,0.039
80,36.400,28.056,1.410,1.865,34.132,45.413,57.760,67.125,95.541,95.729,0.036
85,40.400,24.138,1.299,1.685,7.356,45.576,52.242,59.595,97.094,103.371,0.041
90,34.600,26.050,1.166,1.707,29.199,47.440,55.560,59.776,78.813,80.081,0.038
95,37.400,25.255,1.481,1.739,24.529,46.234,54.412,58.703,77.303,88.620,0.040
100,47.200,23.171,0.930,1.699,15.436,45.373,52.132,55.916,65.474,85.095,0.043
105,32.800,26.915,1.208,1.688,30.352,48.065,56.587,66.445,79.112,97.881,0.037
110,39.800,25.727,1.398,1.719,28.435,46.942,54.015,58.124,73.195,95.160,0.039
115,45.800,23.845,1.234,1.734,16.216,45.432,51.120,55.132,74.627,85.210,0.042
