Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,2389,2389.000,1263,2101,2562,4110,3650,6529,9399,18417,141802,2388,1,18417,2562,4110,3650,6529,9399
1,1402,1402.000,1252,1983,2366,7134,5691,18844,26433,49721,114903,1401,1,49721,2366,7134,5691,18844,26433
2,561,561.000,1070,13976,17516,17824,22864,27011,30004,42356,57813,560,1,42356,17516,17824,22864,27011,30004
3,556,556.000,1262,12595,17364,17923,22131,27626,34356,42817,43245,555,1,42817,17364,17923,22131,27626,34356
4,626,626.000,1256,11323,17056,15954,18120,25781,26767,35285,44053,625,1,35285,17056,15954,18120,25781,26767
5,649,649.000,1514,11018,12907,15367,17836,25897,27810,49561,54386,648,1,49561,12907,15367,17836,25897,27810
6,698,698.000,1753,11518,12868,14333,15466,21531,26851,34652,53602,697,1,34652,12868,14333,15466,21531,26851
7,636,636.000,1339,10616,14984,15635,17821,26150,32103,34943,37833,635,1,34943,14984,15635,17821,26150,32103
8,687,687.000,1200,10558,12574,14543,17442,23554,27062,34781,42796,686,1,34781,12574,14543,17442,23554,27062
9,660,660.000,1539,10801,16847,15195,17263,18220,22653,32895,36568,659,1,32895,16847,15195,17263,18220,22653
10,567,567.000,1227,16560,16991,17548,17592,25320,25771,34362,35963,566,1,34362,16991,17548,17592,25320,25771
11,605,605.000,2159,16667,16917,16532,17161,17487,17680,33677,34174,604,1,33677,16917,16532,17161,17487,17680
12,580,580.000,1218,16729,16920,17198,17161,17778,25156,33456,33760,579,1,33456,16920,17198,17161,17778,25156
13,589,589.000,1323,16616,16910,16943,17199,19671,25390,26110,28775,588,1,26110,16910,16943,17199,19671,25390
14,589,589.000,1393,16710,16902,16947,17149,17782,25276,25896,26129,588,1,25896,16902,16947,17149,17782,25276
15,608,608.000,1261,16710,16863,16458,17070,17407,18572,25727,33483,607,1,25727,16863,16458,17070,17407,18572
16,561,561.000,1278,16705,16942,17821,17285,25137,25396,34120,42050,560,1,34120,16942,17821,17285,25137,25396
17,526,526.000,1849,16743,16961,18968,24375,25406,25661,42032,42312,525,1,42032,16961,18968,24375,25406,25661
18,549,549.000,1734,16703,16857,18148,17114,25268,25592,26191,34121,548,1,26191,16857,18148,17114,25268,25592
19,548,548.000,1344,16729,16873,18232,17156,25194,25401,33489,33684,547,1,33489,16873,18232,17156,25194,25401
20,542,542.000,1866,16744,16899,18494,17270,25266,25487,25922,26132,541,1,25922,16899,18494,17270,25266,25487
21,519,519.000,1276,16679,16865,19296,17175,25567,33543,59235,67496,518,1,59235,16865,19296,17175,25567,33543
22,551,551.000,3648,16664,16937,18173,17391,25136,26027,54762,85188,550,1,54762,16937,18173,17391,25136,26027
23,620,620.000,3292,13835,15714,16032,17192,24714,26065,32805,43114,619,1,32805,15714,16032,17192,24714,26065
24,583,583.000,3287,13919,16721,17086,17477,25348,26051,26547,34650,582,1,26547,16721,17086,17477,25348,26051
25,588,588.000,3214,13811,16691,16930,17343,24764,25944,34321,34628,587,1,34321,16691,16930,17343,24764,25944
26,589,589.000,4882,13690,16715,17071,17277,25453,25993,34281,49757,588,1,34281,16715,17071,17277,25453,25993
27,593,593.000,3472,13751,16741,16763,17381,25122,25627,26100,26714,592,1,26100,16741,16763,17381,25122,25627
28,630,630.000,3758,13708,16669,15898,17029,17442,17880,33543,34111,629,1,33543,16669,15898,17029,17442,17880
29,607,607.000,3433,13668,16716,16402,17122,17884,25561,33912,34572,607,0,33912,16716,16402,17122,17884,25561
30,602,602.000,3869,13579,16700,16596,17244,24716,25364,31453,40086,601,1,31453,16700,16596,17244,24716,25364
31,583,583.000,10637,13674,16745,17136,17479,25303,25593,34025,35113,582,1,34025,16745,17136,17479,25303,25593
32,596,596.000,5455,13552,16690,16729,17353,25155,25503,26155,28531,595,1,26155,16690,16729,17353,25155,25503
33,564,564.000,2983,13451,16457,17829,17412,25156,25520,116739,144369,563,1,116739,16457,17829,17412,25156,25520
34,613,613.000,3623,13554,16638,16266,17266,18253,25016,25618,26187,612,1,25618,16638,16266,17266,18253,25016
35,621,621.000,10650,13609,16633,16074,17109,17737,24370,25678,26035,620,1,25678,16633,16074,17109,17737,24370
36,617,617.000,2932,13856,16261,16197,17003,17898,25520,27044,42479,616,1,27044,16261,16197,17003,17898,25520
37,600,600.000,3360,13724,15598,16610,17067,25352,26365,34159,34843,599,1,34159,15598,16610,17067,25352,26365
38,523,523.000,2936,13667,14607,19024,16993,19080,26042,150902,152405,522,1,150902,14607,19024,16993,19080,26042
39,616,616.000,2800,13976,15998,16585,16986,17952,25688,41889,124746,615,1,41889,15998,16585,16986,17952,25688
40,577,577.000,3336,13652,16422,17026,17189,24689,25816,34181,118491,576,1,34181,16422,17026,17189,24689,25816
41,572,572.000,7462,13473,16641,17416,17372,24810,25487,75834,77488,571,1,75834,16641,17416,17372,24810,25487
42,600,600.000,3071,13590,16515,16625,17257,24827,25363,33061,41958,599,1,33061,16515,16625,17257,24827,25363
43,590,590.000,726,13717,16570,17012,17180,25026,26211,41127,44825,589,1,41127,16570,17012,17180,25026,26211
44,519,519.000,3622,13304,16423,19136,17072,25292,33538,160052,167850,518,1,160052,16423,19136,17072,25292,33538
45,610,610.000,3927,13402,16586,16370,17104,24754,25386,26222,26786,609,1,26222,16586,16370,17104,24754,25386
46,611,611.000,10143,13893,16215,16409,17077,24567,25233,26433,34280,610,1,26433,16215,16409,17077,24567,25233
47,629,629.000,3775,13952,16281,15892,16992,17589,24675,25574,25953,628,1,25574,16281,15892,16992,17589,24675
48,644,644.000,3802,13936,16170,15481,16927,17374,17690,18925,25018,643,1,18925,16170,15481,16927,17374,17690
