Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1106.800,8.994,1.070,2.222,3.470,16.676,21.501,26.490,39.089,141.802,0.111
5,666.000,14.998,1.200,10.939,13.527,17.438,24.518,26.862,34.985,54.386,0.067
10,586.000,17.027,1.218,16.674,16.922,17.215,18.324,25.361,33.002,35.963,0.059
15,558.400,17.886,1.261,16.714,16.893,17.200,25.157,25.477,33.815,42.312,0.056
20,563.000,17.746,1.276,16.252,16.843,17.280,25.307,25.955,34.737,85.188,0.056
25,601.400,16.602,3.214,13.735,16.695,17.183,24.559,25.661,33.955,49.757,0.060
30,591.600,16.896,2.983,13.577,16.657,17.336,25.001,25.459,26.601,144.369,0.059
35,595.400,16.832,2.800,13.749,16.209,17.036,18.140,25.646,42.354,152.405,0.059
40,571.600,17.401,0.726,13.540,16.510,17.216,24.875,25.697,44.825,167.850,0.057
45,628.000,15.904,2.844,13.898,16.324,16.986,17.623,24.754,25.756,34.280,0.063
50,617.400,16.190,2.783,13.878,16.084,16.948,17.810,25.032,26.069,118.031,0.062
55,627.000,15.928,2.725,13.858,16.009,16.924,17.408,18.241,33.116,84.498,0.063
60,612.200,16.305,2.851,13.929,15.946,16.906,17.965,25.322,26.437,83.985,0.061
65,600.800,16.634,1.035,13.854,16.418,17.004,24.394,25.285,34.462,92.742,0.060
70,582.000,17.160,2.951,13.494,16.473,17.064,18.105,25.226,50.836,151.670,0.058
75,622.600,16.044,2.817,14.001,16.243,16.933,17.695,24.739,25.957,50.402,0.062
80,619.800,16.117,3.201,14.780,15.926,16.797,17.375,18.075,25.739,118.824,0.062
85,617.800,16.160,3.396,14.775,15.909,16.702,17.294,17.849,26.586,102.294,0.062
90,601.800,16.607,2.995,13.792,16.533,16.921,17.524,24.726,44.531,109.151,0.060
95,555.400,17.990,4.753,16.513,16.710,16.883,17.181,24.985,67.583,150.659,0.056
100,575.800,17.357,11.643,16.444,16.702,16.886,17.167,17.452,41.692,167.295,0.058
105,595.800,16.754,3.082,16.425,16.709,16.906,17.240,17.542,26.627,83.598,0.060
110,581.600,17.187,3.694,16.424,16.697,16.908,17.272,24.431,50.179,100.906,0.058
115,569.400,17.467,2.943,16.422,16.713,16.945,17.548,25.086,33.162,150.971,0.057
