Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,359,359.000,897,7934,19005,27346,36680,51875,64358,224731,242929
1,703,703.000,667,1409,13565,18137,22017,28878,34291,77421,1020127
2,328,328.000,842,1397,14357,22320,23517,35166,49273,78359,870850
3,716,716.000,859,1255,12584,13792,21529,31497,41360,69784,80334
4,801,801.000,801,1236,13352,12446,19666,25217,31171,50390,64411
5,799,799.000,692,1169,12310,12484,20707,27164,34408,55133,73462
6,860,860.000,753,1164,12456,11620,19360,23936,29273,37056,56776
7,854,854.000,766,1161,11731,11731,18804,24501,30280,70311,82474
8,897,897.000,772,1143,11913,11067,18027,23211,27890,46145,61486
9,910,910.000,744,1083,12444,10928,18295,22439,26318,36806,61929
10,829,829.000,694,1079,12335,12102,19308,26079,35559,53668,80962
11,875,875.000,717,1135,12381,11357,18958,23613,28323,46117,67195
12,899,899.000,714,1104,12292,11132,18369,22921,27270,35892,54738
13,918,918.000,731,1090,12268,10898,18294,22443,26624,36675,58869
14,883,883.000,699,1096,12183,11290,18573,22342,25770,66809,85077
15,985,985.000,716,1098,11418,10148,17714,21499,24248,35621,50119
16,905,905.000,741,1085,12252,11059,18680,22648,26767,38457,58713
17,434,434.000,784,1119,11401,25233,17659,23044,29461,793907,1040824
18,791,791.000,739,1144,12655,11325,18571,22426,25547,45199,64363
19,876,876.000,705,1095,11558,18022,17428,22250,26415,45299,1030103
20,202,202.000,778,1243,13915,21051,21044,25942,37223,322831,748844
21,889,889.000,708,1125,12184,11238,18437,23208,29078,39956,53636
22,840,840.000,730,1129,12589,11852,18687,23194,28866,65350,85326
23,926,926.000,747,1084,12257,10756,18287,22717,24878,36908,53725
24,953,953.000,718,1066,11761,10538,17966,22180,25101,35977,65639
25,497,497.000,703,1086,11021,22729,18045,22619,29726,822659,1044740
26,785,785.000,679,1133,11521,11025,18470,23263,29672,44788,61114
27,959,959.000,714,1105,11375,10398,17885,22481,25618,36078,60820
28,931,931.000,724,1141,11834,10717,18529,22345,25050,34679,50569
29,831,831.000,763,1163,12801,12143,19125,22679,26531,76320,102068
30,909,909.000,693,1127,12032,10927,18579,22841,25966,40112,60104
31,1000,1000.000,756,1124,11081,9931,17137,21487,24425,36967,55342
32,904,904.000,681,1172,12532,11063,18264,22540,25493,35497,51972
33,970,970.000,732,1113,11258,10319,18087,22257,25491,34562,58682
34,926,926.000,701,1116,11504,10724,18333,22670,26864,40663,62059
35,907,907.000,720,1088,12213,11559,18434,22926,28231,52754,83932
36,861,861.000,751,1115,12517,11017,18020,21852,25002,35598,71632
37,932,932.000,722,1152,12748,10770,17621,21785,24484,36984,49746
38,922,922.000,725,1059,12313,10762,18457,22516,24648,34554,48227
39,867,867.000,736,1126,13241,11534,18863,22678,25017,35703,57151
40,879,879.000,688,1083,12755,11406,18830,23145,26722,37620,52923
41,882,882.000,711,1101,12571,11266,18811,23196,26337,38637,56105
42,878,878.000,746,1087,11959,11379,18542,22490,26078,76042,112753
43,917,917.000,705,1097,12723,10929,18179,22285,24930,35185,49182
44,950,950.000,702,1083,11744,10470,18116,21899,24156,36464,55586
45,932,932.000,714,1097,12177,10751,18066,22238,25625,37532,62903
46,940,940.000,712,1075,12057,10586,18209,22542,24714,33330,48016
47,938,938.000,707,1077,11621,10658,18718,22604,25469,34851,46543
48,966,966.000,725,1107,11229,10383,18384,22074,24492,34892,61178
49,855,855.000,744,1143,11923,11682,18800,23281,29237,71546,84224
50,953,953.000,715,1075,11785,10434,18101,21785,25253,38041,56178
51,913,913.000,713,1129,12713,10919,18241,21521,25765,33829,46888
52,970,970.000,728,1049,11741,10323,17652,22152,25258,31228,49071
53,904,904.000,714,1137,12450,11056,18458,22559,25690,35247,51713
54,935,935.000,706,1111,12281,10626,17834,22038,24757,36722,49003
55,925,925.000,698,1084,11607,10850,17589,22273,26410,67328,102166
56,884,884.000,712,1119,12990,11232,18744,22584,26013,36703,50553
57,591,591.000,714,1056,11099,24023,18099,22063,25393,910007,1039297
58,534,534.000,719,1111,11585,10956,19198,22654,27031,36111,67745
