Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,593,593.000,643,2890,15911,16966,21902,28958,37575,113090,133117
1,884,884.000,596,966,12408,11333,16200,20283,25303,44169,60810
2,906,906.000,440,861,10789,10968,16848,23868,31115,48758,99471
3,971,971.000,492,794,9886,10269,16428,22455,29923,46694,77029
4,1081,1081.000,486,717,10041,9225,15614,20277,24039,34719,40728
5,984,984.000,454,715,10942,10200,16179,20204,26069,64135,83556
6,1063,1063.000,465,702,10567,9389,15632,19338,22643,36557,52128
7,272,272.000,494,741,10302,41110,15392,21071,27884,965477,1023563
8,980,980.000,476,697,9516,8939,15552,19377,23094,35854,46305
9,1072,1072.000,475,693,10830,9368,15297,19466,22765,33406,54522
10,1084,1084.000,441,699,9966,9210,15688,19742,23624,34800,48170
11,1009,1009.000,465,699,10478,9876,15758,19587,22894,48718,86504
12,1040,1040.000,418,652,10579,9604,15504,20571,25600,36892,46596
13,1101,1101.000,447,694,10058,9051,15131,19025,21898,32192,55719
14,1126,1126.000,471,700,9847,8867,15173,18993,23405,32455,46252
15,1063,1063.000,476,693,10944,9407,15538,18589,21678,31494,49870
16,1076,1076.000,462,701,10800,9295,15262,18836,20733,32382,43571
17,1043,1043.000,460,692,9938,9566,15440,19447,23932,49564,99596
18,1115,1115.000,474,674,10168,8975,15199,19170,21876,30685,39010
19,1150,1150.000,401,691,9661,8632,15291,18651,21089,28723,37449
20,1160,1160.000,446,703,9891,8632,15088,18394,20734,30073,37891
21,1122,1122.000,434,727,9923,8916,15523,19443,22002,31582,49604
22,754,754.000,460,737,10272,18496,15390,18603,22538,564064,1028991
23,538,538.000,472,718,10212,11207,15843,21409,27191,76976,367876
24,1141,1141.000,470,675,10068,8753,15091,18436,20484,30016,39510
25,1051,1051.000,470,688,11244,9508,15427,18621,20984,30600,44692
26,800,800.000,486,707,10381,15888,15583,19503,23596,41949,1041089
27,773,773.000,499,724,9823,9418,15345,19353,22006,34342,294315
28,1125,1125.000,465,702,10309,8857,14928,18788,21168,29688,39606
29,1027,1027.000,479,709,10543,9772,15977,19172,22504,46835,93059
30,1170,1170.000,436,678,9762,8483,14614,18261,19979,30353,43638
31,1107,1107.000,468,691,10421,9022,15385,18697,20680,31341,40453
32,1166,1166.000,473,675,10129,8605,14976,18107,19931,28304,40188
33,1098,1098.000,450,684,10222,9085,15180,18512,21916,34137,48575
34,1075,1075.000,414,676,10358,9289,15353,19092,22886,39561,52093
35,1076,1076.000,436,680,10102,9291,15146,18685,21344,38894,86501
36,1116,1116.000,470,671,10179,8930,15094,18335,21275,30543,45368
37,1108,1108.000,460,672,10355,10811,15215,18719,21265,29938,1013716
38,399,399.000,473,732,10444,20274,15531,20312,26149,563447,934012
39,1096,1096.000,445,677,10353,9029,15333,18593,21981,32267,44295
40,1148,1148.000,439,678,9906,8723,14898,18655,21117,30256,38829
41,1072,1072.000,482,697,10157,9317,15122,18546,21211,49845,81462
42,1167,1167.000,447,668,10089,8520,14462,18066,19920,28288,40015
43,1168,1168.000,441,699,9741,8559,14901,18379,20257,30223,43513
44,1108,1108.000,428,689,10593,9069,15116,18684,21074,32731,56608
45,1140,1140.000,471,700,10250,8714,15151,18260,20665,29431,44652
46,1079,1079.000,459,697,9697,9266,15072,19020,22758,41480,95087
47,1092,1092.000,462,680,10532,9143,15317,18948,21711,33431,42307
48,1063,1063.000,457,705,10956,9383,15513,18631,21490,30675,43087
49,1140,1140.000,456,672,10056,8795,14708,18879,21755,33186,42272
50,1118,1118.000,464,683,10398,8920,15120,18578,20879,27645,50562
51,1098,1098.000,446,672,10400,9107,15480,19195,21049,29462,54996
52,1102,1102.000,469,678,9946,9040,14945,18297,21251,38499,75689
53,1167,1167.000,463,668,9770,8542,14921,18085,20094,30602,50777
54,1228,1228.000,472,664,9269,8147,14532,18052,20058,28393,37497
55,608,608.000,429,684,9979,22686,15171,18477,21140,912149,1035248
56,685,685.000,446,690,10461,9013,15172,18831,22163,31151,50078
57,1092,1092.000,468,683,10777,9174,15468,18808,21110,32019,49329
58,1067,1067.000,480,678,10227,9376,15254,18587,21934,45079,84328
59,1105,1105.000,445,693,10561,9024,15206,18742,20781,28177,41186
60,1128,1128.000,450,673,10356,8841,15204,18466,20564,28883,36482
61,1136,1136.000,467,671,10323,8815,15115,18166,20488,28463,38882
62,624,624.000,472,682,9428,16652,14364,17757,20350,225028,1013153
63,1086,1086.000,468,680,10069,8835,15308,19201,22270,30549,43374
64,415,415.000,472,663,10640,29026,15041,19210,23522,933848,1043409
65,811,811.000,435,727,10138,9791,15815,19717,23701,65238,83386
66,1109,1109.000,487,672,10471,9008,15211,18495,20999,30727,44758
67,1080,1080.000,451,693,10737,9235,15305,18537,21386,29427,39668
68,1113,1113.000,462,672,10269,8970,15502,18679,20673,29979,44019
69,1160,1160.000,464,666,10028,8602,15417,18547,20663,29472,42770
70,1067,1067.000,475,675,10198,9422,15186,18990,22355,39273,81440
71,1114,1114.000,453,679,10148,8962,15272,18686,21533,30653,45253
72,1095,1095.000,448,661,10210,9099,15438,19041,22523,32630,49221
73,1161,1161.000,465,662,9971,8616,15013,18344,20153,28399,35581
74,1136,1136.000,471,677,10482,8762,14978,18146,20055,29855,51507
75,1170,1170.000,467,679,9798,8560,15038,18479,20458,27891,43548
76,1015,1015.000,474,699,10744,9822,15547,19185,23030,45933,87931
77,1077,1077.000,460,682,10473,9268,15366,18892,21915,33431,49827
78,1147,1147.000,443,658,9854,11889,14726,17967,20774,29451,1037503
79,261,261.000,450,653,9291,24478,14594,18457,24194,869318,919507
80,1086,1086.000,452,691,10870,9190,15141,18364,20026,30768,54911
81,1150,1150.000,437,673,10496,8685,14560,18103,19988,28092,35497
82,1019,1019.000,466,698,10931,9806,15713,18906,21572,45756,89502
83,1133,1133.000,463,683,10275,8860,15093,18755,21383,30352,47237
84,1184,1184.000,449,652,9553,8413,14778,18712,20384,28270,45408
85,1111,1111.000,468,688,10786,9012,15122,18197,20545,28843,34067
86,1106,1106.000,462,666,10650,9025,14785,18312,20350,30208,47363
87,1187,1187.000,445,655,9574,8390,14548,18356,20466,30087,37597
88,1088,1088.000,461,669,9931,9195,15362,18500,22105,47093,78505
89,1166,1166.000,450,660,10279,8584,14723,17878,20008,26248,53207
90,1121,1121.000,472,688,10549,8901,15117,18317,20864,29408,40733
91,1113,1113.000,460,659,10580,8997,15309,18727,20443,29967,36106
92,1118,1118.000,484,674,10528,8923,15114,18278,20165,30389,41993
93,1035,1035.000,459,727,10731,9651,15404,18931,21937,49237,80443
94,1179,1179.000,447,661,9683,8458,14739,18409,20731,28704,47462
95,1028,1028.000,476,689,11140,9746,15818,19600,23126,34845,46456
96,1140,1140.000,459,673,10184,8763,15275,18384,20249,28595,45406
97,743,743.000,488,668,10533,21068,15349,18408,21382,886468,1037636
98,476,476.000,479,692,10113,9071,15554,19372,23297,32027,59367
99,1110,1110.000,423,662,9722,9045,15075,18247,20682,44097,82695
100,1134,1134.000,453,694,10351,8806,15131,18334,21535,31708,41367
101,1112,1112.000,457,688,10625,9002,15302,18375,21180,32435,55795
102,1150,1150.000,468,681,9696,8650,14933,18383,21271,30855,46431
103,259,259.000,484,716,9711,45335,14362,18843,27553,1022097,1035876
104,898,898.000,479,701,10787,9207,15503,18789,21445,30509,39730
105,1084,1084.000,466,684,10738,9263,15188,18781,22034,31919,45282
106,1087,1087.000,459,696,9936,9138,15084,18536,20637,39283,89529
107,1171,1171.000,481,694,9779,8531,15032,18351,21017,32734,40585
108,992,992.000,456,702,10661,10078,16327,20198,23099,81347,129371
109,640,640.000,485,742,10804,23730,16098,19592,25549,895794,1015071
110,530,530.000,490,711,10202,9031,15747,19121,23162,30731,49784
111,1091,1091.000,458,688,10790,9156,15542,18870,20992,30456,45935
112,1004,1004.000,453,690,10692,9933,15880,19736,23267,47619,83723
113,1151,1151.000,433,664,10208,8701,14909,18190,20807,31057,53172
114,1041,1041.000,460,665,10911,10114,15480,19269,22974,39177,92036
115,1058,1058.000,432,667,10667,8955,15327,18531,20387,30493,46608
116,1119,1119.000,449,665,10109,8925,15165,18979,21868,28978,48190
117,1136,1136.000,432,662,10256,8808,15062,18453,20739,29146,37664
118,1038,1038.000,473,676,10458,9633,15491,18977,21279,46435,91248
119,1043,1043.000,486,688,11014,9415,15747,18931,20836,32745,49312
