time_bucket,throughput,throughput_sec,tpmC,latency,window,success,failed
0,296,296.000,296.000,225678,225678,295,1
1,634,634.000,634.000,70646,70646,634,0
2,663,663.000,663.000,110304,110304,662,1
3,938,938.000,938.000,55557,55557,938,0
4,860,860.000,860.000,75959,75959,859,1
5,878,878.000,878.000,78014,78014,877,1
6,866,866.000,866.000,75982,75982,865,1
7,926,926.000,926.000,69634,69634,925,1
8,664,664.000,664.000,97413,97413,663,1
9,911,911.000,911.000,100996,100996,910,1
10,891,891.000,891.000,93223,93223,890,1
11,584,584.000,584.000,94958,94958,583,1
12,830,830.000,830.000,100548,100548,829,1
13,834,834.000,834.000,94490,94490,833,1
14,823,823.000,823.000,88820,88820,822,1
15,1073,1073.000,1073.000,69297,69297,1072,1
16,743,743.000,743.000,1011092,1011092,742,1
17,63,63.000,63.000,58480,58480,62,1
18,645,645.000,645.000,141725,141725,645,0
19,613,613.000,613.000,88182,88182,612,1
20,920,920.000,920.000,90797,90797,919,1
21,766,766.000,766.000,85644,85644,765,1
22,750,750.000,750.000,92635,92635,749,1
23,862,862.000,862.000,79497,79497,861,1
24,925,925.000,925.000,79301,79301,925,0
25,656,656.000,656.000,102363,102363,655,1
26,99,99.000,99.000,835931,835931,98,1
27,645,645.000,645.000,91642,91642,644,1
28,808,808.000,808.000,83274,83274,807,1
29,788,788.000,788.000,114881,114881,787,1
30,699,699.000,699.000,103946,103946,698,1
31,729,729.000,729.000,114072,114072,728,1
32,1094,1094.000,1094.000,58219,58219,1093,1
33,898,898.000,898.000,77770,77770,897,1
34,650,650.000,650.000,1013587,1013587,649,1
35,111,111.000,111.000,33650,33650,110,1
36,1092,1092.000,1092.000,82100,82100,1091,1
37,835,835.000,835.000,85406,85406,834,1
38,1019,1019.000,1019.000,74137,74137,1018,1
39,557,557.000,557.000,114185,114185,556,1
40,758,758.000,758.000,86483,86483,757,1
41,975,975.000,975.000,64348,64348,974,1
42,434,434.000,434.000,286463,286463,434,0
43,763,763.000,763.000,103559,103559,762,1
44,659,659.000,659.000,117496,117496,658,1
45,138,138.000,138.000,1112389,1112389,137,1
46,750,750.000,750.000,65476,65476,749,1
47,736,736.000,736.000,102827,102827,735,1
48,807,807.000,807.000,79653,79653,806,1
49,872,872.000,872.000,76993,76993,871,1
50,652,652.000,652.000,155059,155059,651,1
51,830,830.000,830.000,75963,75963,829,1
52,861,861.000,861.000,84633,84633,861,0
53,752,752.000,752.000,104061,104061,751,1
54,674,674.000,674.000,141300,141300,673,1
55,749,749.000,749.000,100687,100687,748,1
56,774,774.000,774.000,87928,87928,773,1
57,802,802.000,802.000,82055,82055,801,1
58,894,894.000,894.000,81207,81207,893,1
59,720,720.000,720.000,111391,111391,719,1
60,1047,1047.000,1047.000,70626,70626,1046,1
61,968,968.000,968.000,81024,81024,968,0
62,816,816.000,816.000,88331,88331,816,0
63,708,708.000,708.000,1024693,1024693,707,1
64,106,106.000,106.000,88285,88285,105,1
65,825,825.000,825.000,97276,97276,824,1
66,969,969.000,969.000,81820,81820,968,1
67,666,666.000,666.000,108520,108520,666,0
68,758,758.000,758.000,130943,130943,757,1
69,1021,1021.000,1021.000,71762,71762,1020,1
70,947,947.000,947.000,76982,76982,946,1
71,811,811.000,811.000,86696,86696,811,0
72,1131,1131.000,1131.000,73766,73766,1131,0
73,1140,1140.000,1140.000,45249,45249,1139,1
74,1081,1081.000,1081.000,55978,55978,1080,1
75,906,906.000,906.000,55867,55867,905,1
76,1144,1144.000,1144.000,49346,49346,1143,1
77,481,481.000,481.000,679638,679638,480,1
78,942,942.000,942.000,88562,88562,941,1
79,1196,1196.000,1196.000,49327,49327,1195,1
80,1077,1077.000,1077.000,59218,59218,1076,1
81,1154,1154.000,1154.000,49453,49453,1154,0
82,1045,1045.000,1045.000,66594,66594,1044,1
83,1010,1010.000,1010.000,67377,67377,1009,1
84,1005,1005.000,1005.000,56232,56232,1004,1
85,1156,1156.000,1156.000,67104,67104,1156,0
86,989,989.000,989.000,70930,70930,988,1
87,918,918.000,918.000,74767,74767,917,1
88,983,983.000,983.000,73783,73783,983,0
89,1223,1223.000,1223.000,54457,54457,1222,1
90,941,941.000,941.000,59644,59644,940,1
91,1018,1018.000,1018.000,67074,67074,1017,1
92,1093,1093.000,1093.000,52536,52536,1093,0
93,1109,1109.000,1109.000,64087,64087,1108,1
94,998,998.000,998.000,61181,61181,998,0
95,1098,1098.000,1098.000,74456,74456,1098,0
96,1160,1160.000,1160.000,57346,57346,1159,1
97,2067,2067.000,2067.000,53128,53128,2067,0
98,7238,7238.000,7238.000,20858,20858,7238,0
99,12827,12827.000,12827.000,9216,9216,12827,0
100,14673,14673.000,14673.000,8753,8753,14673,0
101,12047,12047.000,12047.000,7239,7239,12047,0
102,9998,9998.000,9998.000,7050,7050,9998,0
103,10002,10002.000,10002.000,6482,6482,10002,0
104,9996,9996.000,9996.000,7462,7462,9996,0
105,10001,10001.000,10001.000,6870,6870,10001,0
106,10003,10003.000,10003.000,7044,7044,10003,0
107,9999,9999.000,9999.000,8150,8150,9999,0
