Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,28.000,5.836,0.796,4.266,4.640,5.708,7.132,9.678,54.855,55.079,0.171
5,34.400,4.562,1.042,3.705,4.313,5.118,5.793,6.366,8.612,26.531,0.219
10,31.800,4.463,0.636,3.556,4.107,5.102,5.825,6.574,8.458,32.559,0.224
15,25.400,4.134,0.563,3.626,4.134,4.836,5.664,6.133,6.821,6.854,0.242
20,32.600,4.273,0.623,3.468,4.123,5.006,5.943,6.753,8.445,9.954,0.234
25,22.400,4.117,0.618,3.547,4.149,4.836,5.506,5.973,7.277,8.238,0.243
30,31.000,3.995,0.592,3.300,3.948,4.588,5.136,5.877,6.952,7.375,0.250
35,26.400,4.158,0.603,3.236,3.772,4.759,5.429,6.111,7.228,35.135,0.240
40,30.600,4.403,0.626,3.758,4.212,5.002,6.118,6.790,7.916,8.372,0.227
45,25.000,4.517,0.819,3.827,4.368,5.283,5.989,6.394,7.861,11.202,0.221
50,29.000,4.114,0.583,3.597,4.189,4.994,5.659,6.136,6.932,7.466,0.243
55,34.800,4.496,0.784,3.801,4.533,5.427,5.934,6.335,7.274,7.519,0.222
60,31.600,4.203,0.558,3.748,4.393,4.996,5.782,6.924,8.063,8.437,0.238
65,32.200,4.328,0.709,3.750,4.227,4.989,5.806,6.520,8.470,8.811,0.231
70,41.600,4.318,0.642,3.716,4.298,4.968,5.699,6.268,7.517,7.743,0.232
75,40.800,4.138,0.635,3.708,4.148,4.613,5.257,5.843,6.715,7.817,0.242
80,42.600,4.325,0.752,3.711,4.353,4.906,5.560,5.994,6.698,6.892,0.231
85,42.200,4.191,0.698,3.653,4.177,4.755,5.251,5.611,6.134,6.495,0.239
90,38.400,4.338,0.812,3.833,4.321,4.764,5.341,5.912,7.471,8.501,0.231
95,195.400,4.457,0.948,3.371,3.978,5.010,6.517,8.186,11.413,17.220,0.224
100,462.600,4.263,2.121,3.271,3.871,4.614,6.052,7.651,11.301,15.406,0.235
105,389.000,3.942,2.134,3.151,3.664,4.309,5.258,6.232,8.572,33.786,0.254
110,397.600,3.893,2.069,3.102,3.662,4.230,5.252,6.051,7.703,53.042,0.257
115,405.200,3.806,2.052,3.014,3.561,4.149,5.177,6.061,8.373,45.081,0.263
