Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,318,318.000,990,9766,26946,30910,40170,53412,65030,188727,192924
1,577,577.000,648,1752,18578,17351,26053,33180,37545,77601,94509
2,597,597.000,761,1743,18900,16717,26399,31154,34126,45489,55718
3,573,573.000,749,2632,19562,17394,25371,31652,34679,43613,59969
4,618,618.000,869,2123,18054,16178,24597,29089,32306,38818,47685
5,633,633.000,780,1460,17069,16431,23655,28547,32517,47411,767026
6,572,572.000,764,1451,19803,16769,25475,30290,34731,52886,62312
7,577,577.000,790,1546,19335,17260,26114,31605,35925,41115,48702
8,586,586.000,793,3420,18551,17013,24870,30936,34812,48121,61602
9,634,634.000,768,2053,17465,15672,23634,28983,32657,38642,47311
10,504,504.000,783,7368,21274,19884,29051,35409,39693,44865,78338
11,503,503.000,776,3039,22628,19642,30442,34987,37900,46748,75530
12,561,561.000,757,1713,20835,17971,27707,32756,35934,42923,45607
13,579,579.000,783,2264,19604,17239,25783,31314,34619,45091,53645
14,606,606.000,728,2472,19375,16399,24653,29464,31840,37178,40782
15,590,590.000,739,2989,19192,17072,25770,31613,35425,48834,61149
16,547,547.000,719,4243,19923,18171,26357,32129,35711,52119,66030
17,579,579.000,716,4591,19360,17247,25125,31165,34939,40463,51355
18,623,623.000,740,1817,17959,16067,24918,30503,33164,37596,47484
19,628,628.000,707,1717,17696,15851,24850,30019,31979,37465,41390
20,569,569.000,726,8649,19513,17628,26156,30291,33207,38133,41493
21,587,587.000,763,3471,19119,16936,25470,31241,33818,39470,45124
22,648,648.000,758,2210,16967,15409,23455,30255,32724,37137,55391
23,585,585.000,733,3456,19259,17218,25660,31099,34214,40256,50971
24,640,640.000,684,2241,17391,15481,23956,29564,32521,38450,49911
25,578,578.000,769,3059,18806,17396,25924,31252,35304,53592,62899
26,569,569.000,752,3751,20061,17449,26380,31413,34729,38950,43452
27,604,604.000,696,3235,18527,16461,25334,31102,33919,39212,46853
28,560,560.000,763,1531,18705,18141,25741,31038,34218,44280,937158
29,610,610.000,741,1805,17521,16222,24993,30981,36097,43101,65882
30,487,487.000,788,6493,24706,20617,31335,35018,36994,41327,47152
31,596,596.000,699,1422,19093,16618,26788,31589,33569,39487,54125
32,583,583.000,723,2397,19750,17177,26573,31387,34641,40516,42238
33,596,596.000,712,2741,19140,16798,25785,31798,34495,38719,44518
34,583,583.000,691,2931,19746,17022,26219,30303,33999,38333,49112
35,595,595.000,731,3067,18969,16986,25401,31530,33989,39985,49618
36,558,558.000,744,2855,19368,17703,26333,32048,36598,46629,73199
37,611,611.000,754,2672,18104,16437,24999,30010,33850,40622,47664
38,616,616.000,668,2164,18529,16199,25045,29222,32794,37949,43705
39,566,566.000,709,2999,19195,17516,26189,32147,35917,42687,55177
40,604,604.000,756,2699,18548,16677,25729,31361,34123,39603,51261
41,610,610.000,732,2168,18146,16270,24964,30297,33314,37655,50704
42,598,598.000,722,3498,18318,16742,24696,30594,34177,41870,54536
43,682,682.000,744,1350,16800,14681,23614,29610,33109,40049,45133
44,746,746.000,695,1224,15393,13414,23180,27510,30861,37291,50009
45,639,639.000,733,1273,17731,15655,25069,30954,33989,42655,59733
46,599,599.000,758,3352,18628,16630,24929,30341,33663,39564,82067
47,630,630.000,773,1929,18044,15830,24260,29369,32066,37585,42092
48,408,408.000,799,10222,26434,25056,39257,44905,51269,56090,56925
49,407,407.000,750,8851,27409,24187,35122,42554,45899,56803,91943
50,532,532.000,707,4373,21429,18736,27643,32246,36050,42723,45807
51,543,543.000,686,3348,21048,18386,27569,33391,36411,41165,47661
52,559,559.000,735,5136,20308,17868,26354,32398,35553,43762,53193
53,573,573.000,754,2619,19715,17306,26095,31583,34149,38836,46607
54,597,597.000,738,2939,19243,16845,25832,30365,32154,39257,41738
55,592,592.000,763,2482,18677,16875,26230,30924,34203,41648,69448
56,577,577.000,755,4657,19184,17295,25795,30677,32715,58410,65154
57,608,608.000,789,2998,18368,16367,24855,29992,33356,40711,45006
58,604,604.000,744,4414,18480,16598,25174,30310,33130,37709,43762
59,631,631.000,724,1987,17533,15833,24265,30298,33024,37241,47955
60,590,590.000,735,4307,19259,16991,25124,30459,33588,39486,42216
61,604,604.000,760,2421,18722,16471,25294,30529,33072,39284,59421
62,643,643.000,738,1946,17698,15477,24035,29162,31578,38454,63195
63,565,565.000,740,2309,18806,18498,24899,30589,34039,49639,1018725
64,627,627.000,722,1339,17428,15145,24255,28717,32597,40822,51915
65,628,628.000,736,2869,17583,16024,24807,29829,32975,38892,46588
66,603,603.000,743,3066,18094,16547,25131,30564,33793,39296,50459
67,465,465.000,682,6707,25408,21388,31400,36970,38783,44271,45741
68,534,534.000,727,1410,20392,19162,27590,32006,33968,41928,912089
69,558,558.000,777,2383,20404,17528,27341,31866,35748,43092,48370
70,570,570.000,771,3729,20512,17511,26533,31543,33550,39032,43971
71,597,597.000,709,2482,19099,16734,25279,30739,34588,39995,47665
72,608,608.000,742,2250,18431,16430,25494,30266,32897,39683,43478
73,632,632.000,722,1488,17614,15786,24862,29703,31814,39474,56183
74,598,598.000,723,3141,18593,16724,24649,30549,34164,41958,51958
75,555,555.000,726,5514,19791,18077,26145,32113,36141,55773,70766
76,607,607.000,764,2280,18245,16367,25575,29906,32284,38876,48780
77,559,559.000,730,5602,19222,18013,26780,31558,36541,52324,62371
78,598,598.000,732,3800,17961,16637,25218,30421,33031,38877,46911
79,638,638.000,747,2168,17666,15658,23999,29312,31837,37223,43834
80,601,601.000,807,2432,18484,16574,24742,31151,34092,41547,47634
81,648,648.000,735,1459,17183,15433,24202,29733,32333,38036,44413
82,616,616.000,776,3229,18483,16280,24481,29298,33166,40296,50816
83,571,571.000,731,4304,20036,17419,25816,31089,34350,38586,43261
84,620,620.000,765,2427,17899,16069,24795,29903,33228,38589,43610
85,628,628.000,765,3699,17057,16055,24331,29416,33501,38192,81931
86,637,637.000,702,1522,17215,15571,24169,29096,32766,38262,60962
87,486,486.000,804,6844,25295,20630,29992,34076,36509,40745,50255
88,512,512.000,788,7062,22514,19450,28940,33835,36530,40393,47425
89,596,596.000,739,1464,18744,16727,26188,31266,34979,39364,55138
90,560,560.000,739,3799,20227,17983,27338,32651,35292,46503,55938
91,588,588.000,699,3443,19240,16923,25978,30525,33566,38198,43707
92,605,605.000,757,2825,18114,16489,24968,29884,33390,38676,50789
93,595,595.000,694,3859,19335,16762,25020,29262,33328,39774,47735
94,619,619.000,739,1514,18096,16090,24859,30040,33493,37498,55844
95,595,595.000,751,1641,17263,17114,23719,29010,32793,53423,903348
96,579,579.000,750,3748,18723,16972,25075,30676,34540,42263,52737
97,597,597.000,745,3985,19212,16781,24765,29990,32754,39966,49631
98,603,603.000,745,3839,18632,16495,24985,29912,33077,37389,42702
99,642,642.000,730,1749,17405,15511,24261,28780,31757,39919,49668
100,625,625.000,749,2755,18147,16064,24632,29809,32862,38468,43877
101,574,574.000,746,3693,19268,17416,26078,31748,35041,41422,49005
102,547,547.000,734,4138,19688,18277,26482,33537,37384,62181,65806
103,609,609.000,746,1460,18872,16323,25505,31421,34219,38856,48764
104,667,667.000,770,1350,17578,15047,24216,29440,33517,41485,47279
105,539,539.000,784,3505,19874,18476,28618,34534,37500,43870,45568
106,461,461.000,775,7976,26864,21549,31635,34740,36175,39372,49452
107,503,503.000,764,6502,23225,20019,29025,35232,38000,43805,51821
108,555,555.000,730,2826,20707,17911,27072,32524,35389,41828,51993
109,589,589.000,725,2117,19538,17045,25628,30692,34515,41721,47406
110,588,588.000,715,1928,19394,16829,25589,30865,33268,39690,45961
111,581,581.000,749,3171,19518,17365,26248,32090,34468,39921,47534
112,601,601.000,724,2327,18994,16561,24530,30690,33341,37832,43026
113,630,630.000,738,1849,17969,15881,24598,29369,32408,37812,39968
114,609,609.000,680,2147,18245,16638,24899,31289,34258,44020,66441
115,613,613.000,721,2874,17970,16147,24119,29574,32649,40681,46117
116,589,589.000,726,4091,18206,16808,25512,30744,34513,40124,44341
117,625,625.000,697,2303,18060,16055,24275,28994,32891,37787,43857
118,622,622.000,717,5826,17883,15967,23363,27594,30296,34111,45855
119,598,598.000,746,12302,17756,16336,22598,26024,28178,34998,46307
