Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,439,439.000,4698,17002,18422,22935,26326,34811,42911,87787,89475,439,0,87787,18422,22935,26326,34811,42911
1,530,530.000,3837,15690,17621,18977,24954,26619,30630,35258,45401,529,1,35258,17621,18977,24954,26619,30630
2,533,533.000,3685,13848,17419,18526,20446,26291,34755,42854,43053,532,1,42854,17419,18526,20446,26291,34755
3,607,607.000,3306,11259,16247,16460,18236,26074,27327,48240,50611,606,1,48240,16247,16460,18236,26074,27327
4,678,678.000,3318,11580,12889,14694,16807,23658,26711,35066,53384,677,1,35066,12889,14694,16807,23658,26711
5,679,679.000,2966,10904,12824,14674,17434,25730,27546,34919,39509,679,0,34919,12824,14674,17434,25730,27546
6,641,641.000,3036,10470,14329,15613,17780,25863,33796,34707,40316,640,1,34707,14329,15613,17780,25863,33796
7,655,655.000,2809,10927,16573,15187,17316,22808,25648,34494,42393,654,1,34494,16573,15187,17316,22808,25648
8,615,615.000,2833,16274,16940,16352,17342,19577,25210,33690,34949,614,1,33690,16940,16352,17342,19577,25210
9,568,568.000,2815,16717,16939,17407,17338,22548,25554,33699,34267,567,1,33699,16939,17407,17338,22548,25554
10,594,594.000,1975,16662,16912,16841,17147,17517,19140,33545,33800,593,1,33545,16912,16841,17147,17517,19140
11,580,580.000,2765,16716,16916,17218,17172,22967,25370,26105,32630,579,1,26105,16916,17218,17172,22967,25370
12,592,592.000,2728,16653,16912,16817,17114,17665,25085,25874,33765,591,1,25874,16912,16817,17114,17665,25085
13,592,592.000,2821,16738,16895,16894,17083,17418,25104,25891,31276,591,1,25891,16895,16894,17083,17418,25104
14,593,593.000,2710,16649,16901,16909,17135,19074,23076,34715,42001,592,1,34715,16901,16909,17135,19074,23076
15,552,552.000,2843,16734,16931,18091,17560,25270,25510,33537,34007,551,1,33537,16931,18091,17560,25270,25510
16,526,526.000,3205,16740,16915,18875,17239,25297,25508,42068,42389,525,1,42068,16915,18875,17239,25297,25508
17,551,551.000,2976,16712,16843,18170,17030,25195,25359,25824,34184,550,1,25824,16843,18170,17030,25195,25359
18,536,536.000,15870,16739,16902,18714,17330,25317,25725,33478,33964,535,1,33478,16902,18714,17330,25317,25725
19,531,531.000,3067,16745,16879,18713,17159,25256,25579,33839,35307,530,1,33839,16879,18713,17159,25256,25579
20,562,562.000,2891,16705,16886,17880,17064,24967,25322,34041,85384,561,1,34041,16886,17880,17064,24967,25322
21,567,567.000,2681,13922,16539,17532,17749,25944,33408,56700,69840,566,1,56700,16539,17532,17749,25944,33408
22,598,598.000,4431,14212,16633,16695,17296,24842,25769,26492,43145,598,0,26492,16633,16695,17296,24842,25769
23,584,584.000,3119,13892,16769,17155,17314,25492,26137,33972,34802,583,1,33972,16769,17155,17314,25492,26137
24,588,588.000,2659,13756,16825,16937,17247,25233,25695,34717,50306,587,1,34717,16825,16937,17247,25233,25695
25,595,595.000,2752,13799,16700,16819,17294,25248,25622,26859,34117,594,1,26859,16700,16819,17294,25248,25622
26,615,615.000,3265,13701,16648,16243,17151,17961,25420,25953,26337,614,1,25953,16648,16243,17151,17961,25420
27,620,620.000,2769,13672,16653,16106,17105,17673,24816,34057,34225,619,1,34057,16653,16106,17105,17673,24816
28,598,598.000,3034,13680,16712,16697,17123,24976,25792,33973,40298,597,1,33973,16712,16697,17123,24976,25792
29,593,593.000,3150,13511,16720,16775,17327,25068,25484,33996,34985,592,1,33996,16720,16775,17327,25068,25484
30,600,600.000,3535,13627,16720,16682,17284,25170,25512,26121,26493,599,1,26121,16720,16682,17284,25170,25512
31,554,554.000,3312,13443,16575,18117,17426,25342,25713,117115,144098,553,1,117115,16575,18117,17426,25342,25713
32,607,607.000,3086,13606,16713,16552,17316,24788,25226,25840,26763,606,1,25840,16713,16552,17316,24788,25226
33,614,614.000,3165,13447,16616,16120,17122,17926,24843,25770,26396,613,1,25770,16616,16120,17122,17926,24843
34,626,626.000,2897,13744,16495,15980,17005,17549,18143,26372,42534,625,1,26372,16495,15980,17005,17549,18143
35,603,603.000,5557,13762,16066,16535,17010,24888,25833,34127,34902,602,1,34127,16066,16535,17010,24888,25833
36,587,587.000,2761,13785,15069,17526,17085,24865,25845,100241,103252,586,1,100241,15069,17526,17085,24865,25845
37,554,554.000,4864,13772,15075,17550,16968,17883,25338,150570,152840,553,1,150570,15075,17550,16968,17883,25338
38,574,574.000,2927,13676,16091,17315,16980,24750,25895,118018,124624,573,1,118018,16091,17315,16980,24750,25895
39,579,579.000,2853,13573,16592,17264,17306,24820,25653,75609,83462,578,1,75609,16592,17264,17306,24820,25653
40,592,592.000,4083,13461,16699,16868,17381,25037,25295,33112,42039,591,1,33112,16699,16868,17381,25037,25295
41,600,600.000,3072,13722,16482,16681,17119,24965,25480,35363,41225,599,1,35363,16482,16681,17119,24965,25480
42,543,543.000,3218,13496,16481,18351,17101,24486,25748,160364,167673,542,1,160364,16481,18351,17101,24486,25748
43,582,582.000,3163,13449,16535,17248,17093,25190,25683,67219,75584,581,1,67219,16535,17248,17093,25190,25683
44,605,605.000,3287,13699,16357,16500,17120,24757,25427,26561,34935,604,1,26561,16357,16500,17120,24757,25427
45,617,617.000,10303,14012,16389,16208,17046,18084,25004,25627,26504,616,1,25627,16389,16208,17046,18084,25004
46,641,641.000,3084,13969,16097,15495,16914,17369,17814,18909,25903,640,1,18909,16097,15495,16914,17369,17814
47,647,647.000,3186,13968,16142,15430,16893,17390,17752,18344,25370,646,1,18344,16142,15430,16893,17390,17752
48,628,628.000,2787,13945,16200,15975,16919,17427,25187,25988,35337,627,1,25988,16200,15975,16919,17427,25187
49,614,614.000,3230,13922,16026,16211,16985,22484,25349,26000,26872,613,1,26000,16026,16211,16985,22484,25349
50,611,611.000,2997,13851,15968,16376,16901,17311,17734,25671,118373,610,1,25671,15968,16376,16901,17311,17734
51,622,622.000,3000,13863,16030,16040,16982,18286,25038,25703,26023,621,1,25703,16030,16040,16982,18286,25038
52,619,619.000,3351,13866,16136,16223,16969,23742,25086,26503,34182,618,1,26503,16136,16223,16969,23742,25086
53,623,623.000,4012,13857,16092,15942,16954,17613,24260,29052,34468,622,1,29052,16092,15942,16954,17613,24260
54,610,610.000,2915,13858,15806,16385,16904,17399,18146,34773,85471,609,1,34773,15806,16385,16904,17399,18146
55,646,646.000,2986,13916,16242,15501,16883,17280,17638,24320,26830,645,1,24320,16242,15501,16883,17280,17638
56,627,627.000,3036,13800,15816,15824,16989,17955,24421,25695,26265,626,1,25695,15816,15824,16989,17955,24421
57,616,616.000,2969,13952,16033,16278,16887,17514,24312,33794,69131,615,1,33794,16033,16278,16887,17514,24312
58,634,634.000,3265,13944,15777,15766,16893,17253,17977,19316,58880,633,1,19316,15777,15766,16893,17253,17977
59,619,619.000,2918,14001,16136,16155,16882,17569,25266,26688,43045,618,1,26688,16136,16155,16882,17569,25266
60,617,617.000,3027,13979,16184,16196,16903,18051,25337,26073,26641,616,1,26073,16184,16196,16903,18051,25337
61,617,617.000,3158,13922,16209,16226,16900,23001,25388,26220,27291,616,1,26220,16209,16226,16900,23001,25388
62,587,587.000,2693,13845,15798,16934,16982,25031,25356,82805,83950,586,1,82805,15798,16934,16982,25031,25356
