Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,186,186.000,6949,33378,49256,54570,59194,76598,99226,244839,245128
1,239,239.000,16510,25179,41786,41855,56580,68210,76349,91970,101050
2,184,184.000,16289,25255,51247,54294,75328,92010,109483,143301,164407
3,200,200.000,7337,25200,51956,50209,67591,83016,92670,117535,118979
4,212,212.000,3884,25150,49386,46764,67095,76510,87736,101162,125655
5,153,153.000,4461,25256,59167,64781,76380,108640,200029,232917,233841
6,200,200.000,3830,25235,57996,50551,67814,76847,84449,112559,116502
7,206,206.000,16578,25167,51625,48081,67494,76046,84203,92124,100633
8,205,205.000,16620,25174,57496,49503,67458,76574,91454,100694,117867
9,181,181.000,16526,25180,49960,55299,75376,116592,142773,159245,175030
10,185,185.000,5350,25174,50203,54238,75485,100532,116938,127048,134121
11,176,176.000,5087,25412,58815,56528,75904,92100,100731,133484,134160
12,209,209.000,4770,18191,42226,47549,67493,84476,100682,127008,143069
13,166,166.000,4156,25178,51709,59715,75661,93079,182978,233782,233786
14,203,203.000,16026,25104,51860,49465,67236,76233,91861,117689,132745
15,181,181.000,4212,33339,58836,55322,67815,84678,93771,109069,110476
16,182,182.000,16440,33462,59372,55683,75067,83599,90346,94406,110102
17,200,200.000,16428,25172,50420,49741,69657,84425,93385,101640,117798
18,196,196.000,16493,25209,50647,51791,75180,92237,108545,134279,134576
19,215,215.000,16343,25026,42492,45376,66979,77363,91858,101161,116405
20,202,202.000,4962,25118,51325,49527,67649,83721,92412,102405,117371
21,178,178.000,16410,25105,50106,61477,67571,91290,199910,292102,1070404
22,91,91.000,8465,24987,41924,103278,66389,75520,684472,1036646,1036646
23,209,209.000,16616,25124,43735,46768,67023,76858,92902,117046,126173
24,201,201.000,16402,25175,58200,49650,67549,80171,84724,100081,108477
25,216,216.000,7179,25149,44772,46033,67126,75921,84134,101192,108207
26,181,181.000,16007,25368,59068,55823,74841,92014,92827,109553,109954
27,219,219.000,7173,25019,42951,44937,67183,75785,83498,108363,117002
28,179,179.000,5197,25071,58167,80528,67508,83903,101358,1060735,1095337
29,100,100.000,4856,16818,25545,56374,67147,83435,141490,667311,667311
30,173,173.000,16411,25216,51735,57672,67574,99292,175406,216953,216976
31,205,205.000,6875,25118,58330,48439,67374,75841,76271,84304,101448
32,208,208.000,5001,25012,51144,47816,67408,76339,83804,93510,99730
33,189,189.000,5689,24274,33179,52954,67315,92750,161566,293630,300844
34,243,243.000,16111,17016,25518,42008,59923,75613,91012,108900,111226
35,196,196.000,6378,25174,57702,50223,67837,82846,93517,117552,125116
36,190,190.000,5269,25207,51070,64134,67308,84324,91999,1029210,1051897
37,88,88.000,16338,25271,50551,89284,84315,118661,459376,693776,693776
38,166,166.000,4326,25033,58875,59574,74659,93360,198591,241809,242106
39,218,218.000,4648,24772,49700,46004,67476,75746,84003,100684,109433
40,239,239.000,15961,24801,25474,42317,66692,75968,91955,125827,132214
41,232,232.000,3681,17031,41497,42346,66753,75327,76925,84420,100384
42,217,217.000,6982,25061,51250,48738,67305,78214,92255,108794,117243
43,240,240.000,11977,16962,25409,39615,59494,75688,76652,92106,107844
44,204,204.000,16339,25168,50814,49098,67326,77171,101111,126239,134279
45,223,223.000,4256,25065,50532,44680,66930,72839,75991,83984,93080
46,162,162.000,16406,25119,58632,62482,75913,92916,250433,292792,309329
47,235,235.000,6030,16988,25448,41672,65961,75446,76337,92296,116974
48,236,236.000,5010,24710,25800,44800,66561,83943,100678,126078,144380
49,222,222.000,4514,25052,42265,43883,66968,75515,83200,100243,101071
50,222,222.000,16438,17150,46307,44085,67141,75097,76052,92480,107814
51,236,236.000,5627,25047,25426,41817,66253,75598,83446,100765,117563
52,206,206.000,16369,25023,50549,48828,67388,76203,92112,133927,167712
53,207,207.000,5352,25023,50102,52672,67236,76001,92891,250269,251131
54,175,175.000,3412,25169,57065,52853,75404,92512,108266,116714,126294
55,217,217.000,3805,24925,50101,45615,66912,75340,83530,93534,138614
56,207,207.000,4941,25063,58339,48373,68011,75950,83651,93030,100718
57,262,262.000,4162,16920,25289,38272,58913,68291,76482,93880,109842
58,217,217.000,16328,24880,42765,45804,67416,77129,83986,100307,108549
59,217,217.000,3844,25050,50347,46340,67114,75660,83801,92756,134364
60,274,274.000,5107,16885,25234,36153,58305,67609,75789,92367,108771
61,196,196.000,16580,25143,51318,55571,67674,83591,174897,234485,250120
62,190,190.000,8141,24975,33104,90221,66957,75937,834252,1071766,1084960
63,46,46.000,16702,16910,41412,41938,66907,75200,75724,89063,89063
