Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,347.200,13.779,0.606,1.389,13.515,21.754,27.720,32.732,47.242,204.110,0.073
5,450.400,10.008,0.714,1.173,5.819,18.503,23.753,26.348,30.968,42.935,0.100
10,452.400,9.428,0.597,1.118,4.461,17.665,23.373,27.345,34.331,53.405,0.106
15,451.800,9.944,0.645,1.127,6.244,18.261,23.414,26.091,31.875,52.619,0.101
20,472.600,10.077,0.698,1.158,6.906,18.504,23.064,25.668,30.872,70.308,0.099
25,428.000,10.129,0.697,1.129,5.724,18.660,24.309,27.210,33.149,47.303,0.099
30,472.200,9.864,0.721,1.165,5.810,18.186,22.978,25.722,31.469,51.863,0.101
35,487.200,9.583,0.706,1.155,5.480,17.578,22.986,25.641,29.971,37.891,0.104
40,436.000,10.064,0.759,1.147,5.588,18.430,24.059,27.282,33.363,49.010,0.099
45,462.800,10.672,0.724,1.187,6.758,18.801,23.524,26.284,31.417,960.006,0.094
50,483.200,9.763,0.573,1.155,6.474,17.898,22.850,25.178,29.935,43.474,0.102
55,454.200,9.581,0.684,1.139,4.278,17.283,23.460,26.757,34.568,58.350,0.104
60,454.400,10.369,0.747,1.139,6.648,18.682,23.995,26.988,33.533,70.019,0.096
65,500.000,9.542,0.727,1.143,5.685,17.728,22.500,24.796,30.126,41.178,0.105
70,471.600,10.251,0.627,1.156,6.397,17.979,23.096,25.558,30.975,975.823,0.098
75,457.000,8.843,0.703,1.132,4.257,15.921,22.467,26.116,33.247,51.990,0.113
80,506.800,8.100,0.609,1.128,3.591,14.851,21.099,23.539,28.893,37.376,0.123
85,432.600,10.288,0.706,1.121,5.950,18.739,24.800,28.324,34.260,63.291,0.097
90,399.800,10.430,0.729,1.125,4.754,19.084,25.562,29.909,36.321,57.333,0.096
95,454.000,10.277,0.713,1.161,7.321,18.550,23.915,26.985,33.399,66.768,0.097
100,451.800,9.925,0.744,1.135,5.110,18.567,24.310,27.048,32.565,42.912,0.101
105,445.000,10.457,0.715,1.152,6.477,18.158,23.527,26.198,32.207,1026.136,0.096
110,465.800,9.721,0.611,1.143,5.330,17.745,23.163,26.255,31.491,39.006,0.103
115,432.000,10.544,0.712,1.163,6.695,19.329,24.834,28.290,33.097,54.734,0.095
