Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,20.400,6.382,1.774,5.061,6.070,7.206,8.668,10.481,12.754,15.798,0.157
5,18.400,5.241,0.701,4.603,5.496,6.013,6.571,6.808,8.314,8.314,0.191
10,24.800,5.034,0.682,4.483,5.226,5.844,6.293,6.833,8.562,15.270,0.199
15,29.200,4.971,0.657,4.353,4.907,5.652,6.021,6.299,7.532,15.312,0.201
20,33.200,4.693,0.630,4.026,4.628,5.232,5.863,6.268,7.131,15.261,0.213
25,28.800,4.415,0.570,3.931,4.572,5.128,5.564,5.723,6.384,7.062,0.227
30,32.400,4.532,0.631,4.036,4.754,5.304,5.656,5.857,6.665,6.909,0.221
35,30.400,4.677,0.666,4.097,4.651,5.322,5.780,6.101,6.936,7.471,0.214
40,27.000,4.535,0.540,4.089,4.655,5.351,5.854,6.013,7.023,7.137,0.220
45,25.600,4.382,0.560,3.811,4.523,5.117,5.652,5.995,6.618,7.179,0.228
50,24.200,4.682,0.599,3.857,4.716,5.317,5.837,6.111,6.880,13.287,0.214
55,30.800,4.508,0.544,4.104,4.647,5.099,5.570,6.012,6.700,6.966,0.222
60,24.800,4.158,0.605,3.788,4.267,5.004,5.544,5.687,6.549,6.634,0.240
65,25.800,4.305,0.571,3.865,4.350,5.229,5.860,5.978,6.536,6.611,0.232
70,440.000,9.078,0.609,5.178,6.939,9.776,14.845,20.722,44.458,105.077,0.110
75,403.000,6.722,1.077,4.357,5.287,6.610,8.450,10.358,36.998,113.297,0.149
80,397.400,6.411,0.969,4.487,5.376,6.457,8.398,9.978,14.923,112.615,0.156
85,394.800,6.828,1.031,4.400,5.266,6.435,8.343,10.015,91.924,111.924,0.146
90,402.000,6.902,1.436,4.569,5.422,6.603,8.725,10.216,99.043,113.374,0.145
95,403.600,7.137,1.124,4.359,5.290,6.437,8.397,10.343,101.816,118.055,0.140
100,406.200,6.784,0.721,4.443,5.336,6.428,8.288,9.948,100.291,115.604,0.147
105,399.200,6.722,1.269,4.374,5.238,6.361,8.086,9.809,102.818,115.210,0.149
110,398.800,6.805,0.968,4.392,5.282,6.382,8.240,9.690,94.822,121.262,0.147
115,415.200,6.625,1.445,4.402,5.339,6.460,8.491,10.027,19.394,119.187,0.151
