Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,37.600,21.136,0.995,8.839,15.527,29.641,44.175,60.270,89.944,129.088,0.047
5,38.800,13.677,1.051,5.828,11.375,19.514,25.428,35.341,65.947,67.327,0.073
10,31.200,15.700,0.974,6.887,12.935,20.144,30.246,36.723,64.662,87.324,0.064
15,50.000,13.909,0.974,7.190,12.273,17.727,26.963,33.541,48.794,59.316,0.072
20,43.600,13.883,1.034,5.896,11.590,19.486,26.784,34.446,44.673,55.641,0.072
25,31.600,13.896,1.159,5.881,11.021,17.982,29.021,38.216,57.249,62.006,0.072
30,37.800,15.093,0.951,6.390,12.096,19.010,28.430,38.420,71.694,73.086,0.066
35,35.800,12.543,0.965,5.061,10.906,17.517,23.867,29.426,57.712,59.850,0.080
40,38.800,14.081,1.005,6.181,10.964,19.280,30.285,34.629,55.462,65.117,0.071
45,34.800,16.562,0.992,6.369,12.051,22.349,34.177,48.508,74.191,82.448,0.060
50,38.000,13.219,1.026,6.386,11.870,17.881,25.598,28.024,39.452,69.430,0.076
55,42.000,13.426,0.932,5.953,10.859,18.877,27.904,31.916,40.178,63.652,0.074
60,36.600,15.000,1.247,6.467,12.871,20.309,29.265,40.375,51.774,57.855,0.067
65,38.200,12.752,0.885,5.849,11.129,18.163,22.937,32.778,40.158,78.961,0.078
70,41.600,14.977,1.019,7.042,13.132,19.820,25.693,35.661,48.580,71.239,0.067
75,43.600,12.639,0.944,5.205,10.912,17.385,23.566,31.951,47.539,59.147,0.079
80,45.800,15.183,1.405,7.249,12.657,19.171,27.227,32.795,70.538,84.161,0.066
85,35.800,14.924,0.966,6.107,12.064,20.472,28.210,38.135,61.782,67.119,0.067
90,32.000,13.775,0.923,5.724,12.056,19.096,27.802,35.420,42.557,48.008,0.073
95,41.000,13.535,1.004,6.220,10.960,17.270,24.454,31.424,64.831,73.517,0.074
100,41.600,12.964,0.881,5.371,9.865,17.649,27.224,33.392,48.713,59.881,0.077
105,35.600,14.476,1.066,5.882,11.802,19.295,27.750,36.082,72.468,84.242,0.069
110,23.000,13.906,1.161,6.652,12.920,18.885,26.106,30.144,41.315,52.704,0.072
115,40.400,14.288,0.895,7.349,12.723,19.803,25.279,28.407,38.603,54.556,0.070
