Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,235,235.000,1230,4844,14893,45722,26156,59208,158808,1106667,1118948
1,621,621.000,566,1562,11483,15003,22703,36320,52013,73715,104235
2,826,826.000,681,1357,11616,12090,19572,26595,34636,55165,69129
3,784,784.000,695,1301,12223,12763,20616,28490,36964,54555,80523
4,858,858.000,708,1220,12136,11584,19350,24428,30577,42458,58916
5,837,837.000,805,1254,11491,11908,19026,25347,30208,70979,83765
6,893,893.000,787,1189,11264,11147,18081,23930,30481,52002,81825
7,947,947.000,752,1150,11508,10543,18286,22465,26151,37041,74723
8,888,888.000,802,1136,11191,11277,18766,25015,32149,52426,78585
9,889,889.000,754,1124,11315,11187,18339,23430,29862,52962,71551
10,941,941.000,534,1117,10629,10593,18001,23620,28784,43165,60327
11,943,943.000,728,1105,11449,10575,18383,22906,26449,36891,59772
12,900,900.000,747,1132,11721,11158,18147,22373,26343,66455,86071
13,936,936.000,728,1123,12323,10596,17676,21897,24494,36237,70696
14,929,929.000,774,1124,11266,10815,18561,22628,28696,42672,59000
15,532,532.000,739,1093,11770,22066,17758,22812,28988,793887,1041086
16,707,707.000,721,1150,11946,11598,18539,22861,26946,45155,216206
17,926,926.000,719,1121,11868,15997,17889,22642,26596,42739,1024095
18,171,171.000,756,1187,9310,30827,18636,23969,47941,882336,888678
19,910,910.000,717,1139,11745,10829,18118,23225,27943,39824,55214
20,895,895.000,771,1129,11349,11188,18099,23667,29507,65218,90053
21,966,966.000,663,1115,11060,10296,17619,22138,25589,42984,52674
22,939,939.000,706,1112,11882,10701,18431,22493,26315,35300,69896
23,594,594.000,721,1148,12093,21570,18433,22509,28636,471167,1030750
24,612,612.000,730,1186,12447,11718,19267,23078,30329,45086,69800
25,922,922.000,706,1145,12191,10757,18377,22456,25580,35109,69436
26,959,959.000,727,1118,11450,10445,18397,22337,24753,34905,53598
27,909,909.000,765,1172,10867,10959,18248,22219,26429,75909,101991
28,954,954.000,690,1131,10718,10491,18301,22887,25985,38478,73086
29,995,995.000,764,1158,10997,10026,17324,21578,24484,37320,44928
30,993,993.000,739,1156,10476,10054,17407,22207,26184,38720,54768
31,953,953.000,697,1143,11435,10441,17837,22451,25985,38406,67049
32,937,937.000,729,1149,11525,10657,18476,22507,25811,38987,61920
33,907,907.000,732,1161,11648,11063,18532,23419,28675,46282,54185
34,936,936.000,740,1127,10998,10670,17571,21993,26811,69416,83026
35,982,982.000,736,1173,11285,10147,17142,21954,24729,35596,60779
36,962,962.000,734,1143,11352,10361,18053,22418,25277,36717,59014
37,962,962.000,703,1109,11191,10395,17989,22054,25163,43619,61122
38,948,948.000,700,1095,11107,10509,18287,23250,26697,37695,49507
39,927,927.000,718,1118,11949,10818,18424,22931,26394,38954,59191
40,874,874.000,768,1128,11701,11401,18616,22632,27563,75849,98946
41,940,940.000,720,1128,11729,10611,18148,22424,25594,37064,67653
42,944,944.000,765,1114,11788,10602,18323,21860,24835,36169,60676
43,945,945.000,735,1103,11509,10533,18222,22363,26290,37424,62923
44,997,997.000,757,1099,11048,10005,17720,22222,24876,33481,48225
45,945,945.000,726,1113,11182,10559,18701,22813,25562,36471,50804
46,984,984.000,711,1093,11056,10180,18279,22053,24470,35905,55006
47,905,905.000,732,1115,11369,11046,18322,22449,28917,68743,84849
48,965,965.000,717,1097,11587,10294,18083,21868,24358,39786,55068
49,968,968.000,734,1128,11966,10339,17694,21197,25539,35030,42995
50,974,974.000,730,1102,11413,10276,17596,22129,25289,35494,49071
51,1003,1003.000,737,1115,10670,9939,17494,22063,24342,37719,51520
52,938,938.000,759,1114,12087,10731,18009,22088,25906,42543,53917
53,857,857.000,738,1146,12748,11487,18120,22659,26646,72285,102210
54,949,949.000,749,1126,11570,10573,18476,22455,26548,36272,47058
55,697,697.000,723,1145,11601,22258,18445,22698,26620,907235,1039606
56,399,399.000,740,1185,11658,11265,18978,23908,29808,44395,68039
57,955,955.000,711,1127,11652,10458,18295,21742,24723,37322,54887
58,910,910.000,770,1146,12306,10967,18229,22463,26046,40719,70405
59,916,916.000,720,1102,12310,10865,18361,22595,25880,37334,53455
60,907,907.000,739,1144,12685,11050,18165,22704,25282,36250,58510
61,840,840.000,776,1165,12867,11809,18255,22603,27012,70505,87551
62,990,990.000,748,1104,11336,10152,17888,21446,24712,35012,61544
63,987,987.000,729,1118,11719,10078,17831,21369,23400,31412,49130
64,829,829.000,710,1120,11677,16268,18012,22230,27877,52399,1032919
65,440,440.000,711,1166,12500,14765,19870,26195,31126,52840,493918
66,975,975.000,742,1115,11311,10240,18012,21914,24282,35124,56329
67,958,958.000,740,1128,11658,10413,18154,22295,26712,35006,49992
