Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,664.800,15.041,0.566,1.347,12.139,20.372,29.299,38.404,68.964,1118.948,0.066
5,890.800,11.196,0.752,1.163,11.380,18.457,23.919,29.691,50.726,83.765,0.089
10,929.800,10.744,0.534,1.117,11.513,18.176,22.627,26.764,42.672,86.071,0.093
15,649.200,15.367,0.717,1.129,11.728,18.031,22.900,27.932,47.941,1041.086,0.065
20,801.200,12.480,0.663,1.136,11.708,18.357,22.730,27.949,44.919,1030.750,0.080
25,947.800,10.526,0.690,1.145,11.318,18.129,22.339,25.440,38.206,101.991,0.095
30,945.200,10.568,0.697,1.147,11.140,17.930,22.487,26.690,40.571,83.026,0.095
35,956.200,10.443,0.700,1.124,11.368,17.993,22.472,25.511,38.897,61.122,0.096
40,940.000,10.612,0.720,1.115,11.517,18.195,22.261,25.776,39.347,98.946,0.094
45,953.400,10.475,0.711,1.108,11.452,18.207,22.187,25.530,38.298,84.849,0.095
50,944.200,10.575,0.730,1.119,11.570,17.846,22.170,25.641,38.292,102.210,0.095
55,775.400,12.879,0.711,1.134,11.946,18.371,22.509,26.387,40.838,1039.606,0.078
60,910.600,11.735,0.710,1.128,12.112,18.079,22.029,25.155,36.679,1032.919,0.085
65,841.800,11.033,0.711,1.119,11.391,18.208,22.516,26.814,42.958,493.918,0.091
70,946.400,10.551,0.618,1.125,11.471,17.999,22.120,25.851,40.212,94.000,0.095
75,960.600,10.401,0.711,1.129,11.276,17.973,22.015,25.226,37.152,66.388,0.096
80,949.200,10.515,0.709,1.120,11.593,17.936,21.838,24.804,38.487,86.249,0.095
85,948.000,10.530,0.711,1.118,11.577,18.057,22.230,25.284,36.811,98.543,0.095
90,961.800,10.387,0.719,1.108,11.351,17.820,22.002,24.776,38.286,91.765,0.096
95,798.600,12.511,0.699,1.103,11.528,18.152,22.220,25.222,38.403,1060.437,0.080
100,919.800,10.845,0.697,1.126,11.701,18.238,22.648,26.165,42.504,92.175,0.092
105,781.400,12.807,0.721,1.120,11.866,18.160,22.679,26.005,46.681,1046.363,0.078
110,828.600,12.050,0.704,1.134,11.645,18.166,22.401,25.763,40.539,1031.635,0.083
115,924.600,10.746,0.720,1.112,11.707,18.305,22.514,26.038,39.284,105.503,0.093
