Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,342,342.000,1301,9544,19621,29505,41719,68344,81910,109203,136919,342,0,109203,19621,29505,41719,68344,81910
1,440,440.000,1267,7418,13998,22807,33791,53830,67438,91460,105622,439,1,91460,13998,22807,33791,53830,67438
2,547,547.000,1204,5566,10910,17684,22123,43515,53256,85506,125174,546,1,85506,10910,17684,22123,43515,53256
3,559,559.000,1225,5135,11278,17896,22931,42973,59261,83161,110611,558,1,83161,11278,17896,22931,42973,59261
4,670,670.000,467,4464,8007,15087,18505,37938,48941,91063,97603,670,0,91063,8007,15087,18505,37938,48941
5,819,819.000,1056,4098,7695,12169,16450,25262,34656,56788,112566,818,1,56788,7695,12169,16450,25262,34656
6,980,980.000,774,3836,6323,9998,13828,20555,29702,42390,59605,980,0,42390,6323,9998,13828,20555,29702
7,1047,1047.000,920,3728,6464,9574,13738,19136,25073,36732,51222,1046,1,36732,6464,9574,13738,19136,25073
8,1011,1011.000,603,3569,5651,9846,13591,19960,29700,52026,84416,1010,1,52026,5651,9846,13591,19960,29700
9,877,877.000,670,3462,5722,15620,12226,18420,23230,610686,629298,876,1,610686,5722,15620,12226,18420,23230
10,705,705.000,796,3586,5795,8863,13052,17756,20853,34015,53285,704,1,34015,5795,8863,13052,17756,20853
11,1129,1129.000,691,3574,5601,8812,12880,17817,21882,35859,52781,1128,1,35859,5601,8812,12880,17817,21882
12,437,437.000,1012,6846,18097,23201,34680,53001,58603,70976,85458,436,1,70976,18097,23201,34680,53001,58603
13,447,447.000,1033,8545,19924,22304,32851,44401,49743,60403,65990,446,1,60403,19924,22304,32851,44401,49743
14,550,550.000,713,5717,13627,18060,24828,39383,52906,82531,89567,550,0,82531,13627,18060,24828,39383,52906
15,782,782.000,845,4176,8835,12774,17443,27231,35569,76977,79686,781,1,76977,8835,12774,17443,27231,35569
16,788,788.000,1027,4088,7931,12648,17091,28624,38775,59272,67284,787,1,59272,7931,12648,17091,28624,38775
17,865,865.000,690,3764,6703,11477,15624,28037,35828,57262,83248,865,0,57262,6703,11477,15624,28037,35828
18,953,953.000,637,3561,6241,10475,13644,21488,30672,63708,84777,952,1,63708,6241,10475,13644,21488,30672
