Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,291,291.000,2533,18004,26936,34906,49769,69007,77980,102289,179068,291,0,102289,26936,34906,49769,69007,77980
1,379,379.000,1709,13533,20797,26209,34953,54079,65588,79490,91064,378,1,79490,20797,26209,34953,54079,65588
2,462,462.000,1490,12585,18085,21503,26665,40479,49796,69332,76240,462,0,69332,18085,21503,26665,40479,49796
3,573,573.000,1557,10191,15105,17433,20880,33723,40312,59656,72240,573,0,59656,15105,17433,20880,33723,40312
4,630,630.000,927,10151,14582,15839,19510,27258,33519,47827,62963,630,0,47827,14582,15839,19510,27258,33519
5,652,652.000,1331,10068,15382,15259,19407,23855,30140,42606,48801,652,0,42606,15382,15259,19407,23855,30140
6,628,628.000,1528,10329,14557,15972,19962,26132,33118,54446,76134,627,1,54446,14557,15972,19962,26132,33118
7,618,618.000,1401,10162,14671,17244,19315,25947,33287,53349,1031517,618,0,53349,14671,17244,19315,25947,33287
8,380,380.000,1540,13068,20616,24367,31545,43517,56785,79035,123851,380,0,79035,20616,24367,31545,43517,56785
9,463,463.000,1534,10302,16085,23652,25126,50969,56955,81297,1049670,463,0,81297,16085,23652,25126,50969,56955
10,205,205.000,1318,29135,47343,44527,57604,67562,88524,102685,115739,205,0,102685,47343,44527,57604,67562,88524
11,271,271.000,1512,25173,34123,37087,42067,53957,59341,171199,172593,271,0,171199,34123,37087,42067,53957,59341
12,436,436.000,1318,13362,22635,23455,31481,39942,45468,69593,70844,436,0,69593,22635,23455,31481,39942,45468
13,539,539.000,1257,10569,16352,17793,24032,30730,35963,56001,68974,539,0,56001,16352,17793,24032,30730,35963
14,542,542.000,1112,10694,15527,18444,23519,35776,41219,56106,62984,542,0,56106,15527,18444,23519,35776,41219
15,599,599.000,778,10108,15636,17067,21398,31282,37810,51532,60399,599,0,51532,15636,17067,21398,31282,37810
16,639,639.000,1334,9833,14027,15224,18901,23908,30019,55540,74403,638,1,55540,14027,15224,18901,23908,30019
17,667,667.000,1354,10011,14897,15012,19402,23221,26206,39063,64556,667,0,39063,14897,15012,19402,23221,26206
18,668,668.000,1280,9991,14238,15135,18787,25382,31707,41739,52098,667,1,41739,14238,15135,18787,25382,31707
19,657,657.000,1263,10084,14856,14998,19040,23293,27052,38155,60944,657,0,38155,14856,14998,19040,23293,27052
20,531,531.000,1237,9934,14708,18901,20376,42430,64957,72807,82444,531,0,72807,14708,18901,20376,42430,64957
21,261,261.000,1616,26675,39817,37849,51426,59566,62569,76847,80473,261,0,76847,39817,37849,51426,59566,62569
22,259,259.000,929,27902,37242,39611,49852,80906,84936,93257,101047,259,0,93257,37242,39611,49852,80906,84936
23,356,356.000,1336,15567,27211,27541,35510,45108,61927,75454,109786,356,0,75454,27211,27541,35510,45108,61927
24,496,496.000,1269,11848,18602,20123,25250,35479,43911,67448,76561,496,0,67448,18602,20123,25250,35479,43911
25,578,578.000,1269,10189,15923,17232,21206,32201,38317,53839,59378,577,1,53839,15923,17232,21206,32201,38317
26,583,583.000,1160,9678,15218,17117,21426,31071,36817,71726,98189,582,1,71726,15218,17117,21426,31071,36817
27,592,592.000,619,10146,14826,17787,19801,28829,35332,53567,970163,592,0,53567,14826,17787,19801,28829,35332
28,513,513.000,1244,11570,17150,18501,22350,31289,41210,61875,101313,512,1,61875,17150,18501,22350,31289,41210
29,677,677.000,1027,9858,14367,14819,18442,24418,28111,41037,49737,677,0,41037,14367,14819,18442,24418,28111
30,673,673.000,1300,9904,14274,14763,18840,23612,29846,41380,49332,672,1,41380,14274,14763,18840,23612,29846
31,697,697.000,1288,9849,13965,14334,18144,23444,27435,37927,42101,697,0,37927,13965,14334,18144,23444,27435
32,283,283.000,1219,14016,37212,35515,52152,65602,77702,93678,93953,282,1,93678,37212,35515,52152,65602,77702
33,244,244.000,1489,33733,42080,40922,51586,57391,66405,79372,107044,243,1,79372,42080,40922,51586,57391,66405
34,365,365.000,1476,11986,21634,27322,40573,57695,62919,75783,92586,365,0,75783,21634,27322,40573,57695,62919
35,401,401.000,1338,12198,20616,24973,33939,48149,55935,85977,100577,400,1,85977,20616,24973,33939,48149,55935
36,477,477.000,1414,11655,17901,20902,26324,42876,50795,62043,73647,477,0,62043,17901,20902,26324,42876,50795
37,507,507.000,1285,10981,16111,19585,24610,38566,49194,69460,91765,506,1,69460,16111,19585,24610,38566,49194
38,569,569.000,730,9081,14909,18119,21553,33928,51555,80899,100472,568,1,80899,14909,18119,21553,33928,51555
39,584,584.000,1226,8975,14294,16553,20017,32486,43530,59320,66491,584,0,59320,14294,16553,20017,32486,43530
40,646,646.000,1361,9717,14683,15457,19283,25088,29928,43058,72848,646,0,43058,14683,15457,19283,25088,29928
41,695,695.000,1175,9493,14197,14465,18785,23149,26984,37280,55855,695,0,37280,14197,14465,18785,23149,26984
42,626,626.000,1278,9493,14737,15889,19219,25869,37640,55942,82210,626,0,55942,14737,15889,19219,25869,37640
43,671,671.000,973,9963,14359,14850,18574,22623,29213,46102,56942,671,0,46102,14359,14850,18574,22623,29213
44,314,314.000,1747,15653,32813,32033,45726,57234,62601,70207,99804,313,1,70207,32813,32033,45726,57234,62601
45,279,279.000,1085,27621,35612,35841,44255,51463,57412,102403,106957,279,0,102403,35612,35841,44255,51463,57412
46,245,245.000,1443,22138,34201,40637,61469,70220,72949,104053,110817,245,0,104053,34201,40637,61469,70220,72949
47,364,364.000,1324,14262,22781,27483,39417,54965,60578,82762,90315,364,0,82762,22781,27483,39417,54965,60578
48,457,457.000,1298,12222,19549,21967,28762,44946,50928,71952,72417,457,0,71952,19549,21967,28762,44946,50928
49,507,507.000,1333,11189,16828,19666,24441,36277,44819,72822,80142,506,1,72822,16828,19666,24441,36277,44819
50,588,588.000,1036,9635,14870,16861,21663,31798,38661,55424,65257,587,1,55424,14870,16861,21663,31798,38661
51,602,602.000,1311,10523,14914,16771,20693,31598,37569,51835,59271,601,1,51835,14914,16771,20693,31598,37569
52,666,666.000,1287,10185,14200,14931,18881,23700,28579,44560,73828,666,0,44560,14200,14931,18881,23700,28579
53,679,679.000,837,9521,13997,15833,18500,23398,28278,45111,958763,679,0,45111,13997,15833,18500,23398,28278
