Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,22.200,7.932,3.442,5.578,6.927,8.791,10.980,12.793,16.826,64.248,0.126
5,29.200,8.737,3.123,5.359,6.948,8.601,11.503,18.610,51.801,58.164,0.114
10,20.400,6.986,1.318,5.066,6.518,8.266,10.694,12.103,14.044,14.252,0.143
15,31.600,7.298,3.856,5.319,6.669,8.533,10.181,11.331,17.903,27.263,0.137
20,17.800,7.867,4.039,5.596,6.856,9.563,12.731,13.846,19.030,19.030,0.127
25,25.800,7.982,3.457,5.243,6.753,8.583,12.588,17.278,28.887,30.970,0.125
30,23.200,7.521,3.723,5.416,6.830,8.946,10.853,14.722,15.366,15.429,0.133
35,28.200,7.169,3.749,5.634,6.850,8.137,10.375,11.442,13.033,14.213,0.139
40,33.400,7.575,4.128,5.806,6.952,8.984,11.688,12.410,16.258,16.490,0.132
45,18.400,8.069,3.274,6.186,7.259,9.529,11.816,13.928,21.835,21.835,0.124
50,32.400,8.420,2.923,5.692,6.723,8.530,13.053,20.129,29.683,43.485,0.119
55,19.200,7.637,4.311,6.135,7.340,8.903,10.641,11.886,16.066,16.066,0.131
60,24.600,9.181,2.917,6.026,7.299,9.759,14.803,20.382,36.018,36.098,0.109
65,21.800,7.594,3.952,5.905,7.367,8.580,10.108,11.572,14.460,16.078,0.132
70,12.200,9.359,4.819,6.719,8.518,10.461,15.049,16.517,24.176,24.176,0.107
75,22.400,7.670,3.560,5.792,7.233,9.075,11.418,12.029,15.307,16.330,0.130
80,19.800,7.683,3.572,5.701,7.167,8.789,11.636,13.170,17.161,17.161,0.130
85,26.000,7.833,3.912,5.669,7.228,9.371,11.452,12.311,14.787,18.516,0.128
90,23.000,7.861,4.122,5.877,7.206,9.388,11.430,13.319,18.935,19.040,0.127
95,29.600,8.341,3.931,5.768,7.095,9.378,14.398,16.853,23.407,25.373,0.120
100,21.400,7.177,3.655,5.435,6.816,8.547,10.198,10.775,14.310,15.551,0.139
105,32.800,8.433,3.783,5.647,6.839,9.167,14.023,18.548,37.353,37.919,0.119
110,17.600,7.039,3.543,5.450,6.605,8.398,10.336,11.513,13.847,13.847,0.142
115,31.400,6.435,3.022,4.758,5.882,7.557,9.250,11.381,13.692,18.673,0.155
