Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,214.400,33.244,0.901,14.414,16.539,40.218,83.244,111.766,138.264,167.529,0.030
5,260.800,28.600,0.824,14.387,16.026,28.141,69.919,85.019,151.862,211.635,0.035
10,228.000,33.647,0.804,14.719,16.733,48.726,80.286,105.415,146.312,269.247,0.030
15,239.000,31.926,0.740,14.333,16.351,43.464,81.010,99.784,129.973,147.980,0.031
20,240.600,31.620,0.810,14.716,16.445,45.438,73.805,88.636,130.936,225.496,0.032
25,263.600,28.324,0.698,14.691,16.142,29.726,73.387,95.499,115.395,147.694,0.035
30,253.200,29.427,0.690,14.091,16.086,36.990,74.636,89.412,110.850,174.519,0.034
35,208.200,38.333,0.699,14.364,16.110,36.746,74.241,102.360,178.467,1049.174,0.026
40,266.200,28.723,0.661,14.248,15.996,30.401,73.959,92.723,125.024,147.907,0.035
45,276.000,27.856,0.660,14.102,16.053,30.864,67.266,88.430,134.930,149.267,0.036
50,248.000,30.689,0.661,14.640,16.311,45.739,68.129,84.623,115.786,239.860,0.033
55,272.400,27.797,0.677,14.046,15.968,27.752,72.079,86.163,117.487,152.670,0.036
60,221.400,35.946,0.662,14.123,16.054,25.958,73.466,90.326,144.360,1050.499,0.028
65,248.400,29.932,0.713,13.617,15.968,35.763,76.255,94.737,129.184,212.839,0.033
70,268.800,27.717,0.729,13.318,16.072,32.139,68.681,86.597,117.479,138.781,0.036
75,243.600,31.668,0.579,13.467,16.214,40.772,80.513,96.030,157.959,261.709,0.032
80,275.600,27.698,0.711,14.679,16.068,27.738,68.876,90.926,121.669,134.764,0.036
85,262.000,28.115,0.668,14.164,16.091,33.020,66.785,89.312,117.274,131.018,0.036
90,286.400,26.288,0.661,13.842,15.963,24.749,67.357,82.215,114.530,168.966,0.038
95,281.400,26.444,0.678,13.373,15.937,31.811,65.373,81.100,113.248,141.464,0.038
100,278.000,27.239,0.655,13.446,15.948,25.182,66.061,86.046,134.724,202.073,0.037
105,222.200,35.498,0.636,15.057,17.543,48.742,76.268,98.615,192.602,390.229,0.028
110,270.000,28.767,0.642,14.480,16.401,33.575,65.626,90.081,142.735,207.833,0.035
115,284.600,25.642,0.677,13.618,16.202,32.613,63.025,73.730,96.546,113.309,0.039
