Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,246.400,25.538,0.888,5.969,8.470,25.555,49.709,64.442,87.276,1041.706,0.039
5,478.600,12.013,0.693,4.484,5.579,8.493,37.557,47.271,60.209,90.181,0.083
10,481.200,12.201,0.653,4.304,5.291,8.318,36.438,51.419,76.628,105.062,0.082
15,436.000,14.008,0.661,4.057,4.971,6.548,33.560,46.412,63.840,1034.232,0.071
20,434.200,12.890,0.652,4.142,5.129,6.959,34.480,44.698,59.915,857.875,0.078
25,445.600,13.576,0.614,4.272,5.347,17.207,41.216,51.447,70.357,80.097,0.074
30,578.800,9.564,0.645,3.969,4.866,6.138,28.878,39.535,58.162,92.440,0.105
35,484.800,12.697,0.642,4.259,5.224,16.523,37.784,48.042,58.634,101.270,0.079
40,579.000,9.588,0.635,3.916,4.815,5.932,28.190,39.748,62.755,120.346,0.104
45,357.400,16.850,0.712,4.168,5.265,21.620,40.896,47.738,65.623,906.707,0.059
50,578.400,9.669,0.637,3.884,4.822,6.075,29.943,42.052,58.365,81.137,0.103
55,459.200,13.680,0.632,4.187,5.127,17.290,40.231,52.931,71.414,104.322,0.073
60,523.000,10.832,0.590,3.961,4.906,7.276,33.445,44.063,58.446,112.572,0.092
65,491.800,12.230,0.553,4.157,5.072,14.382,37.398,46.515,61.994,82.020,0.082
70,527.000,10.407,0.573,3.882,4.843,6.684,31.531,40.496,58.944,101.327,0.096
75,511.800,11.405,0.582,4.050,5.229,9.617,34.711,45.122,58.620,78.172,0.088
80,530.200,11.136,0.616,4.081,4.989,7.212,34.808,43.517,59.552,79.108,0.090
85,516.000,11.385,0.609,4.080,4.982,8.843,35.747,45.119,61.790,80.414,0.088
90,508.000,11.779,0.618,4.091,5.074,11.338,35.779,43.998,57.099,78.653,0.085
95,543.200,10.406,0.629,4.133,4.975,7.082,31.376,40.355,51.443,76.928,0.096
100,557.600,10.660,0.607,4.073,4.944,6.841,31.447,43.475,68.136,83.320,0.094
105,532.200,11.103,0.625,4.110,4.959,6.606,35.780,46.833,61.143,95.149,0.090
110,407.600,15.394,0.675,4.543,5.698,22.181,47.102,54.656,73.059,88.503,0.065
115,597.800,9.350,0.646,3.962,4.872,6.061,24.821,37.221,67.863,138.437,0.107
