Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,22.800,5.355,2.987,4.390,5.014,5.965,7.068,8.120,12.816,13.373,0.187
5,43.200,4.419,0.828,3.733,4.323,5.016,5.695,6.114,9.346,10.026,0.226
10,46.600,4.492,0.815,3.797,4.360,4.994,5.780,6.481,8.159,11.205,0.223
15,45.200,4.291,0.784,3.512,4.142,4.961,5.779,6.132,7.235,8.840,0.233
20,40.400,4.326,1.643,3.592,4.168,4.879,5.673,6.352,7.393,8.312,0.231
25,39.400,4.673,1.160,3.827,4.610,5.387,6.057,6.583,9.232,9.544,0.214
30,52.800,4.373,0.713,3.691,4.268,5.043,5.570,6.149,6.924,8.694,0.229
35,43.200,4.495,2.645,3.835,4.388,5.109,5.758,6.187,7.675,7.884,0.222
40,57.000,4.522,0.992,3.626,4.201,4.928,5.601,5.887,7.384,39.466,0.221
45,31.200,4.449,0.684,3.710,4.368,5.116,6.069,6.285,7.184,7.627,0.225
50,57.800,4.394,1.232,3.720,4.262,5.004,5.559,6.094,6.963,7.535,0.228
55,41.400,4.604,0.740,3.680,4.303,5.107,6.026,6.558,7.574,40.228,0.217
60,49.400,4.548,0.859,3.684,4.397,5.170,6.070,6.570,8.063,8.548,0.220
65,43.200,4.289,0.623,3.565,4.128,4.857,5.623,6.253,7.357,7.764,0.233
70,54.400,4.364,2.605,3.616,4.134,5.006,5.652,6.241,6.702,6.757,0.229
75,46.200,4.226,1.973,3.471,4.109,4.877,5.537,5.922,6.656,8.934,0.237
80,43.200,4.589,0.684,3.824,4.526,5.271,6.032,6.553,7.637,10.117,0.218
85,47.200,4.540,0.783,3.786,4.353,5.112,5.853,6.175,7.173,14.812,0.220
90,47.600,4.402,2.647,3.729,4.252,4.965,5.574,6.017,7.313,7.705,0.227
95,49.400,4.310,0.883,3.634,4.210,4.874,5.619,6.018,6.896,8.786,0.232
100,49.400,4.418,1.544,3.715,4.350,4.983,5.724,6.313,7.542,8.016,0.226
105,48.200,4.477,1.025,3.757,4.305,4.978,5.925,6.686,8.442,11.672,0.223
110,35.600,4.589,2.698,3.947,4.465,5.041,6.010,6.551,8.199,9.885,0.218
115,54.000,4.351,0.964,3.718,4.259,4.828,5.600,6.018,7.833,9.336,0.230
