Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,261.000,11.180,1.296,4.919,7.655,13.574,19.754,24.031,47.270,1013.854,0.089
5,496.200,6.372,1.091,3.333,4.401,7.504,13.632,16.042,22.927,81.571,0.157
10,510.200,6.174,0.949,3.092,4.160,7.801,13.693,15.824,20.870,79.623,0.162
15,457.200,6.466,0.995,2.966,3.819,5.858,12.609,14.959,22.039,1019.176,0.155
20,462.600,7.818,1.181,3.023,3.962,6.572,12.919,15.656,22.700,1010.734,0.128
25,461.200,6.528,1.100,3.138,4.130,9.357,14.560,16.460,20.984,35.226,0.153
30,621.600,5.413,1.043,2.815,3.660,5.799,12.342,14.931,18.896,72.448,0.185
35,472.200,6.272,1.081,3.020,3.924,8.347,13.729,16.236,21.835,88.575,0.159
40,606.200,5.456,1.056,2.808,3.607,5.680,12.385,14.948,19.645,73.179,0.183
45,379.000,8.661,1.220,3.033,4.129,9.868,14.562,16.637,22.658,1006.150,0.115
50,610.800,5.402,1.011,2.853,3.676,5.711,12.217,14.801,18.473,78.228,0.185
55,467.000,6.290,1.190,2.927,3.877,8.383,13.898,16.059,23.305,76.168,0.159
60,558.600,5.636,1.147,2.847,3.710,6.316,12.708,14.943,19.126,88.409,0.177
65,521.600,5.898,1.172,2.858,3.780,7.845,13.389,15.567,20.207,31.514,0.170
70,583.000,5.917,1.046,2.852,3.762,6.843,13.266,15.649,21.595,81.819,0.169
75,543.800,5.927,1.079,3.034,4.037,7.607,13.050,15.339,18.587,75.964,0.169
80,546.000,5.727,0.984,2.848,3.790,6.762,13.392,15.417,19.587,35.126,0.175
85,552.200,5.901,1.002,2.915,3.834,7.640,13.212,15.371,19.496,74.121,0.169
90,521.800,6.092,1.031,3.001,3.979,8.612,13.453,15.579,18.827,29.400,0.164
95,589.000,5.746,1.071,2.954,3.852,6.925,13.042,15.255,18.491,33.074,0.174
100,568.400,5.507,1.009,2.868,3.701,5.998,12.607,15.058,18.981,70.801,0.182
105,575.400,5.588,1.145,2.920,3.786,6.416,12.557,15.138,18.706,78.259,0.179
110,426.800,6.770,1.051,2.928,4.044,9.609,14.814,16.901,24.168,88.111,0.148
115,637.200,5.296,1.235,2.835,3.648,5.725,12.047,14.277,18.982,74.676,0.189
