Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,32.000,4.917,2.157,3.776,4.654,5.759,7.054,7.555,11.223,11.852,0.203
5,37.000,4.307,2.278,3.502,4.129,4.927,5.787,6.264,9.602,9.719,0.232
10,48.600,4.312,2.082,3.555,4.233,4.961,5.645,6.217,7.683,8.335,0.232
15,41.200,4.214,1.860,3.348,4.088,4.760,5.594,6.326,8.284,9.158,0.237
20,35.000,4.125,2.020,3.248,3.940,4.763,5.785,6.305,7.097,7.520,0.242
25,38.400,4.295,2.101,3.338,4.101,5.069,5.837,6.468,9.416,10.896,0.233
30,30.800,4.175,1.842,3.227,3.923,4.906,5.958,6.934,8.478,8.885,0.240
35,36.200,4.419,2.111,3.489,4.104,5.024,6.371,7.052,9.454,9.991,0.226
40,31.000,4.277,2.028,3.206,3.867,4.960,6.314,7.532,8.297,8.326,0.234
45,33.200,4.083,2.106,3.243,3.829,4.678,5.746,6.484,9.118,9.205,0.245
50,22.200,4.211,2.302,3.319,3.961,4.971,5.883,6.589,7.218,7.394,0.237
55,34.400,4.262,1.918,3.311,4.168,5.129,5.913,6.495,7.754,9.115,0.235
60,47.000,4.230,1.947,3.435,4.069,4.892,5.753,6.533,7.399,9.927,0.236
65,48.200,4.321,2.177,3.544,4.169,4.928,5.729,6.168,8.101,9.864,0.231
70,46.000,4.767,2.672,4.012,4.665,5.406,5.977,6.440,8.278,10.731,0.210
75,58.600,4.573,2.551,3.886,4.438,5.251,5.722,6.237,7.288,8.266,0.219
80,45.400,4.679,2.148,4.063,4.651,5.315,5.868,6.079,6.591,7.510,0.214
85,42.600,4.632,2.541,3.891,4.625,5.236,5.827,6.482,7.049,9.668,0.216
90,55.600,4.635,2.565,3.934,4.586,5.217,5.927,6.377,7.286,8.443,0.216
95,58.200,4.614,2.088,3.856,4.578,5.369,5.951,6.328,7.502,10.285,0.217
100,55.800,4.532,2.425,3.767,4.427,5.183,5.699,6.306,7.184,10.956,0.221
105,57.600,4.503,2.477,3.710,4.504,5.126,5.833,6.274,7.542,8.395,0.222
110,59.600,4.588,2.569,3.850,4.564,5.200,5.881,6.161,8.092,8.738,0.218
115,64.200,4.289,2.630,3.627,4.196,4.866,5.676,6.077,6.758,7.382,0.233
