Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,435.200,22.929,0.559,1.525,17.778,37.448,55.677,64.460,79.296,200.003,0.044
5,453.400,22.055,0.703,1.354,21.974,36.406,45.950,53.113,65.095,81.853,0.045
10,433.600,23.038,0.722,1.892,26.749,35.750,43.677,45.635,54.645,82.280,0.043
15,325.200,30.549,0.747,9.569,30.869,43.138,56.645,70.115,118.164,160.962,0.033
20,401.200,24.968,0.726,2.283,26.120,34.344,50.323,66.885,85.781,159.597,0.040
25,479.400,20.827,0.635,1.153,15.004,32.364,56.794,66.304,86.654,127.085,0.048
30,303.600,32.971,0.715,15.137,36.518,46.392,56.218,63.516,80.008,97.880,0.030
35,302.400,33.139,0.702,17.391,36.219,45.409,53.622,59.543,86.330,153.118,0.030
40,309.200,32.317,0.709,10.605,35.641,49.515,58.201,60.959,70.367,94.768,0.031
45,264.200,37.950,0.696,17.284,41.524,52.157,68.619,82.025,119.346,143.769,0.026
50,368.200,27.333,0.689,9.427,26.494,35.606,52.470,67.050,108.356,120.553,0.037
55,238.800,41.280,0.727,18.737,43.845,58.984,70.292,80.777,116.872,154.341,0.024
60,281.000,35.655,0.762,19.894,38.349,52.494,58.126,65.645,78.849,114.570,0.028
65,279.600,35.976,0.720,9.955,36.781,50.219,61.277,70.530,122.022,1037.485,0.028
70,303.200,32.812,0.712,11.746,35.363,49.429,60.330,65.489,76.033,774.748,0.030
75,313.400,31.694,0.726,9.947,34.094,44.626,59.402,67.395,93.730,177.251,0.032
80,306.600,32.671,0.718,11.105,32.972,44.878,63.803,78.028,97.217,120.325,0.031
85,422.400,23.675,0.545,1.365,21.723,33.292,52.192,65.435,116.395,1018.929,0.042
90,265.600,37.613,0.721,19.447,43.181,53.981,64.056,71.927,81.816,124.681,0.027
95,291.400,34.329,0.740,16.382,37.485,47.209,56.527,63.242,81.177,135.107,0.029
100,292.200,34.100,0.705,16.591,39.129,48.002,55.929,61.896,85.909,134.448,0.029
105,289.200,34.536,0.719,17.399,36.233,51.319,60.157,63.233,104.307,111.661,0.029
110,288.400,34.613,0.715,14.747,35.100,50.495,64.650,74.828,125.607,137.071,0.029
115,370.200,26.789,0.694,9.397,26.505,35.232,47.968,68.333,107.098,142.556,0.037
