time_bucket,throughput,throughput_sec,tpmC,latency,window,success,failed
0,2020,2020.000,2020.000,31425,31425,2019,1
1,2379,2379.000,2379.000,45241,45241,2378,1
2,1233,1233.000,1233.000,55847,55847,1232,1
3,1191,1191.000,1191.000,53481,53481,1190,1
4,1156,1156.000,1156.000,51391,51391,1155,1
5,1185,1185.000,1185.000,48311,48311,1184,1
6,1123,1123.000,1123.000,48118,48118,1122,1
7,1174,1174.000,1174.000,41463,41463,1173,1
8,1171,1171.000,1171.000,38261,38261,1170,1
9,1214,1214.000,1214.000,38427,38427,1213,1
10,1211,1211.000,1211.000,49441,49441,1210,1
11,1165,1165.000,1165.000,42005,42005,1165,0
12,349,349.000,349.000,69797,69797,348,1
13,275,275.000,275.000,99759,99759,274,1
14,268,268.000,268.000,69716,69716,267,1
15,282,282.000,282.000,78669,78669,281,1
16,281,281.000,281.000,71027,71027,280,1
17,275,275.000,275.000,70611,70611,274,1
18,266,266.000,266.000,85780,85780,265,1
19,356,356.000,356.000,52956,52956,355,1
20,289,289.000,289.000,215118,215118,289,0
21,373,373.000,373.000,47453,47453,373,0
22,177,177.000,177.000,196321,196321,177,0
23,211,211.000,211.000,89639,89639,210,1
24,243,243.000,243.000,71865,71865,242,1
25,427,427.000,427.000,43929,43929,426,1
26,426,426.000,426.000,44183,44183,426,0
27,246,246.000,246.000,103350,103350,246,0
28,188,188.000,188.000,89655,89655,188,0
29,222,222.000,222.000,74043,74043,221,1
30,211,211.000,211.000,74566,74566,211,0
31,206,206.000,206.000,206240,206240,206,0
32,275,275.000,275.000,65962,65962,275,0
33,289,289.000,289.000,61983,61983,289,0
34,285,285.000,285.000,56985,56985,284,1
35,276,276.000,276.000,57562,57562,276,0
36,237,237.000,237.000,79144,79144,237,0
37,274,274.000,274.000,65146,65146,274,0
38,282,282.000,282.000,61581,61581,282,0
39,293,293.000,293.000,70911,70911,293,0
40,290,290.000,290.000,119441,119441,290,0
41,258,258.000,258.000,61786,61786,257,1
42,257,257.000,257.000,65188,65188,257,0
43,210,210.000,210.000,85627,85627,209,1
44,277,277.000,277.000,59833,59833,277,0
45,274,274.000,274.000,67015,67015,273,1
46,259,259.000,259.000,66378,66378,259,0
47,269,269.000,269.000,66052,66052,268,1
48,266,266.000,266.000,65115,65115,266,0
49,279,279.000,279.000,63351,63351,278,1
50,267,267.000,267.000,85602,85602,266,1
51,146,146.000,146.000,203111,203111,145,1
52,212,212.000,212.000,153482,153482,211,1
53,202,202.000,202.000,77198,77198,202,0
54,295,295.000,295.000,77104,77104,295,0
55,415,415.000,415.000,36889,36889,415,0
56,422,422.000,422.000,36250,36250,422,0
57,182,182.000,182.000,114361,114361,181,1
58,192,192.000,192.000,94880,94880,191,1
59,204,204.000,204.000,80468,80468,203,1
60,224,224.000,224.000,116389,116389,224,0
61,253,253.000,253.000,67394,67394,253,0
62,214,214.000,214.000,148982,148982,214,0
63,282,282.000,282.000,78536,78536,281,1
64,267,267.000,267.000,83908,83908,267,0
65,289,289.000,289.000,54631,54631,288,1
66,261,261.000,261.000,71349,71349,260,1
67,307,307.000,307.000,232907,232907,306,1
68,360,360.000,360.000,73535,73535,359,1
69,363,363.000,363.000,66441,66441,362,1
70,398,398.000,398.000,69594,69594,398,0
71,273,273.000,273.000,74769,74769,272,1
72,280,280.000,280.000,61254,61254,280,0
73,299,299.000,299.000,68842,68842,298,1
74,274,274.000,274.000,66431,66431,273,1
75,250,250.000,250.000,77536,77536,250,0
76,297,297.000,297.000,58219,58219,297,0
77,255,255.000,255.000,77233,77233,255,0
78,266,266.000,266.000,76674,76674,265,1
79,238,238.000,238.000,211482,211482,237,1
80,281,281.000,281.000,59554,59554,281,0
81,213,213.000,213.000,255238,255238,213,0
82,264,264.000,264.000,89045,89045,264,0
83,179,179.000,179.000,216539,216539,179,0
84,205,205.000,205.000,160742,160742,205,0
85,192,192.000,192.000,93549,93549,192,0
86,187,187.000,187.000,99922,99922,186,1
87,191,191.000,191.000,89324,89324,191,0
88,211,211.000,211.000,95908,95908,210,1
89,219,219.000,219.000,72903,72903,219,0
90,224,224.000,224.000,77190,77190,224,0
91,242,242.000,242.000,73182,73182,242,0
92,235,235.000,235.000,74564,74564,235,0
93,212,212.000,212.000,131311,131311,212,0
94,262,262.000,262.000,64323,64323,262,0
95,271,271.000,271.000,62973,62973,270,1
96,247,247.000,247.000,61244,61244,246,1
97,270,270.000,270.000,72843,72843,270,0
98,274,274.000,274.000,58054,58054,273,1
99,265,265.000,265.000,61330,61330,265,0
100,243,243.000,243.000,87216,87216,243,0
101,267,267.000,267.000,60725,60725,266,1
102,294,294.000,294.000,62901,62901,294,0
103,282,282.000,282.000,61947,61947,282,0
104,253,253.000,253.000,85932,85932,253,0
105,292,292.000,292.000,63503,63503,292,0
106,278,278.000,278.000,63079,63079,278,0
107,272,272.000,272.000,68595,68595,271,1
108,261,261.000,261.000,75795,75795,261,0
109,269,269.000,269.000,93825,93825,269,0
110,256,256.000,256.000,69864,69864,256,0
111,255,255.000,255.000,102064,102064,254,1
112,205,205.000,205.000,206788,206788,205,0
113,245,245.000,245.000,119620,119620,245,0
114,205,205.000,205.000,78293,78293,205,0
115,302,302.000,302.000,73855,73855,301,1
116,421,421.000,421.000,36519,36519,421,0
117,290,290.000,290.000,160260,160260,290,0
118,165,165.000,165.000,123840,123840,165,0
119,189,189.000,189.000,73272,73272,188,1
