Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,28.200,5.654,0.871,4.446,5.232,6.350,8.262,9.847,11.104,12.388,0.177
5,31.800,7.156,0.744,4.232,4.979,6.209,14.540,25.418,43.541,46.748,0.140
10,41.000,4.813,1.799,4.079,4.660,5.446,6.108,7.025,8.110,9.759,0.208
15,39.600,4.456,0.597,3.876,4.387,5.074,5.818,6.264,8.148,8.283,0.224
20,36.800,4.634,1.553,4.054,4.507,5.191,5.957,6.552,7.568,10.045,0.216
25,27.800,4.432,0.752,3.781,4.372,5.118,5.803,6.281,7.687,9.265,0.226
30,39.400,4.660,0.670,3.943,4.509,5.386,6.149,6.861,8.258,9.243,0.215
35,34.600,4.439,0.557,3.784,4.428,5.178,5.883,6.265,7.158,7.979,0.225
40,39.000,4.851,0.564,4.055,4.512,5.213,6.253,7.227,8.809,35.823,0.206
45,34.400,4.628,0.624,3.910,4.493,5.229,5.916,6.713,8.870,11.515,0.216
50,39.000,4.493,0.683,3.805,4.351,5.242,5.960,6.239,7.159,7.233,0.223
55,36.000,4.859,0.676,3.999,4.557,5.510,6.590,7.652,9.045,9.492,0.206
60,36.800,4.498,0.553,3.847,4.442,5.156,5.877,6.234,7.750,8.027,0.222
65,44.200,5.256,0.727,4.320,4.864,5.951,7.130,7.877,10.436,11.879,0.190
70,31.200,5.013,0.606,4.164,4.811,5.801,7.182,7.952,8.978,10.107,0.199
75,33.600,4.480,1.360,3.919,4.426,5.028,5.588,6.314,7.111,7.588,0.223
80,33.600,5.044,0.587,4.052,4.689,5.756,7.243,8.571,16.620,16.641,0.198
85,34.000,4.633,0.590,4.063,4.655,5.326,6.049,6.314,7.179,7.716,0.216
90,38.400,5.106,0.721,4.276,4.912,5.851,7.018,8.311,9.998,10.010,0.196
95,36.400,4.940,0.573,4.116,4.764,5.587,6.537,7.453,11.871,12.754,0.202
100,41.600,4.814,1.008,4.162,4.656,5.382,6.179,7.149,7.910,8.406,0.208
105,37.800,4.849,0.690,3.996,4.599,5.520,6.503,7.181,8.582,9.923,0.206
110,35.600,5.273,0.658,4.161,4.985,5.864,7.021,9.018,17.251,20.026,0.190
115,44.000,4.865,1.120,4.209,4.743,5.396,6.373,6.850,7.870,8.757,0.206
