Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,28.400,3.637,1.381,2.154,2.790,3.973,5.875,6.980,12.757,35.465,0.275
5,34.800,2.254,1.267,1.603,1.821,2.256,3.306,4.729,11.497,12.260,0.444
10,35.400,1.803,1.168,1.510,1.665,1.958,2.526,2.770,3.381,3.405,0.554
15,37.200,1.628,1.146,1.433,1.579,1.759,2.024,2.223,2.498,2.635,0.614
20,38.600,1.708,1.175,1.432,1.574,1.809,2.277,2.706,3.099,3.680,0.586
25,27.600,1.672,1.109,1.393,1.538,1.743,2.206,2.673,3.509,5.074,0.598
30,39.200,1.729,1.081,1.419,1.564,1.858,2.381,2.786,3.948,4.756,0.578
35,39.600,1.700,1.138,1.419,1.583,1.820,2.236,2.585,4.385,4.462,0.588
40,36.400,1.730,1.127,1.424,1.568,1.835,2.221,2.898,4.209,4.600,0.578
45,38.200,1.696,1.169,1.407,1.558,1.777,2.160,2.756,3.810,7.338,0.590
50,34.800,1.712,0.849,1.418,1.584,1.830,2.213,2.636,3.798,4.107,0.584
55,42.000,1.805,1.109,1.410,1.567,1.908,2.773,3.226,3.978,5.115,0.554
60,37.200,1.624,0.990,1.376,1.534,1.744,2.129,2.484,2.849,2.938,0.616
65,41.000,1.765,1.029,1.396,1.613,1.944,2.467,2.907,3.459,4.140,0.567
70,30.000,1.710,1.188,1.401,1.536,1.841,2.312,2.901,3.666,4.215,0.585
75,39.600,1.619,1.058,1.382,1.493,1.671,2.022,2.320,3.936,5.616,0.618
80,25.000,1.711,1.118,1.432,1.575,1.833,2.318,2.566,3.915,4.131,0.585
85,39.200,1.624,1.135,1.394,1.555,1.718,2.008,2.406,3.306,3.859,0.616
90,40.000,1.789,1.065,1.458,1.648,1.898,2.393,2.990,4.039,4.555,0.559
95,36.000,1.880,1.126,1.415,1.581,1.819,2.137,2.626,3.664,38.843,0.532
100,39.000,1.684,1.103,1.432,1.590,1.787,2.145,2.461,3.818,3.891,0.594
105,39.000,1.684,1.155,1.426,1.579,1.842,2.188,2.514,3.004,3.053,0.594
110,32.800,1.845,1.152,1.494,1.632,1.940,2.537,2.907,5.298,5.903,0.542
115,37.600,1.692,1.159,1.428,1.585,1.802,2.059,2.596,3.333,4.604,0.591
