time_bucket,throughput,throughput_sec,tpmC,latency,window,success,failed
0,577,577.000,577.000,82613,82613,576,1
1,803,803.000,803.000,49139,49139,802,1
2,887,887.000,887.000,37519,37519,887,0
3,978,978.000,978.000,35714,35714,977,1
4,602,602.000,602.000,48098,48098,602,0
5,723,723.000,723.000,39974,39974,722,1
6,815,815.000,815.000,40646,40646,814,1
7,662,662.000,662.000,46748,46748,661,1
8,861,861.000,861.000,55375,55375,860,1
9,947,947.000,947.000,34200,34200,946,1
10,1007,1007.000,1007.000,34465,34465,1007,0
11,971,971.000,971.000,37348,37348,971,0
12,1007,1007.000,1007.000,37755,37755,1006,1
13,942,942.000,942.000,35067,35067,941,1
14,1037,1037.000,1037.000,35672,35672,1037,0
15,710,710.000,710.000,44484,44484,709,1
16,857,857.000,857.000,36680,36680,857,0
17,847,847.000,847.000,36276,36276,846,1
18,878,878.000,878.000,36043,36043,877,1
19,989,989.000,989.000,34352,34352,988,1
20,1008,1008.000,1008.000,34601,34601,1008,0
21,1023,1023.000,1023.000,33503,33503,1022,1
22,1018,1018.000,1018.000,32568,32568,1017,1
23,988,988.000,988.000,37851,37851,987,1
24,1035,1035.000,1035.000,35153,35153,1034,1
25,860,860.000,860.000,41005,41005,860,0
26,792,792.000,792.000,37337,37337,791,1
27,798,798.000,798.000,43246,43246,798,0
28,762,762.000,762.000,37902,37902,761,1
29,923,923.000,923.000,34616,34616,923,0
30,974,974.000,974.000,37504,37504,974,0
31,994,994.000,994.000,33952,33952,994,0
32,994,994.000,994.000,35771,35771,993,1
33,1009,1009.000,1009.000,34866,34866,1008,1
34,925,925.000,925.000,37317,37317,925,0
35,1034,1034.000,1034.000,35323,35323,1033,1
36,908,908.000,908.000,37501,37501,908,0
37,820,820.000,820.000,38824,38824,819,1
38,831,831.000,831.000,36227,36227,830,1
39,905,905.000,905.000,34030,34030,904,1
40,914,914.000,914.000,38615,38615,913,1
41,935,935.000,935.000,34834,34834,934,1
42,953,953.000,953.000,34659,34659,952,1
43,995,995.000,995.000,36739,36739,994,1
44,1029,1029.000,1029.000,34140,34140,1028,1
45,945,945.000,945.000,36770,36770,944,1
46,1008,1008.000,1008.000,36794,36794,1008,0
47,950,950.000,950.000,34852,34852,949,1
48,879,879.000,879.000,35184,35184,879,0
49,856,856.000,856.000,36820,36820,856,0
50,807,807.000,807.000,36269,36269,806,1
51,901,901.000,901.000,38085,38085,900,1
52,962,962.000,962.000,33418,33418,962,0
53,973,973.000,973.000,43326,43326,972,1
54,1004,1004.000,1004.000,36234,36234,1003,1
55,968,968.000,968.000,35196,35196,967,1
56,978,978.000,978.000,38989,38989,978,0
57,1042,1042.000,1042.000,34501,34501,1041,1
58,913,913.000,913.000,40124,40124,912,1
59,817,817.000,817.000,35918,35918,816,1
60,762,762.000,762.000,38592,38592,762,0
61,885,885.000,885.000,35944,35944,885,0
62,981,981.000,981.000,33667,33667,980,1
63,986,986.000,986.000,32324,32324,985,1
64,1026,1026.000,1026.000,33143,33143,1026,0
65,1037,1037.000,1037.000,33173,33173,1036,1
66,1010,1010.000,1010.000,35650,35650,1010,0
67,990,990.000,990.000,38366,38366,989,1
68,1029,1029.000,1029.000,34020,34020,1029,0
69,1166,1166.000,1166.000,41490,41490,1166,0
70,932,932.000,932.000,53544,53544,931,1
71,737,737.000,737.000,47278,47278,737,0
72,763,763.000,763.000,42423,42423,762,1
73,820,820.000,820.000,38414,38414,819,1
74,849,849.000,849.000,49662,49662,849,0
75,922,922.000,922.000,34450,34450,921,1
76,972,972.000,972.000,35126,35126,971,1
77,985,985.000,985.000,34995,34995,985,0
78,727,727.000,727.000,38454,38454,726,1
79,806,806.000,806.000,36932,36932,805,1
80,801,801.000,801.000,38453,38453,801,0
81,784,784.000,784.000,38238,38238,783,1
82,750,750.000,750.000,40084,40084,750,0
83,651,651.000,651.000,85837,85837,650,1
84,733,733.000,733.000,96840,96840,732,1
85,791,791.000,791.000,39408,39408,790,1
86,794,794.000,794.000,37965,37965,793,1
87,898,898.000,898.000,35263,35263,897,1
88,937,937.000,937.000,34610,34610,936,1
89,939,939.000,939.000,34486,34486,938,1
90,964,964.000,964.000,32883,32883,964,0
91,1010,1010.000,1010.000,34832,34832,1010,0
92,1024,1024.000,1024.000,37002,37002,1023,1
93,999,999.000,999.000,33137,33137,999,0
94,1013,1013.000,1013.000,31242,31242,1012,1
95,816,816.000,816.000,36200,36200,815,1
96,667,667.000,667.000,45408,45408,667,0
97,793,793.000,793.000,37058,37058,792,1
98,905,905.000,905.000,32979,32979,905,0
99,872,872.000,872.000,35679,35679,871,1
100,952,952.000,952.000,36496,36496,951,1
101,975,975.000,975.000,31539,31539,974,1
102,986,986.000,986.000,33530,33530,986,0
103,1014,1014.000,1014.000,33420,33420,1013,1
104,1042,1042.000,1042.000,31808,31808,1041,1
105,998,998.000,998.000,32904,32904,998,0
106,1051,1051.000,1051.000,34013,34013,1051,0
107,714,714.000,714.000,40263,40263,714,0
108,831,831.000,831.000,35527,35527,830,1
109,893,893.000,893.000,37136,37136,893,0
110,872,872.000,872.000,36291,36291,871,1
111,734,734.000,734.000,38519,38519,734,0
112,847,847.000,847.000,34083,34083,847,0
113,827,827.000,827.000,35651,35651,826,1
114,1026,1026.000,1026.000,34600,34600,1026,0
115,1044,1044.000,1044.000,30637,30637,1043,1
116,1015,1015.000,1015.000,34012,34012,1015,0
117,1016,1016.000,1016.000,32499,32499,1016,0
118,860,860.000,860.000,35677,35677,860,0
119,755,755.000,755.000,37554,37554,754,1
