Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,183.400,37.166,1.779,12.468,16.753,57.558,87.871,112.286,168.310,235.281,0.027
5,155.800,45.101,1.184,14.851,40.686,69.483,88.500,100.479,163.584,173.703,0.022
10,236.800,29.022,1.337,11.259,15.973,44.830,74.768,85.839,109.903,136.711,0.034
15,191.600,35.909,1.280,12.285,19.827,57.351,76.991,87.193,165.391,209.418,0.028
20,225.800,29.853,0.681,11.004,16.068,43.816,67.359,88.136,106.786,370.971,0.033
25,212.800,33.418,0.788,12.139,16.710,56.450,73.553,84.410,107.478,123.648,0.030
30,167.000,42.443,1.221,13.982,31.651,62.678,89.730,100.923,174.199,207.973,0.024
35,238.800,28.251,0.750,9.937,15.968,41.705,68.656,85.136,114.331,150.978,0.035
40,259.200,25.519,0.547,8.530,15.395,27.344,67.963,80.530,108.045,191.215,0.039
45,217.200,32.385,0.638,10.884,16.699,51.210,72.692,89.263,125.044,251.562,0.031
50,234.800,29.060,0.680,8.735,15.549,41.708,75.854,95.449,131.091,153.701,0.034
55,192.400,37.646,1.509,12.925,25.744,59.304,76.895,86.938,176.598,214.452,0.027
60,225.400,31.355,0.638,12.293,16.561,51.724,74.816,84.691,103.122,123.616,0.032
65,198.600,33.140,0.771,11.276,15.830,38.010,70.110,80.624,130.344,1035.189,0.030
70,244.400,27.491,0.595,10.548,15.993,42.567,64.410,79.737,103.465,126.263,0.036
75,200.800,34.958,0.662,12.943,16.859,56.874,78.611,87.059,126.682,167.280,0.029
80,202.600,35.326,1.204,12.370,16.890,55.032,77.827,95.502,119.395,257.373,0.028
85,203.200,34.977,0.664,12.208,16.833,56.313,80.692,90.672,112.628,151.166,0.029
90,199.800,34.380,2.558,12.125,17.737,56.692,77.677,88.688,110.672,140.031,0.029
95,252.800,27.287,0.617,8.637,15.407,43.287,67.146,80.428,102.783,225.108,0.037
100,133.400,55.408,1.381,13.284,26.795,67.770,92.638,105.640,1046.964,1098.578,0.018
105,221.800,29.838,0.680,9.011,16.026,46.124,71.039,82.342,121.708,224.907,0.034
110,175.400,39.351,0.667,13.649,29.244,63.287,82.473,94.247,110.523,146.733,0.025
115,162.000,41.905,1.459,14.377,38.830,63.728,81.439,93.247,176.699,210.475,0.024
