Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,368.000,12.727,0.652,1.457,10.257,21.030,27.449,31.918,47.925,212.342,0.079
5,442.000,10.512,0.607,1.232,6.766,19.103,24.470,27.782,33.952,48.593,0.095
10,447.600,9.431,0.731,1.197,3.980,17.401,23.061,26.583,32.733,59.846,0.106
15,462.800,10.036,0.621,1.231,7.348,18.181,23.109,25.386,30.528,49.880,0.100
20,480.800,9.886,0.625,1.222,5.876,17.941,23.358,25.700,31.630,55.593,0.101
25,410.600,10.561,0.702,1.211,6.238,18.613,23.879,27.181,33.751,829.516,0.095
30,464.800,9.990,0.661,1.222,6.810,17.762,23.011,26.110,31.838,60.634,0.100
35,475.800,10.074,0.609,1.231,7.089,18.201,23.076,25.611,30.573,57.606,0.099
40,425.800,9.873,0.770,1.191,3.841,18.399,24.429,28.087,33.392,44.452,0.101
45,448.000,10.020,0.708,1.219,6.440,18.114,23.312,26.176,31.057,61.874,0.100
50,467.600,9.986,0.701,1.211,6.714,18.256,22.763,25.469,30.564,58.923,0.100
55,424.600,10.407,0.767,1.201,6.340,19.006,23.996,27.311,33.911,44.941,0.096
60,459.000,9.575,0.712,1.194,4.855,17.643,22.698,25.382,32.381,65.797,0.104
65,507.000,9.329,0.689,1.224,5.606,17.353,21.964,24.293,27.815,37.618,0.107
70,428.200,10.708,0.631,1.198,6.293,18.967,23.875,26.649,32.115,984.814,0.093
75,516.800,7.825,0.578,1.193,3.450,13.511,20.596,23.500,30.721,42.417,0.128
80,499.200,9.095,0.582,1.225,5.218,16.459,22.317,25.004,30.298,35.402,0.110
85,419.000,10.260,0.789,1.196,4.264,18.482,25.095,30.260,35.848,64.395,0.097
90,413.800,10.112,0.777,1.210,4.713,18.291,24.589,28.312,36.598,64.630,0.099
95,425.200,10.123,0.742,1.214,5.674,18.426,24.012,27.010,34.006,64.051,0.099
100,441.600,10.102,0.786,1.207,6.907,18.642,22.876,25.575,30.984,41.097,0.099
105,483.600,9.779,0.621,1.200,4.608,17.119,22.762,25.702,32.520,983.730,0.102
110,446.000,10.036,0.709,1.204,5.939,18.699,23.644,26.678,31.166,42.400,0.100
115,450.800,10.464,0.709,1.213,9.234,18.892,23.335,25.454,30.133,37.990,0.096
