Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,28.800,6.068,1.125,4.620,5.363,6.783,9.127,10.728,15.340,15.571,0.165
5,37.600,4.793,0.816,3.853,4.498,5.133,6.333,7.188,13.925,14.087,0.209
10,42.000,5.089,0.704,3.966,4.467,5.401,6.249,9.464,17.456,18.935,0.196
15,40.200,4.970,0.819,3.965,4.517,5.185,6.409,7.508,9.564,39.008,0.201
20,41.200,4.614,0.710,3.793,4.335,5.032,5.897,7.213,9.867,13.603,0.217
25,39.200,5.088,0.783,3.906,4.418,5.110,6.323,10.221,19.529,25.893,0.197
30,41.200,4.925,0.855,3.923,4.467,5.404,6.994,8.474,11.586,13.265,0.203
35,44.000,4.874,2.487,3.935,4.523,5.434,6.747,7.760,9.347,13.593,0.205
40,32.800,4.416,2.711,3.717,4.206,4.718,5.370,5.780,14.017,14.678,0.226
45,41.800,5.123,0.856,4.028,4.723,5.529,6.853,9.629,13.773,18.220,0.195
50,43.600,4.831,1.895,3.945,4.529,5.367,6.561,7.155,9.070,11.063,0.207
55,35.200,4.890,0.688,3.910,4.324,5.183,6.563,7.787,18.677,20.093,0.205
60,43.000,4.617,0.652,3.850,4.306,5.051,5.644,6.215,13.699,20.484,0.217
65,42.000,4.721,0.700,3.935,4.562,5.332,6.373,7.116,8.481,8.970,0.212
70,34.200,4.697,0.690,3.807,4.441,5.177,6.331,7.345,11.151,11.513,0.213
75,48.400,4.680,0.691,3.981,4.489,5.068,6.024,6.740,11.827,15.471,0.214
80,46.800,5.089,1.932,4.011,4.623,5.691,7.023,8.416,11.527,14.942,0.197
85,38.200,4.453,0.679,3.763,4.273,4.814,5.729,6.804,12.137,15.134,0.225
90,37.400,4.908,0.848,4.076,4.562,5.596,6.578,7.728,11.269,12.563,0.204
95,41.000,4.961,0.603,3.981,4.484,5.272,6.484,8.416,16.113,20.867,0.202
100,41.000,5.032,0.689,4.146,4.608,5.389,6.431,7.873,12.722,13.944,0.199
105,45.400,5.065,0.578,4.083,4.641,5.636,6.905,8.614,12.724,15.845,0.197
110,39.600,4.849,0.612,3.967,4.537,5.219,6.276,7.079,13.078,16.313,0.206
115,37.200,4.908,2.561,3.960,4.544,5.329,6.555,7.678,14.151,15.648,0.204
