Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,770.600,12.909,0.535,2.841,9.068,18.570,27.029,36.549,61.915,204.110,0.077
5,1012.800,9.840,0.571,1.689,7.179,15.087,23.335,27.615,45.597,66.100,0.102
10,978.600,10.202,0.428,1.570,7.889,15.363,23.006,29.015,46.896,77.857,0.098
15,1020.200,9.779,0.527,1.573,7.371,14.591,23.070,27.615,44.174,89.958,0.102
20,1040.600,9.593,0.527,1.560,6.949,14.575,22.426,26.689,44.321,81.955,0.104
25,947.600,10.542,0.540,1.534,7.857,15.839,23.610,28.928,45.899,831.462,0.095
30,1040.800,9.580,0.510,1.618,7.163,14.285,22.312,26.980,44.755,79.951,0.104
35,1076.800,9.278,0.502,1.628,6.749,13.469,22.357,27.037,44.619,68.490,0.108
40,968.800,10.294,0.459,1.624,7.482,15.551,23.797,28.690,44.399,91.663,0.097
45,1025.800,9.905,0.516,1.696,7.492,14.586,22.752,26.837,42.760,960.006,0.101
50,1033.600,9.486,0.401,1.599,6.890,14.385,22.397,26.375,44.596,79.840,0.105
55,1009.000,9.884,0.506,1.582,6.983,14.695,22.871,29.246,47.278,84.463,0.101
60,988.000,10.115,0.529,1.586,7.851,15.434,23.219,27.791,44.339,98.839,0.099
65,1093.400,9.135,0.460,1.491,6.954,13.776,21.720,25.300,42.307,70.337,0.109
70,1048.800,9.647,0.526,1.590,6.852,14.243,22.225,26.662,45.830,975.823,0.104
75,1008.400,9.746,0.494,1.536,7.291,14.383,22.346,27.970,44.887,74.947,0.103
80,1139.200,8.767,0.549,1.527,6.332,12.310,20.584,24.989,45.947,89.863,0.114
85,965.400,10.348,0.552,1.526,7.703,15.706,24.170,29.360,47.222,75.572,0.097
90,875.800,11.391,0.538,1.555,9.248,17.141,25.928,32.647,47.816,82.777,0.088
95,977.600,10.218,0.539,1.581,7.495,15.155,23.445,29.514,46.728,106.010,0.098
100,976.200,10.217,0.531,1.500,8.565,15.111,23.243,27.779,45.514,78.434,0.098
105,1008.200,9.918,0.524,1.607,7.056,14.106,22.511,27.316,45.038,1026.136,0.101
110,1030.200,9.684,0.541,1.567,7.066,14.939,22.672,27.171,43.999,92.287,0.103
115,960.400,10.358,0.537,1.584,8.128,15.637,23.599,28.618,44.896,77.704,0.097
