Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,26.800,34.297,0.834,2.939,38.681,47.438,75.318,100.033,107.475,122.398,0.029
5,42.000,24.252,1.333,1.857,27.783,44.675,49.321,52.285,57.386,66.100,0.041
10,33.600,24.127,1.547,1.747,22.911,45.789,50.795,54.081,74.280,77.857,0.041
15,41.800,22.863,1.462,1.695,21.665,42.275,47.807,50.576,70.859,89.958,0.044
20,41.400,23.510,1.276,1.674,19.326,42.805,49.479,56.669,74.332,81.955,0.043
25,37.600,21.123,1.478,1.666,10.098,43.747,48.237,49.997,54.978,57.598,0.047
30,41.600,21.072,1.265,1.667,3.554,43.563,48.748,53.302,61.671,79.951,0.047
35,46.400,20.837,1.246,1.732,4.685,42.148,47.450,50.640,56.821,68.490,0.048
40,37.800,23.149,1.433,1.719,27.501,43.088,47.966,50.068,58.311,66.047,0.043
45,35.600,22.822,1.208,1.938,24.075,42.030,47.634,49.343,52.727,53.452,0.044
50,43.600,22.213,1.323,1.747,6.402,43.179,50.031,52.698,62.275,79.840,0.045
55,40.600,24.872,1.322,1.681,30.005,44.451,49.429,52.615,69.319,84.463,0.040
60,37.000,21.236,1.458,1.702,17.018,42.013,45.907,49.475,64.860,74.627,0.047
65,34.400,20.045,1.217,1.606,2.496,42.203,48.039,54.816,63.889,70.337,0.050
70,45.800,22.852,1.423,1.675,16.557,43.746,48.239,51.379,60.354,69.419,0.044
75,38.600,21.548,1.459,1.617,9.117,43.691,49.484,53.501,63.451,74.947,0.046
80,52.000,21.767,1.302,1.766,11.238,43.651,50.073,53.221,70.594,89.863,0.046
85,38.800,22.928,1.422,1.644,16.432,44.378,49.414,51.776,64.844,75.572,0.044
90,37.000,24.660,1.460,1.650,22.916,45.523,51.643,57.188,65.285,69.490,0.041
95,40.600,26.288,1.352,1.820,35.619,44.718,48.378,50.363,58.135,106.010,0.038
100,36.400,22.812,1.451,1.690,19.889,44.102,48.720,51.239,64.854,66.449,0.044
105,42.600,24.468,1.400,1.714,31.574,43.692,47.627,50.861,58.984,59.769,0.041
110,42.000,22.588,1.231,1.672,15.251,42.748,47.999,51.458,64.658,92.287,0.044
115,35.600,23.561,1.351,1.665,23.908,44.162,48.775,51.174,69.806,77.704,0.042
