Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,33.000,6.931,2.861,4.354,5.275,6.665,9.996,14.584,57.678,58.516,0.144
5,42.000,4.974,0.694,4.075,4.538,5.398,6.843,8.128,10.567,20.568,0.201
10,41.200,4.858,0.678,3.797,4.382,5.045,6.619,8.575,13.888,29.132,0.206
15,36.400,4.705,0.604,3.828,4.439,5.120,6.042,7.109,12.416,14.930,0.213
20,37.000,4.715,0.730,3.917,4.566,5.362,6.083,6.647,10.114,10.677,0.212
25,40.000,4.887,0.827,3.850,4.331,5.071,6.459,9.166,18.543,18.935,0.205
30,44.000,4.724,1.351,3.952,4.506,5.233,6.014,7.322,10.326,10.717,0.212
35,46.600,4.612,0.597,3.844,4.345,5.055,5.978,6.926,10.394,12.995,0.217
40,43.000,4.878,1.761,4.029,4.583,5.272,6.052,7.704,11.208,17.005,0.205
45,43.000,4.638,0.644,3.818,4.351,5.024,5.846,7.005,13.472,15.871,0.216
50,41.800,5.139,2.470,3.898,4.513,5.542,7.300,9.634,13.743,18.477,0.195
55,40.000,4.652,0.565,3.848,4.403,5.182,6.040,7.014,16.681,17.435,0.215
60,38.800,4.497,2.386,3.766,4.257,4.877,5.618,6.496,11.265,12.363,0.222
65,44.600,4.613,2.260,3.839,4.374,4.960,5.956,6.974,9.272,13.774,0.217
70,37.600,4.709,2.658,3.872,4.458,5.152,5.973,7.251,10.475,11.497,0.212
75,38.800,4.880,0.586,3.770,4.313,5.004,5.901,8.371,23.727,25.585,0.205
80,49.000,4.899,0.650,3.990,4.572,5.497,6.442,7.996,11.978,14.591,0.204
85,36.600,4.646,1.144,3.860,4.411,5.115,6.269,6.928,9.518,9.621,0.215
90,35.000,4.708,0.740,3.790,4.142,4.976,5.912,6.612,17.571,22.719,0.212
95,35.600,4.966,0.916,4.094,4.681,5.437,6.515,7.629,11.553,11.887,0.201
100,38.800,4.672,0.633,3.872,4.437,5.028,5.871,6.753,13.230,14.813,0.214
105,41.800,5.166,2.507,4.178,4.687,5.663,6.864,8.636,10.652,19.764,0.194
110,46.600,4.881,0.600,4.041,4.694,5.427,6.625,7.259,9.898,11.288,0.205
115,39.000,4.769,0.715,3.951,4.627,5.141,5.994,6.950,11.155,12.653,0.210
