Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,29.800,5.024,1.839,2.744,3.583,5.273,7.197,10.584,43.230,50.749,0.199
5,45.600,2.670,1.515,2.124,2.415,2.777,3.722,4.739,6.321,9.262,0.375
10,37.600,2.464,1.548,1.855,2.040,2.391,3.126,5.164,10.232,13.399,0.406
15,42.800,2.531,1.468,1.827,2.042,2.389,3.482,5.568,8.315,34.179,0.395
20,37.400,2.492,1.477,1.868,2.132,2.642,3.978,4.549,6.706,11.793,0.401
25,37.200,2.432,1.467,1.762,1.936,2.156,3.252,5.408,12.717,13.449,0.411
30,40.800,2.417,1.510,1.783,1.927,2.212,3.282,5.967,8.764,11.090,0.414
35,45.200,2.440,1.438,1.809,2.035,2.404,3.647,4.714,7.471,17.265,0.410
40,36.600,2.614,1.396,1.822,1.976,2.388,3.555,6.543,13.580,20.370,0.383
45,43.400,2.472,1.401,1.811,2.057,2.414,3.418,4.950,9.982,12.047,0.405
50,44.600,2.553,1.409,1.795,1.999,2.518,4.071,4.968,8.311,25.414,0.392
55,48.600,2.225,1.368,1.747,1.915,2.275,3.018,4.019,6.656,11.850,0.450
60,39.200,2.624,1.406,1.697,1.896,2.174,3.119,7.130,11.971,43.458,0.381
65,39.000,2.331,1.434,1.766,1.915,2.229,4.027,5.031,6.955,8.508,0.429
70,42.000,2.287,1.421,1.772,1.959,2.336,3.597,4.381,6.162,7.530,0.437
75,39.200,2.465,1.280,1.684,1.852,2.227,3.604,7.806,13.004,14.383,0.406
80,44.800,2.364,1.334,1.771,1.970,2.383,3.601,4.832,7.517,9.387,0.423
85,39.400,2.466,1.497,1.765,1.952,2.417,3.770,5.276,12.783,13.555,0.406
90,32.000,2.260,1.360,1.716,1.889,2.210,2.699,3.525,11.810,19.391,0.442
95,40.200,2.321,1.445,1.712,1.897,2.339,2.910,4.325,8.834,15.957,0.431
100,39.400,2.390,1.399,1.699,1.857,2.178,3.165,7.112,13.336,15.664,0.418
105,40.000,2.351,1.364,1.760,1.977,2.422,3.115,4.420,8.171,16.359,0.425
110,38.800,2.351,1.391,1.781,1.956,2.273,3.563,4.916,8.458,9.626,0.425
115,39.000,2.398,1.399,1.762,1.944,2.154,2.824,5.904,11.240,14.862,0.417
