Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,23.400,10.560,0.947,1.869,2.656,16.222,30.585,39.406,64.533,64.919,0.095
5,34.600,9.441,0.756,1.476,2.037,15.526,27.687,36.920,54.841,55.614,0.106
10,32.400,8.122,0.712,1.342,1.776,11.684,26.854,36.210,45.505,64.793,0.123
15,28.400,10.177,0.530,1.378,1.935,18.201,29.679,38.406,51.092,51.761,0.098
20,38.200,8.306,0.611,1.325,1.712,11.084,27.843,35.542,49.260,68.592,0.120
25,26.600,8.284,0.737,1.385,1.820,11.837,26.563,37.462,44.084,53.133,0.121
30,31.200,7.727,0.652,1.379,1.788,8.326,25.803,30.964,72.097,74.501,0.129
35,30.200,10.250,0.648,1.252,1.859,14.400,34.305,43.636,63.946,75.473,0.098
40,31.400,9.475,0.701,1.201,1.691,14.428,32.464,38.539,52.548,58.234,0.106
45,26.400,10.231,0.688,1.347,1.939,14.567,29.760,35.264,99.748,131.983,0.098
50,29.400,8.558,0.646,1.392,2.456,14.923,25.641,30.122,34.061,37.658,0.117
55,29.200,8.205,0.617,1.341,2.056,15.149,24.799,28.096,38.426,44.925,0.122
60,28.200,10.894,0.557,1.329,5.654,20.214,27.861,30.625,40.628,41.500,0.092
65,32.600,9.878,0.713,1.374,1.870,16.078,29.957,35.769,67.885,69.738,0.101
70,44.400,8.519,0.598,1.292,1.799,13.627,25.815,30.318,39.844,42.953,0.117
75,40.200,7.174,0.644,1.152,1.667,8.625,22.125,28.013,42.873,104.816,0.139
80,38.600,6.985,0.587,1.332,1.913,9.290,21.715,27.774,48.409,52.503,0.143
85,45.600,7.781,0.576,1.273,1.716,12.837,24.127,27.736,37.980,39.964,0.129
90,43.200,9.535,0.620,1.189,2.278,16.383,27.568,32.378,37.716,50.836,0.105
95,170.800,2.216,0.037,0.120,0.452,0.832,3.016,15.718,32.434,80.574,0.451
100,472.600,0.651,0.037,0.220,0.423,0.671,0.916,1.048,2.292,39.994,1.537
105,403.800,0.515,0.038,0.286,0.487,0.736,0.940,1.029,1.084,1.469,1.942
110,381.000,0.514,0.039,0.251,0.496,0.738,0.940,1.028,1.092,1.371,1.947
115,401.400,0.553,0.039,0.267,0.505,0.730,0.940,1.032,1.096,38.716,1.807
