Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,304.600,9.144,0.650,1.419,2.762,13.948,23.878,29.122,47.265,236.232,0.109
5,368.800,5.084,0.634,1.219,1.617,6.653,14.441,18.073,29.132,49.602,0.197
10,350.400,4.244,0.769,1.235,1.627,5.044,13.149,15.205,18.741,29.032,0.236
15,287.200,4.356,0.745,1.214,1.510,4.937,13.587,16.551,21.209,33.883,0.230
20,390.800,4.127,0.713,1.201,1.489,4.732,12.304,15.315,19.950,36.932,0.242
25,267.000,5.562,0.740,1.200,1.557,4.985,13.142,15.856,22.525,851.427,0.180
30,359.600,4.238,0.697,1.187,1.505,4.841,12.389,15.464,21.148,38.373,0.236
35,319.400,3.984,0.728,1.175,1.477,4.427,12.489,14.954,18.479,27.408,0.251
40,307.000,7.100,0.720,1.202,1.539,5.293,15.281,19.264,30.917,1017.462,0.141
45,286.600,6.044,0.739,1.171,1.560,5.148,17.539,21.373,30.532,1015.426,0.165
50,326.000,5.760,0.701,1.198,1.668,6.846,18.039,21.320,28.158,37.974,0.174
55,349.400,5.627,0.731,1.192,1.759,6.146,16.906,21.214,28.548,78.682,0.178
60,334.400,5.925,0.745,1.182,1.718,5.553,17.217,20.918,28.951,1024.296,0.169
65,382.600,5.237,0.764,1.187,1.699,5.374,16.519,20.568,29.145,46.777,0.191
70,461.000,5.200,0.746,1.150,1.588,6.345,16.246,19.546,24.092,44.055,0.192
75,441.600,6.771,0.722,1.161,1.688,7.639,16.000,19.755,28.655,1009.099,0.148
80,486.200,5.210,0.695,1.166,1.586,6.821,15.975,19.459,24.395,40.179,0.192
85,477.200,5.446,0.733,1.155,1.566,7.017,15.945,19.719,27.116,87.800,0.184
90,473.600,5.297,0.742,1.144,1.544,6.972,15.711,19.523,26.260,63.681,0.189
95,1792.200,1.587,0.102,0.299,0.447,0.793,3.097,9.401,19.905,79.118,0.630
100,5354.400,0.462,0.102,0.264,0.367,0.492,0.610,0.656,1.341,37.070,2.166
105,4485.400,0.432,0.103,0.324,0.419,0.526,0.620,0.653,0.698,39.668,2.317
110,4503.200,0.432,0.103,0.331,0.424,0.528,0.622,0.653,0.696,36.019,2.314
115,4499.000,0.437,0.100,0.330,0.424,0.532,0.623,0.654,0.697,38.713,2.289
