Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,25.200,5.958,1.515,3.199,4.311,6.450,9.373,14.872,38.921,50.995,0.168
5,33.800,2.869,1.578,2.435,2.777,3.214,3.660,4.083,5.296,5.523,0.348
10,32.600,2.709,1.695,2.317,2.560,3.017,3.591,3.869,4.727,4.891,0.369
15,23.800,2.860,1.603,2.213,2.565,2.827,3.287,4.040,4.810,33.764,0.350
20,36.400,2.538,1.430,2.151,2.428,2.691,3.360,4.020,4.664,4.904,0.394
25,22.000,2.582,1.472,2.107,2.407,2.861,3.671,3.962,5.054,5.255,0.387
30,30.400,2.396,1.486,1.944,2.292,2.662,2.996,3.833,4.481,5.097,0.417
35,30.800,2.445,1.502,1.983,2.327,2.653,3.194,3.882,5.122,6.740,0.409
40,28.600,2.344,1.334,2.009,2.243,2.572,2.955,3.488,4.286,5.534,0.427
45,29.600,2.335,1.252,1.919,2.222,2.574,3.162,3.809,4.179,4.241,0.428
50,27.400,2.392,1.445,1.966,2.280,2.577,3.149,3.973,4.803,5.678,0.418
55,26.800,2.293,1.440,2.002,2.189,2.473,2.785,3.243,4.079,4.805,0.436
60,25.400,2.350,1.516,1.957,2.199,2.551,3.041,3.887,5.106,5.120,0.426
65,34.600,2.229,1.399,1.907,2.151,2.460,2.751,3.058,4.029,4.184,0.449
70,41.200,2.220,1.403,1.835,2.190,2.484,2.755,2.974,4.058,4.886,0.450
75,37.800,2.216,1.430,1.855,2.101,2.351,2.710,3.431,5.719,7.036,0.451
80,42.400,2.168,1.231,1.824,2.106,2.394,2.656,3.044,4.008,5.259,0.461
85,45.200,2.195,1.261,1.873,2.088,2.360,2.726,3.180,4.333,4.746,0.456
90,42.800,2.207,1.363,1.867,2.068,2.385,2.762,3.170,4.393,5.632,0.453
95,160.200,2.353,1.123,1.619,1.915,2.468,3.530,4.771,9.201,13.498,0.425
100,471.000,2.341,1.046,1.634,1.905,2.472,3.596,4.845,8.480,41.414,0.427
105,397.400,2.242,1.013,1.674,1.891,2.295,3.025,3.997,6.602,45.589,0.446
110,394.800,2.149,1.140,1.674,1.900,2.302,2.899,3.743,5.623,38.152,0.465
115,401.000,2.125,1.049,1.653,1.861,2.217,2.890,3.665,6.231,44.069,0.471
