Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,771,771.000,504,8456,11624,12940,15363,22806,28194,66896,68641
1,694,694.000,543,896,15735,14507,22679,29783,34288,47423,59165
2,647,647.000,559,1991,16514,15349,22539,28900,33741,42604,47960
3,678,678.000,496,4531,16151,14681,21869,25687,29129,35310,46995
4,731,731.000,513,2829,15624,13778,20619,24701,26990,32264,38906
5,661,661.000,550,6024,16431,15066,20869,25601,28786,52143,59287
6,680,680.000,535,5910,16141,14633,20921,25661,29753,38230,59419
7,691,691.000,523,5806,16104,14429,20995,25360,27330,30648,34110
8,680,680.000,520,5544,16385,14655,21496,25678,27757,33455,47839
9,617,617.000,493,6708,17773,16188,22765,27931,32344,46277,55366
10,745,745.000,488,4002,15383,13417,19536,23884,26049,30429,34173
11,721,721.000,498,5848,15442,13824,20175,24090,26741,32730,38889
12,641,641.000,520,5555,16138,15739,22573,29736,37310,47239,50070
13,511,511.000,513,9493,22405,19374,27292,32105,35189,38354,42067
14,608,608.000,494,5996,19063,16340,23674,28066,30247,35819,45604
15,636,636.000,509,8574,18450,15882,22938,26794,29071,33429,41701
16,663,663.000,508,6568,16877,14940,21765,26543,28336,31119,41358
17,718,718.000,455,2448,15899,13932,20851,24800,27717,31359,40013
18,659,659.000,507,10422,16861,15209,21296,25492,27798,34196,40889
19,679,679.000,487,5870,16364,14671,21577,25422,27887,32420,43652
20,696,696.000,508,7767,15719,14315,21071,24905,26629,30110,32642
21,678,678.000,461,7485,16613,14759,21703,25154,27223,31939,41052
22,685,685.000,502,5862,16523,14617,21218,25307,27707,32190,38343
23,691,691.000,521,6516,16342,14426,20821,24860,27040,31643,38130
24,767,767.000,484,2660,15048,13077,19365,23349,25731,31838,44064
25,709,709.000,464,4000,15299,14065,20893,25284,27803,34376,37844
26,717,717.000,505,4380,15612,13951,20510,24034,26422,32338,64787
27,683,683.000,517,4834,15886,14567,20726,24933,27312,60203,75000
28,675,675.000,470,1043,15923,14973,20734,25094,27050,32401,986838
29,684,684.000,522,5633,15394,14487,20720,25129,28272,51245,72271
30,701,701.000,492,7562,15853,14237,20391,23987,26747,30925,35373
31,584,584.000,533,8398,18328,17139,25368,30145,33261,42237,44201
32,591,591.000,519,7043,20142,16913,24583,27907,29613,33072,40799
33,597,597.000,503,11251,19196,16786,23848,27124,29026,35215,38791
34,655,655.000,493,6772,17543,15220,22009,25337,27809,31758,51986
35,686,686.000,446,5331,16300,14581,21388,25401,27848,33275,37843
36,686,686.000,470,5563,16189,14526,21035,25408,27379,32398,40128
37,709,709.000,504,6460,15524,14033,20641,24541,26666,33147,37848
38,711,711.000,515,4496,16273,14083,20790,24616,26378,30010,36140
39,700,700.000,486,1688,15972,14293,20627,25477,29366,39536,55296
40,937,937.000,493,760,12009,10633,18333,22647,25341,31660,39508
41,962,962.000,486,752,12147,10437,17961,21878,24461,30882,41948
42,742,742.000,501,967,15008,13437,19817,25342,28172,34601,52377
43,679,679.000,499,7287,16458,14686,20989,25643,28659,32886,40202
44,717,717.000,524,4128,15901,13921,20865,24823,26802,31213,36490
45,628,628.000,507,7373,17654,15960,23664,27321,29525,37673,52857
46,736,736.000,517,2832,15104,13587,20215,24738,27690,30899,37380
47,732,732.000,485,4277,15631,13633,20222,24284,26381,31165,39087
48,650,650.000,457,6302,15747,15555,21835,29238,37739,45070,45543
49,367,367.000,494,22336,29673,27077,34399,44507,50437,59354,76403
50,536,536.000,489,12818,21010,18592,26087,29646,32147,45720,49499
51,589,589.000,506,7720,19268,16978,23942,29891,32747,37821,41177
52,624,624.000,498,6904,18271,15837,22804,26709,29038,32636,40437
53,638,638.000,523,7709,17571,15783,22725,26567,29420,35040,45280
54,699,699.000,504,5483,15938,14320,21224,25273,27660,32520,38462
55,700,700.000,487,6492,15837,14252,21328,24538,26373,29702,37765
56,689,689.000,508,6612,16148,14486,20933,25418,27492,31555,33838
57,675,675.000,528,8602,16300,14860,21507,25373,27233,32305,37011
58,704,704.000,480,6727,15768,14143,20623,24434,26577,29979,34648
59,723,723.000,483,3239,15954,13813,20416,24935,27382,30819,38254
60,691,691.000,525,7404,16019,14472,20928,25542,27639,35075,37500
61,702,702.000,510,6615,15978,14217,20565,24496,26983,31784,37926
62,659,659.000,508,8657,16131,15106,21448,25808,29962,36069,50155
63,672,672.000,523,8738,16586,14935,21385,25252,28070,31572,37937
64,671,671.000,491,4920,16575,14885,21460,25787,29421,52748,64587
65,689,689.000,476,9117,16051,14436,20611,24400,26281,30599,32092
66,721,721.000,482,6325,15107,13919,20024,24410,26169,30053,35189
67,728,728.000,499,5718,15619,13706,19889,23529,25803,30087,40922
68,556,556.000,515,11442,20225,18002,25957,29309,31394,38404,46629
69,554,554.000,501,13973,20461,17975,24458,27343,29406,33177,35986
70,589,589.000,476,11390,19086,18330,23221,26714,30891,39262,931076
71,630,630.000,489,3268,17063,14627,21883,26025,28623,34063,45553
72,684,684.000,499,5449,16594,14638,21460,25730,27716,32764,38473
73,640,640.000,486,10423,16991,15468,21648,26013,27965,33183,36068
74,682,682.000,510,7085,16866,16177,21624,24771,26806,29959,1025551
75,660,660.000,489,3767,15528,13646,20403,23840,26214,30580,39219
76,669,669.000,500,8091,16849,15014,21710,25125,27293,31568,40883
77,694,694.000,497,4760,16066,14314,21456,24543,26505,31239,39428
78,706,706.000,519,5516,15628,14139,20986,24777,26728,29462,32442
79,658,658.000,515,8998,16314,15230,21726,26066,29267,38306,44350
80,680,680.000,496,7946,16179,14639,21168,24876,27112,32510,38488
81,724,724.000,481,6100,15240,13812,20092,23867,25948,32329,35424
82,729,729.000,499,6613,15380,13857,20195,23748,25246,29553,36874
83,601,601.000,482,11103,17964,16571,22950,27080,30121,49243,56261
84,699,699.000,473,5089,16175,14269,20858,25155,26554,30939,43005
85,708,708.000,509,7621,15605,14071,20354,24156,26549,30121,37902
86,697,697.000,441,8740,15919,14311,20548,23858,26637,32957,36396
87,569,569.000,500,6042,19559,17570,26317,30999,34382,42260,58783
88,593,593.000,474,7351,19678,16880,24286,28551,31059,36084,54158
89,609,609.000,485,7719,19044,16379,23758,26853,30124,34395,37373
90,641,641.000,530,8708,17968,15642,22577,25824,27962,31815,46949
91,651,651.000,528,8673,17670,15311,21737,25306,27436,31244,34538
92,681,681.000,507,6175,16336,14664,21650,25390,27915,32367,45087
93,662,662.000,506,8797,16741,15105,21426,25941,28874,34104,51637
94,697,697.000,509,7761,15958,14337,20547,24423,26600,30187,42082
95,674,674.000,492,5016,16652,14781,21358,26113,28894,44552,49933
96,707,707.000,516,3839,15547,14162,21202,24743,27305,34268,45947
97,668,668.000,451,9114,16924,14923,21269,25068,26959,29259,36312
98,683,683.000,519,8418,16377,14651,21187,25009,27597,31917,36702
99,701,701.000,478,7694,15609,14365,20503,24265,26607,32757,53740
100,790,790.000,483,861,14498,12580,20277,24441,27393,32819,38469
101,722,722.000,470,954,15607,13840,21048,26195,29045,37070,55901
102,629,629.000,532,9758,17892,15846,22783,26010,28300,33524,37447
103,733,733.000,485,5789,14863,13615,20177,24344,26524,30374,44930
104,721,721.000,477,5337,15335,13892,20506,24264,26791,29899,37893
105,456,456.000,540,16525,24760,21778,29760,34378,36986,44852,48987
106,518,518.000,549,12638,21148,19387,27055,31682,37779,48196,53954
107,596,596.000,498,9369,18812,16774,23858,28432,30145,34325,45704
108,607,607.000,516,9463,18897,16562,22962,27292,29281,37027,46711
109,656,656.000,493,8172,17372,15151,21756,25276,27557,31542,39297
110,709,709.000,464,3577,15693,14014,20965,24996,27218,31529,44919
111,701,701.000,521,5730,16199,14372,21183,25298,27392,31229,43743
112,643,643.000,495,7798,17206,15529,22423,26090,29380,36013,53236
113,703,703.000,473,5678,15960,14220,20825,24947,27490,30123,33832
114,699,699.000,456,7098,15728,14271,20635,24328,26641,32444,42558
115,659,659.000,468,10456,16406,15119,21225,26186,28830,33607,38732
