time_bucket,throughput,throughput_sec,tpmC,latency,window,success,failed
0,342,342.000,342.000,195073,195073,341,1
1,484,484.000,484.000,150556,150556,483,1
2,684,684.000,684.000,74499,74499,683,1
3,495,495.000,495.000,86286,86286,494,1
4,517,517.000,517.000,67113,67113,516,1
5,484,484.000,484.000,68277,68277,484,0
6,428,428.000,428.000,70160,70160,428,0
7,406,406.000,406.000,78784,78784,406,0
8,324,324.000,324.000,95162,95162,324,0
9,362,362.000,362.000,84694,84694,361,1
10,305,305.000,305.000,70802,70802,305,0
11,283,283.000,283.000,87106,87106,283,0
12,301,301.000,301.000,70414,70414,301,0
13,307,307.000,307.000,96534,96534,306,1
14,290,290.000,290.000,90581,90581,290,0
15,330,330.000,330.000,93964,93964,329,1
16,434,434.000,434.000,54159,54159,433,1
17,450,450.000,450.000,52578,52578,450,0
18,443,443.000,443.000,57289,57289,443,0
19,359,359.000,359.000,244065,244065,359,0
20,409,409.000,409.000,55373,55373,409,0
21,250,250.000,250.000,204549,204549,250,0
22,378,378.000,378.000,177656,177656,378,0
23,501,501.000,501.000,102573,102573,501,0
24,731,731.000,731.000,41401,41401,731,0
25,477,477.000,477.000,44406,44406,477,0
26,197,197.000,197.000,101169,101169,197,0
27,205,205.000,205.000,151826,151826,205,0
28,355,355.000,355.000,76011,76011,354,1
29,268,268.000,268.000,77550,77550,268,0
30,300,300.000,300.000,82176,82176,300,0
31,235,235.000,235.000,77087,77087,234,1
32,273,273.000,273.000,78339,78339,273,0
33,268,268.000,268.000,137100,137100,267,1
34,285,285.000,285.000,69690,69690,285,0
35,307,307.000,307.000,70644,70644,307,0
36,285,285.000,285.000,78355,78355,284,1
37,289,289.000,289.000,69469,69469,289,0
38,255,255.000,255.000,87782,87782,255,0
39,332,332.000,332.000,70757,70757,332,0
40,330,330.000,330.000,79157,79157,330,0
41,326,326.000,326.000,69522,69522,325,1
42,329,329.000,329.000,68460,68460,329,0
43,320,320.000,320.000,62107,62107,319,1
44,261,261.000,261.000,150606,150606,261,0
45,306,306.000,306.000,79207,79207,306,0
46,297,297.000,297.000,77261,77261,296,1
47,382,382.000,382.000,61443,61443,382,0
48,413,413.000,413.000,60877,60877,412,1
49,341,341.000,341.000,94233,94233,340,1
50,386,386.000,386.000,60886,60886,385,1
51,281,281.000,281.000,144427,144427,281,0
52,241,241.000,241.000,94759,94759,241,0
53,362,362.000,362.000,84953,84953,362,0
54,436,436.000,436.000,127138,127138,436,0
55,500,500.000,500.000,42673,42673,500,0
56,483,483.000,483.000,42745,42745,483,0
57,224,224.000,224.000,109416,109416,223,1
58,222,222.000,222.000,85526,85526,222,0
59,241,241.000,241.000,112532,112532,241,0
60,220,220.000,220.000,77887,77887,219,1
61,288,288.000,288.000,87188,87188,288,0
62,282,282.000,282.000,82251,82251,282,0
63,263,263.000,263.000,73067,73067,263,0
64,269,269.000,269.000,96247,96247,269,0
65,326,326.000,326.000,72568,72568,325,1
66,296,296.000,296.000,69870,69870,296,0
67,263,263.000,263.000,85312,85312,263,0
68,301,301.000,301.000,64557,64557,300,1
69,268,268.000,268.000,104063,104063,267,1
70,297,297.000,297.000,71301,71301,297,0
71,316,316.000,316.000,72392,72392,316,0
72,301,301.000,301.000,69714,69714,301,0
73,328,328.000,328.000,72413,72413,328,0
74,316,316.000,316.000,61929,61929,315,1
75,295,295.000,295.000,119945,119945,294,1
76,348,348.000,348.000,70768,70768,348,0
77,288,288.000,288.000,141848,141848,288,0
78,303,303.000,303.000,62354,62354,303,0
79,293,293.000,293.000,77762,77762,292,1
80,319,319.000,319.000,67338,67338,319,0
81,259,259.000,259.000,161444,161444,259,0
82,367,367.000,367.000,101806,101806,367,0
83,363,363.000,363.000,178438,178438,362,1
84,333,333.000,333.000,127895,127895,333,0
85,226,226.000,226.000,110081,110081,226,0
86,228,228.000,228.000,193315,193315,228,0
87,433,433.000,433.000,110080,110080,433,0
88,468,468.000,468.000,45002,45002,468,0
89,464,464.000,464.000,44739,44739,464,0
90,264,264.000,264.000,127626,127626,264,0
91,225,225.000,225.000,83084,83084,225,0
92,216,216.000,216.000,74557,74557,216,0
93,253,253.000,253.000,78161,78161,253,0
94,305,305.000,305.000,74696,74696,305,0
95,249,249.000,249.000,72041,72041,248,1
96,280,280.000,280.000,85035,85035,279,1
97,273,273.000,273.000,67598,67598,273,0
98,284,284.000,284.000,67173,67173,283,1
99,302,302.000,302.000,63637,63637,302,0
100,280,280.000,280.000,110856,110856,280,0
101,287,287.000,287.000,62699,62699,287,0
102,306,306.000,306.000,65381,65381,306,0
103,314,314.000,314.000,63669,63669,314,0
104,298,298.000,298.000,72756,72756,298,0
105,315,315.000,315.000,65402,65402,314,1
106,308,308.000,308.000,77311,77311,308,0
107,316,316.000,316.000,67822,67822,316,0
108,298,298.000,298.000,71046,71046,298,0
109,309,309.000,309.000,70178,70178,308,1
110,282,282.000,282.000,68741,68741,282,0
111,274,274.000,274.000,107145,107145,274,0
112,299,299.000,299.000,69562,69562,298,1
113,251,251.000,251.000,131667,131667,251,0
114,316,316.000,316.000,71849,71849,315,1
115,291,291.000,291.000,90807,90807,291,0
116,298,298.000,298.000,159124,159124,298,0
117,408,408.000,408.000,54562,54562,408,0
118,299,299.000,299.000,265365,265365,299,0
119,172,172.000,172.000,129863,129863,172,0
