Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,504.400,19.765,0.587,1.356,14.826,27.653,48.138,59.178,131.949,209.674,0.051
5,400.800,24.908,0.743,1.324,21.339,43.286,56.008,63.582,80.078,127.329,0.040
10,297.200,33.668,0.728,2.919,36.297,52.315,62.985,70.181,87.473,124.867,0.030
15,403.200,24.744,0.686,1.563,26.737,35.729,44.528,52.512,78.723,260.789,0.040
20,453.800,21.999,0.473,1.203,16.885,33.218,50.463,62.503,104.795,219.695,0.045
25,300.400,33.326,0.682,1.955,27.658,52.745,71.209,78.296,101.097,885.794,0.030
30,272.200,36.718,0.746,16.240,40.967,53.857,62.787,70.055,97.711,209.999,0.027
35,293.600,33.990,0.669,18.450,37.015,47.400,59.674,63.417,78.355,92.810,0.029
40,313.200,31.888,0.673,10.478,35.240,46.235,55.208,61.746,85.652,151.119,0.031
45,347.800,29.125,0.685,9.226,31.461,43.367,54.924,62.113,91.343,103.196,0.034
50,341.200,28.927,0.734,8.819,26.811,37.495,59.871,70.849,109.940,145.579,0.035
55,334.000,29.984,0.718,9.865,26.733,41.973,64.237,70.938,106.834,122.337,0.033
60,264.400,37.839,0.729,19.182,42.969,55.789,64.319,70.553,81.727,114.277,0.026
65,290.800,34.278,0.698,18.580,37.356,48.025,55.560,62.593,85.312,105.011,0.029
70,311.600,32.128,0.743,15.097,36.117,45.399,54.302,61.072,71.154,119.812,0.031
75,305.400,32.766,0.751,12.654,35.154,49.508,54.800,61.577,119.248,146.111,0.031
80,328.200,30.407,0.675,1.510,28.352,44.483,60.402,75.092,146.304,203.248,0.033
85,363.800,27.384,0.702,9.500,26.510,35.332,51.645,64.722,110.081,196.213,0.037
90,252.600,39.667,0.797,18.147,43.253,57.853,67.984,73.472,104.331,909.171,0.025
95,277.600,35.977,0.761,18.988,41.760,53.337,61.106,63.796,72.816,121.336,0.028
100,297.000,33.649,0.710,16.504,37.163,47.658,54.810,61.239,77.813,111.510,0.030
105,309.200,32.316,0.722,11.666,35.718,48.585,58.609,62.138,70.178,91.467,0.031
110,284.400,35.183,0.757,17.939,36.281,51.744,60.593,68.187,101.439,136.819,0.028
115,293.600,33.324,0.718,10.494,33.301,43.496,59.420,85.256,152.077,268.879,0.030
