Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,18.000,6.156,2.006,3.810,4.360,6.413,11.350,14.661,39.048,39.048,0.162
5,27.800,2.901,1.884,2.487,2.758,3.132,3.549,4.226,7.217,7.287,0.345
10,22.200,2.567,1.625,2.184,2.430,2.673,3.050,3.606,4.010,13.596,0.390
15,22.800,2.435,1.586,2.098,2.338,2.594,3.029,3.472,4.292,5.870,0.411
20,24.200,2.587,1.493,2.046,2.399,2.826,3.184,3.588,4.202,15.345,0.387
25,24.200,2.769,1.167,1.979,2.214,2.573,3.130,3.893,12.453,33.215,0.361
30,18.600,2.528,1.631,2.019,2.202,2.573,3.212,3.766,14.841,14.841,0.396
35,17.000,2.483,1.545,1.964,2.124,2.367,2.756,3.259,17.620,17.620,0.403
40,23.400,2.464,1.378,1.902,2.273,2.477,2.834,3.137,15.272,15.402,0.406
45,23.600,2.313,1.514,1.904,2.061,2.372,2.760,2.977,6.709,15.248,0.432
50,23.800,2.222,1.542,1.884,2.081,2.340,2.565,2.699,3.445,14.328,0.450
55,22.800,2.284,1.141,1.895,2.117,2.351,2.530,2.944,3.324,18.054,0.438
60,19.400,2.270,1.528,1.881,2.083,2.358,2.602,2.880,15.562,15.562,0.441
65,22.400,2.370,1.617,1.876,2.101,2.398,2.844,3.011,12.233,14.925,0.422
70,26.600,2.316,1.540,1.921,2.132,2.444,2.929,3.230,7.559,7.798,0.432
75,23.000,2.369,1.495,1.916,2.100,2.474,2.837,3.506,6.809,11.515,0.422
80,26.400,2.419,1.538,1.875,2.125,2.652,3.031,3.401,4.425,19.838,0.413
85,25.600,2.515,1.420,1.949,2.210,2.516,2.945,3.789,15.526,16.002,0.398
90,26.000,2.423,1.500,1.897,2.152,2.398,2.889,3.494,12.737,18.166,0.413
95,28.400,2.362,1.284,1.898,2.128,2.452,2.861,3.495,6.410,17.001,0.423
100,23.600,2.281,1.472,1.923,2.159,2.428,2.836,3.496,4.546,7.804,0.438
105,21.800,2.296,1.338,1.911,2.077,2.382,2.719,2.901,4.319,15.609,0.435
110,24.200,2.281,1.536,1.860,2.102,2.354,2.715,2.967,4.835,14.706,0.438
115,26.400,2.193,1.505,1.889,2.085,2.367,2.769,3.094,4.253,4.866,0.456
