Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,686.600,14.551,0.622,1.338,11.474,20.231,28.904,38.465,68.403,1095.843,0.069
5,892.800,11.188,0.582,1.145,11.446,18.545,23.929,29.120,46.538,82.319,0.089
10,931.200,10.715,0.706,1.100,11.658,18.187,22.496,26.361,40.788,88.295,0.093
15,652.800,15.300,0.713,1.119,11.605,17.967,22.988,28.391,47.078,1065.379,0.065
20,794.200,12.568,0.711,1.111,11.952,18.429,22.899,27.582,44.449,1030.031,0.080
25,907.800,11.004,0.684,1.143,12.318,18.453,22.638,25.720,37.709,101.338,0.091
30,929.000,10.754,0.719,1.132,11.527,18.152,22.481,26.543,40.463,83.093,0.093
35,944.400,10.570,0.694,1.106,11.595,17.933,22.578,25.671,38.359,75.540,0.095
40,935.000,10.675,0.705,1.095,11.989,18.204,22.243,25.282,36.617,112.590,0.094
45,936.000,10.668,0.699,1.107,11.867,18.307,22.235,25.829,36.911,83.615,0.094
50,942.000,10.594,0.700,1.105,11.767,17.885,22.295,25.800,37.986,101.606,0.094
55,786.400,12.697,0.689,1.107,11.726,18.290,22.413,25.950,40.677,1038.456,0.079
60,916.000,11.663,0.704,1.100,11.992,18.030,22.120,24.923,36.860,1020.229,0.086
65,844.200,11.009,0.724,1.090,11.625,18.091,22.447,26.356,41.885,524.645,0.091
70,934.400,10.683,0.528,1.104,11.836,18.167,22.215,25.440,39.873,91.211,0.094
75,969.000,10.310,0.693,1.101,11.225,17.847,22.099,25.116,35.952,73.273,0.097
80,948.800,10.527,0.689,1.104,11.581,18.006,21.870,24.885,37.995,87.206,0.095
85,924.400,10.799,0.708,1.112,11.917,18.209,22.458,25.784,38.316,89.812,0.093
90,948.000,10.541,0.706,1.109,11.812,17.940,21.903,24.775,38.154,88.000,0.095
95,785.200,12.722,0.710,1.094,11.802,18.206,22.189,25.054,38.827,1030.660,0.079
100,918.600,10.873,0.707,1.096,11.837,18.298,22.552,25.927,41.899,94.294,0.092
105,768.400,13.002,0.688,1.103,12.095,18.429,22.917,26.753,46.342,1027.500,0.077
110,832.200,11.998,0.682,1.104,11.641,18.129,22.251,25.589,39.151,1034.867,0.083
115,897.600,11.084,0.682,1.099,12.513,18.636,22.569,25.641,38.740,104.957,0.090
