Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,237,237.000,1423,6112,15351,45207,26190,56793,149020,1092829,1095843
1,649,649.000,799,1608,10340,14393,22081,35468,47539,75049,90991
2,823,823.000,622,1348,11068,12110,19538,27537,36147,55789,68135
3,820,820.000,699,1281,11432,12181,20380,27631,35188,55225,74663
4,904,904.000,715,1180,10971,10998,18745,24035,29605,41339,58040
5,881,881.000,766,1200,10985,11345,18679,24455,28869,69670,82319
6,897,897.000,744,1181,11587,11122,18351,24020,29789,50792,57947
7,935,935.000,768,1135,11564,10659,18464,22850,26642,37398,45405
8,873,873.000,742,1126,11799,11574,18610,24784,33622,49706,75005
9,878,878.000,582,1093,11842,11277,18759,23757,29725,49513,68913
10,933,933.000,715,1111,11365,10687,18225,22989,26477,40026,54489
11,942,942.000,706,1070,11564,10569,18290,22790,26422,40960,69397
12,926,926.000,726,1103,10882,10781,17852,22372,27083,66901,88295
13,945,945.000,710,1103,11987,10555,17859,21964,24926,36468,54348
14,910,910.000,736,1108,12134,10991,18685,22326,26663,38510,59619
15,532,532.000,748,1084,12408,22069,17801,22837,28481,764648,1021014
16,735,735.000,713,1127,10706,11205,18431,23181,29723,46896,216223
17,929,929.000,719,1120,11493,16020,17749,22871,27130,42206,1065379
18,158,158.000,884,1210,10748,32907,18913,23914,48159,875786,882234
19,910,910.000,717,1123,11966,10856,18014,22706,26647,41264,57455
20,870,870.000,744,1110,12040,11452,18341,23251,29127,65220,89367
21,927,927.000,723,1116,11890,10750,18031,22586,26212,39423,66036
22,936,936.000,711,1099,12186,10747,18599,22595,26076,35558,56989
23,602,602.000,731,1095,11775,21126,18181,22570,28744,434268,1030031
24,636,636.000,758,1132,12098,11321,18979,23286,30384,48194,62653
25,919,919.000,684,1133,12681,10875,18211,22380,26478,35695,68334
26,884,884.000,738,1115,12530,11293,19342,22883,26099,38344,53630
27,889,889.000,707,1171,11773,11217,18469,22295,26399,76908,101338
28,924,924.000,748,1118,11881,10833,18397,23103,26005,37407,72313
29,923,923.000,736,1177,12495,10817,17928,22237,24163,33646,64403
30,933,933.000,745,1143,11896,10686,18027,22533,25895,36747,56833
31,934,934.000,719,1123,11767,10682,18150,22512,26023,37813,69515
32,943,943.000,759,1128,11304,10599,18341,22300,25962,41614,68488
33,931,931.000,723,1135,11082,10737,18308,23498,28633,42346,54843
34,904,904.000,751,1127,11493,11075,17930,22104,26862,69743,83093
35,995,995.000,732,1137,11285,10002,17055,21795,24380,36029,61862
36,946,946.000,694,1100,11390,10522,18162,23164,25552,36717,57919
37,963,963.000,731,1112,11691,10397,17980,22121,24156,35068,51534
38,907,907.000,738,1103,11568,10982,18312,23900,28500,45398,63208
39,911,911.000,734,1083,12345,11008,18531,22718,26210,38572,75540
40,874,874.000,721,1094,12078,11382,18481,22340,26716,76497,112590
41,935,935.000,770,1101,12060,10672,18056,22248,25015,36928,62636
42,972,972.000,733,1082,11591,10299,18036,21803,24594,35766,44538
43,933,933.000,705,1091,12042,10670,18521,22378,25628,37206,62565
44,961,961.000,742,1111,11956,10420,18052,22560,25105,33215,50357
45,919,919.000,709,1120,12153,10839,18584,22780,25203,35727,46393
46,953,953.000,699,1090,11649,10558,18420,22202,25541,35315,61019
47,885,885.000,731,1105,11792,11235,18399,22353,28351,72100,83615
48,961,961.000,720,1098,11758,10347,18301,21792,24509,36886,55709
49,962,962.000,738,1127,12026,10410,17833,21586,25420,34748,46470
50,961,961.000,732,1092,11788,10395,17570,21785,25484,34012,49754
51,932,932.000,725,1102,12367,10685,18028,22464,25634,34966,46156
52,984,984.000,720,1098,11529,10234,17667,21758,25217,37198,57227
53,873,873.000,747,1122,12055,11318,17953,22783,27949,71407,101606
54,960,960.000,700,1116,11446,10412,18263,22204,25935,37986,59630
55,739,739.000,731,1086,10508,21042,17928,22259,25609,876696,1038456
56,402,402.000,765,1157,11709,11080,18935,23303,28210,41226,48704
57,916,916.000,689,1132,12416,10942,18591,22203,25641,39955,53355
58,948,948.000,721,1090,11752,10517,17924,21762,24985,38833,71453
59,927,927.000,756,1084,11863,10708,18472,22706,26179,40264,48002
60,972,972.000,721,1104,11833,10363,17587,21917,24489,35650,58576
61,883,883.000,717,1113,11935,11203,18174,22677,26762,70782,87880
62,925,925.000,704,1113,12512,10843,18467,22011,24773,35876,56760
63,954,954.000,723,1108,12153,10448,18268,21764,24208,31241,49757
64,846,846.000,737,1071,11486,15903,17777,22126,27485,50214,1020229
65,449,449.000,734,1138,12336,14524,19338,25744,29050,53942,524645
66,968,968.000,733,1102,11712,10337,17883,21708,24269,33181,56704
67,963,963.000,739,1086,11637,10347,17965,21998,25857,33880,60300
68,891,891.000,735,1080,11448,11230,17895,23325,29973,67799,84096
69,950,950.000,724,1080,11510,10493,17869,21913,25240,39417,65137
70,940,940.000,528,1093,11691,10598,17727,21903,25415,40900,64323
71,952,952.000,733,1114,11837,10506,17901,21932,24680,40743,62655
72,940,940.000,728,1122,12074,10600,18147,22459,25197,36592,64947
73,966,966.000,719,1104,11451,10328,17975,22127,25329,33422,42008
74,874,874.000,730,1085,12446,11447,18702,22679,26804,68144,91211
75,987,987.000,705,1081,11301,10211,17858,21752,24503,35655,65786
76,964,964.000,745,1113,10980,10260,17718,22219,25579,36451,48064
77,969,969.000,697,1114,10665,10327,17939,22469,26165,38334,60347
78,955,955.000,693,1110,11363,10435,17851,21876,24297,37552,73273
79,970,970.000,712,1084,11627,10317,17777,21905,25264,32979,49629
80,988,988.000,723,1075,10987,10100,17818,21707,24550,39910,72101
81,877,877.000,764,1146,11883,11364,18200,22740,26749,79302,87206
82,976,976.000,719,1098,11544,10253,17797,21719,24305,38788,52208
83,940,940.000,738,1107,11987,10622,18233,21849,24605,33255,56639
84,963,963.000,689,1100,11816,10386,18218,21845,24585,33415,46646
85,956,956.000,708,1104,11738,10443,18037,22146,24617,37414,49140
86,959,959.000,741,1109,11071,10419,18276,22708,26299,36095,59907
87,879,879.000,767,1139,11922,11332,18182,22528,25899,75409,89812
88,918,918.000,714,1124,12369,10864,18043,22194,24728,38448,69584
89,910,910.000,716,1092,12338,10990,18779,23077,26718,36536,66919
90,1013,1013.000,732,1084,11260,9876,17463,21224,23566,32632,40611
91,993,993.000,763,1116,11211,10022,17525,21766,23640,35887,54116
92,945,945.000,706,1110,12125,10586,17838,21896,25171,36518,58315
93,929,929.000,741,1138,12319,10762,18235,22187,24998,33853,48604
94,860,860.000,716,1102,12257,11633,18569,23323,29438,75684,88000
95,907,907.000,741,1130,12575,10954,18729,21912,24362,33816,55069
96,939,939.000,743,1087,11841,10655,18261,22702,26174,39240,52729
97,800,800.000,730,1092,11317,20920,17722,22051,25266,795854,1030660
98,305,305.000,710,1105,11526,10688,18413,23704,26943,37394,48981
99,975,975.000,744,1081,11516,10266,17937,22026,24590,34076,56493
100,1011,1011.000,715,1053,10844,9870,17358,21734,24223,32755,51952
101,873,873.000,753,1120,11751,11392,18588,22879,27416,71606,84570
102,882,882.000,755,1115,12411,11349,18741,23168,27355,43616,63628
103,965,965.000,722,1080,11688,10371,17953,22255,24308,35928,58905
104,862,862.000,707,1122,12563,11595,18839,23229,26940,72250,94294
105,876,876.000,728,1101,12451,11401,18724,23077,26573,67942,88428
106,920,920.000,688,1106,12472,10810,18639,22975,25459,33085,57629
107,884,884.000,706,1103,11749,15452,18167,22908,28204,76289,1027500
108,190,190.000,856,1218,12950,33456,21324,28622,38882,840308,865671
109,972,972.000,712,1075,11545,10293,17602,22068,25724,41187,55366
110,900,900.000,710,1112,11800,13916,18239,22934,27054,38563,1034867
111,403,403.000,733,1096,12995,18403,19190,25109,28978,472618,685482
112,889,889.000,682,1123,11683,11252,18234,22647,26181,69427,86884
113,955,955.000,726,1088,11627,10476,17945,21758,24434,38142,61400
114,1014,1014.000,763,1097,10704,9837,17690,21509,23768,31399,49290
115,984,984.000,698,1101,11643,10126,17667,21154,23887,36204,54528
116,841,841.000,732,1112,12842,11901,19206,23506,27780,71742,104957
117,941,941.000,732,1054,12123,10638,18335,22283,25128,37587,57327
118,896,896.000,724,1117,12797,11148,18805,22652,25300,35441,41641
119,826,826.000,682,1151,13276,11828,19156,23563,27423,42264,49046
