Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.000,8.448,2.640,3.817,5.092,7.207,19.504,26.439,69.631,69.631,0.118
5,22.200,4.357,1.453,2.327,2.648,3.204,3.988,18.171,36.637,37.094,0.230
10,19.400,3.653,1.596,2.207,2.490,2.787,3.215,4.517,50.603,50.603,0.274
15,23.800,3.754,1.488,2.017,2.373,2.784,3.465,15.044,33.809,34.458,0.266
20,21.400,3.307,1.346,1.959,2.196,2.536,2.955,15.532,29.067,32.934,0.302
25,22.800,3.349,1.222,1.825,2.034,2.362,2.704,12.497,44.074,51.628,0.299
30,17.600,2.841,1.251,1.980,2.159,2.440,2.997,3.173,56.693,56.693,0.352
35,17.800,2.494,1.249,1.978,2.155,2.438,2.752,2.931,27.318,27.318,0.401
40,20.600,3.403,1.197,1.877,2.022,2.291,2.753,3.573,44.271,50.316,0.294
45,19.200,3.867,1.524,1.944,2.115,2.409,2.885,3.565,57.422,57.422,0.259
50,18.200,3.431,1.217,1.855,2.033,2.411,2.768,4.341,41.186,41.186,0.291
55,14.800,2.911,1.460,1.985,2.223,2.484,2.754,4.191,37.839,37.839,0.344
60,21.400,3.270,1.277,1.783,1.973,2.362,3.038,5.533,31.560,45.408,0.306
65,16.200,3.718,1.348,1.921,2.084,2.282,2.634,3.520,51.903,51.903,0.269
70,16.000,2.393,1.297,1.807,2.084,2.372,2.911,3.045,23.300,23.300,0.418
75,21.800,5.480,1.370,1.872,2.101,2.558,24.276,27.316,44.722,50.382,0.182
80,20.200,3.767,1.228,1.907,2.135,2.461,3.493,15.495,31.909,43.979,0.265
85,19.800,3.725,1.303,1.880,1.994,2.318,2.978,14.720,67.468,67.468,0.268
90,12.600,6.106,1.606,2.011,2.177,2.389,3.452,33.725,80.818,80.818,0.164
95,18.600,3.993,1.188,1.725,1.995,2.222,2.996,4.025,58.759,58.759,0.250
100,15.400,3.310,1.334,1.906,2.091,2.426,2.768,2.971,53.291,53.291,0.302
105,16.400,2.980,1.378,1.882,2.147,2.553,3.252,4.344,27.323,27.323,0.336
110,19.200,3.174,1.464,1.847,2.047,2.273,2.913,3.803,41.049,41.049,0.315
115,20.200,3.743,1.220,1.855,2.010,2.382,2.938,17.229,41.255,41.776,0.267
