Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,327.200,30.550,3.798,24.949,25.489,33.953,48.587,54.725,75.532,114.911,0.033
5,365.800,27.302,3.791,24.631,25.224,25.864,34.260,43.002,107.360,182.750,0.037
10,376.600,26.519,2.794,24.767,25.222,25.653,33.573,41.724,59.083,191.871,0.038
15,396.200,25.263,2.893,24.622,25.186,25.565,33.381,41.525,57.250,81.848,0.040
20,374.200,26.649,2.902,24.719,25.197,25.520,33.377,41.725,158.146,183.824,0.038
25,380.200,26.651,2.727,24.611,25.192,25.503,33.420,42.555,83.363,186.082,0.038
30,391.000,25.184,2.947,24.741,25.199,25.481,32.000,34.389,50.974,92.572,0.040
35,374.800,26.657,2.887,24.702,25.194,25.457,30.722,41.942,100.480,238.935,0.038
40,404.000,24.717,2.833,24.624,25.214,25.475,30.109,34.122,50.153,84.897,0.040
45,384.600,26.018,2.955,24.722,25.209,25.520,33.152,37.509,51.114,242.019,0.038
50,391.400,25.484,2.818,24.702,25.212,25.497,33.165,41.568,58.358,115.574,0.039
55,371.800,26.884,2.804,24.600,25.206,25.496,33.583,41.927,150.265,199.794,0.037
60,363.200,27.522,2.765,24.747,25.234,25.614,33.735,42.148,151.204,218.538,0.036
65,392.800,25.459,2.826,24.774,25.203,25.454,32.892,35.878,67.163,109.008,0.039
70,385.200,25.926,2.902,24.720,25.185,25.449,27.155,34.213,99.776,233.636,0.039
75,401.800,24.860,2.752,24.656,25.182,25.409,26.206,33.599,58.052,108.529,0.040
80,380.800,26.222,3.058,24.695,25.192,25.435,27.150,34.118,109.805,184.690,0.038
85,379.800,26.332,2.782,24.810,25.201,25.480,33.252,39.654,51.023,251.510,0.038
90,352.800,28.347,3.243,24.800,25.255,26.503,35.623,47.731,153.248,196.647,0.035
95,353.000,28.302,2.661,25.157,25.806,26.777,34.557,42.500,202.375,242.885,0.035
100,374.400,26.665,3.010,24.834,25.394,25.858,33.730,41.811,91.999,187.597,0.038
105,382.600,26.185,3.071,24.817,25.297,25.680,33.515,35.400,67.110,183.198,0.038
110,337.200,29.588,2.738,24.617,25.223,25.547,33.334,36.073,57.317,1041.431,0.034
115,307.000,32.318,2.816,24.777,25.240,25.686,33.739,42.448,217.149,1028.859,0.031
