Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,303,303.000,898,6527,18303,33579,44711,73334,114302,223196,255211,303,0,223196,18303,33579,44711,73334,114302
1,455,455.000,742,2820,10003,21983,33245,59594,74155,106299,120640,454,1,106299,10003,21983,33245,59594,74155
2,449,449.000,999,2685,16405,21955,37070,50526,60905,81545,141292,448,1,81545,16405,21955,37070,50526,60905
3,512,512.000,873,2343,15178,19577,30561,43989,56235,87644,118537,512,0,87644,15178,19577,30561,43989,56235
4,512,512.000,631,1691,17444,19668,31153,46002,54848,76621,86484,511,1,76621,17444,19668,31153,46002,54848
5,506,506.000,720,1772,16447,19476,33495,46433,57142,68378,107972,506,0,68378,16447,19476,33495,46433,57142
6,529,529.000,730,2052,17431,20470,28447,42306,54811,74459,1031413,529,0,74459,17431,20470,28447,42306,54811
7,554,554.000,726,1544,11849,16542,24423,42335,50370,66555,85401,553,1,66555,11849,16542,24423,42335,50370
8,558,558.000,690,1721,16006,18093,27306,41599,55633,69864,105091,558,0,69864,16006,18093,27306,41599,55633
9,540,540.000,615,1747,16008,18188,28186,43107,53425,70936,88842,540,0,70936,16008,18188,28186,43107,53425
10,587,587.000,633,1969,16864,17100,26819,37538,45669,61490,64631,586,1,61490,16864,17100,26819,37538,45669
11,555,555.000,616,2051,17347,17994,26916,41841,46092,61673,84207,555,0,61673,17347,17994,26916,41841,46092
12,562,562.000,544,1621,15918,17932,27581,43053,51959,64882,76132,562,0,64882,15918,17932,27581,43053,51959
13,421,421.000,655,1845,18946,23657,37447,53337,61990,88849,104345,421,0,88849,18946,23657,37447,53337,61990
14,305,305.000,746,1625,18878,33275,51235,98223,113552,137657,169496,304,1,137657,18878,33275,51235,98223,113552
15,345,345.000,659,1887,21208,28326,44730,75181,84809,110159,165479,344,1,110159,21208,28326,44730,75181,84809
16,421,421.000,692,1670,13517,23564,35965,54738,72578,138476,202052,421,0,138476,13517,23564,35965,54738,72578
17,592,592.000,628,1843,16126,16963,26650,37451,44709,63467,79458,592,0,63467,16126,16963,26650,37451,44709
18,666,666.000,599,1796,15490,15084,23673,34369,39338,63028,79647,666,0,63028,15490,15084,23673,34369,39338
19,703,703.000,639,1522,13049,14292,22507,34621,39661,55774,69791,702,1,55774,13049,14292,22507,34621,39661
20,659,659.000,594,1685,13321,14988,22416,34936,44137,61521,98465,658,1,61521,13321,14988,22416,34936,44137
21,488,488.000,557,1527,14538,20524,25509,49313,77380,143592,144297,487,1,143592,14538,20524,25509,49313,77380
22,639,639.000,619,1768,15605,15582,22820,34898,44043,60668,98923,639,0,60668,15605,15582,22820,34898,44043
23,564,564.000,569,1636,15263,17985,28515,43403,52057,69922,86501,564,0,69922,15263,17985,28515,43403,52057
24,355,355.000,659,1838,18210,27764,42046,65510,78819,186458,250832,354,1,186458,18210,27764,42046,65510,78819
25,376,376.000,660,1878,22448,26911,49601,55954,68260,87172,118400,375,1,87172,22448,26911,49601,55954,68260
26,462,462.000,586,1806,16615,21207,35550,51541,54021,77103,83606,461,1,77103,16615,21207,35550,51541,54021
27,722,722.000,425,1721,14340,13879,18644,30693,36743,60090,72315,721,1,60090,14340,13879,18644,30693,36743
28,756,756.000,497,1520,11935,13115,19010,28219,35184,53949,88686,755,1,53949,11935,13115,19010,28219,35184
29,501,501.000,601,1463,13062,20510,27773,53445,66999,139171,181014,500,1,139171,13062,20510,27773,53445,66999
30,290,290.000,650,1980,34987,34074,51179,66507,101210,173569,176360,289,1,173569,34987,34074,51179,66507,101210
31,381,381.000,655,1694,19881,26031,45887,59938,75666,91756,98493,381,0,91756,19881,26031,45887,59938,75666
32,396,396.000,622,1818,21066,25698,41883,62368,73839,94160,126600,395,1,94160,21066,25698,41883,62368,73839
33,416,416.000,661,2017,20800,23624,39024,51209,61535,85191,95381,415,1,85191,20800,23624,39024,51209,61535
34,402,402.000,548,1935,20049,24862,38472,57737,64862,89097,105736,402,0,89097,20049,24862,38472,57737,64862
35,463,463.000,463,1664,18450,21646,37035,48615,55751,72740,102223,462,1,72740,18450,21646,37035,48615,55751
36,418,418.000,692,1689,20678,23724,37310,53731,64428,82085,93904,417,1,82085,20678,23724,37310,53731,64428
