time_bucket,throughput,throughput_sec,tpmC,latency,window,success,failed
0,357,357.000,357.000,99210,99210,356,1
1,428,428.000,428.000,62640,62640,427,1
2,465,465.000,465.000,72285,72285,464,1
3,430,430.000,430.000,49602,49602,429,1
4,362,362.000,362.000,54612,54612,361,1
5,397,397.000,397.000,53777,53777,396,1
6,390,390.000,390.000,50973,50973,389,1
7,385,385.000,385.000,51606,51606,385,0
8,368,368.000,368.000,69980,69980,368,0
9,353,353.000,353.000,60804,60804,353,0
10,387,387.000,387.000,51415,51415,387,0
11,295,295.000,295.000,162599,162599,295,0
12,234,234.000,234.000,94218,94218,234,0
13,262,262.000,262.000,79203,79203,261,1
14,509,509.000,509.000,37285,37285,508,1
15,343,343.000,343.000,86040,86040,343,0
16,191,191.000,191.000,108938,108938,191,0
17,232,232.000,232.000,75478,75478,232,0
18,251,251.000,251.000,71023,71023,251,0
19,254,254.000,254.000,75793,75793,254,0
20,297,297.000,297.000,66431,66431,296,1
21,260,260.000,260.000,67571,67571,259,1
22,266,266.000,266.000,74560,74560,265,1
23,256,256.000,256.000,82036,82036,255,1
24,278,278.000,278.000,65791,65791,278,0
25,294,294.000,294.000,79054,79054,294,0
26,295,295.000,295.000,66814,66814,294,1
27,318,318.000,318.000,54964,54964,317,1
28,289,289.000,289.000,56490,56490,289,0
29,276,276.000,276.000,96621,96621,276,0
30,290,290.000,290.000,71159,71159,290,0
31,257,257.000,257.000,76271,76271,256,1
32,294,294.000,294.000,65939,65939,294,0
33,270,270.000,270.000,87687,87687,270,0
34,234,234.000,234.000,144487,144487,233,1
35,279,279.000,279.000,59297,59297,279,0
36,274,274.000,274.000,57640,57640,274,0
37,294,294.000,294.000,60729,60729,293,1
38,282,282.000,282.000,86506,86506,282,0
39,238,238.000,238.000,127441,127441,238,0
40,195,195.000,195.000,333244,333244,195,0
41,175,175.000,175.000,136031,136031,175,0
42,181,181.000,181.000,216616,216616,180,1
43,208,208.000,208.000,78021,78021,208,0
44,251,251.000,251.000,69037,69037,250,1
45,203,203.000,203.000,119372,119372,203,0
46,198,198.000,198.000,74212,74212,197,1
47,231,231.000,231.000,73212,73212,231,0
48,240,240.000,240.000,68847,68847,240,0
49,250,250.000,250.000,74112,74112,250,0
50,231,231.000,231.000,196442,196442,230,1
51,276,276.000,276.000,76262,76262,276,0
52,260,260.000,260.000,67541,67541,260,0
53,276,276.000,276.000,72344,72344,276,0
54,292,292.000,292.000,64592,64592,292,0
55,289,289.000,289.000,60006,60006,289,0
56,266,266.000,266.000,61499,61499,266,0
57,280,280.000,280.000,62656,62656,279,1
58,265,265.000,265.000,103061,103061,264,1
59,298,298.000,298.000,56199,56199,297,1
60,229,229.000,229.000,112441,112441,229,0
61,223,223.000,223.000,78794,78794,223,0
62,273,273.000,273.000,62191,62191,273,0
63,282,282.000,282.000,62046,62046,281,1
64,271,271.000,271.000,61192,61192,271,0
65,259,259.000,259.000,77210,77210,259,0
66,292,292.000,292.000,62611,62611,291,1
67,413,413.000,413.000,57632,57632,412,1
68,476,476.000,476.000,65568,65568,475,1
69,331,331.000,331.000,96111,96111,330,1
70,143,143.000,143.000,472781,472781,142,1
71,232,232.000,232.000,126074,126074,231,1
72,215,215.000,215.000,160175,160175,215,0
73,222,222.000,222.000,77037,77037,222,0
74,152,152.000,152.000,140689,140689,152,0
75,184,184.000,184.000,148624,148624,184,0
76,212,212.000,212.000,109155,109155,212,0
77,232,232.000,232.000,67771,67771,232,0
78,224,224.000,224.000,67070,67070,223,1
79,239,239.000,239.000,67713,67713,239,0
80,251,251.000,251.000,75908,75908,251,0
81,267,267.000,267.000,76586,76586,266,1
82,256,256.000,256.000,70768,70768,256,0
83,251,251.000,251.000,68572,68572,250,1
84,244,244.000,244.000,69609,69609,243,1
85,254,254.000,254.000,70110,70110,254,0
86,258,258.000,258.000,71836,71836,258,0
87,278,278.000,278.000,70669,70669,278,0
88,306,306.000,306.000,54125,54125,305,1
89,273,273.000,273.000,70760,70760,273,0
90,286,286.000,286.000,54166,54166,286,0
91,274,274.000,274.000,69837,69837,274,0
92,272,272.000,272.000,62004,62004,271,1
93,293,293.000,293.000,63462,63462,293,0
94,216,216.000,216.000,161120,161120,215,1
95,262,262.000,262.000,94911,94911,262,0
96,213,213.000,213.000,217974,217974,213,0
97,201,201.000,201.000,211991,211991,201,0
98,337,337.000,337.000,56102,56102,336,1
99,233,233.000,233.000,76788,76788,232,1
100,186,186.000,186.000,185091,185091,185,1
101,325,325.000,325.000,85268,85268,325,0
102,430,430.000,430.000,35822,35822,430,0
103,405,405.000,405.000,70860,70860,405,0
104,182,182.000,182.000,144454,144454,182,0
105,205,205.000,205.000,79086,79086,204,1
106,212,212.000,212.000,79562,79562,211,1
107,238,238.000,238.000,66005,66005,238,0
108,247,247.000,247.000,73641,73641,247,0
109,253,253.000,253.000,79117,79117,253,0
110,269,269.000,269.000,62541,62541,269,0
111,248,248.000,248.000,94710,94710,247,1
112,279,279.000,279.000,61178,61178,279,0
113,280,280.000,280.000,56071,56071,280,0
114,249,249.000,249.000,62807,62807,249,0
115,267,267.000,267.000,68538,68538,267,0
116,271,271.000,271.000,57650,57650,271,0
117,276,276.000,276.000,54131,54131,276,0
118,251,251.000,251.000,85008,85008,251,0
119,232,232.000,232.000,110334,110334,232,0
