Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,36.200,4.312,1.542,2.252,3.172,5.181,8.496,10.667,15.042,38.953,0.232
5,42.800,1.932,1.322,1.628,1.830,2.074,2.489,2.794,3.649,3.984,0.518
10,32.200,2.110,1.160,1.469,1.652,1.837,2.192,2.996,10.084,49.173,0.474
15,43.000,1.570,1.165,1.372,1.479,1.725,1.952,2.092,2.641,3.036,0.637
20,39.000,1.570,1.131,1.388,1.510,1.691,1.864,2.090,2.568,2.604,0.637
25,32.400,1.562,1.109,1.383,1.523,1.657,1.844,2.093,2.462,2.850,0.640
30,37.000,1.564,1.029,1.381,1.521,1.673,1.836,2.034,2.865,2.919,0.639
35,32.600,1.523,1.143,1.375,1.466,1.624,1.805,1.963,2.310,2.422,0.656
40,39.600,1.561,1.089,1.331,1.475,1.664,2.022,2.336,2.694,3.595,0.641
45,34.000,1.725,1.199,1.489,1.666,1.852,2.070,2.190,3.802,3.819,0.580
50,37.000,1.640,1.135,1.433,1.564,1.747,1.946,2.251,3.049,3.537,0.610
55,42.000,1.580,1.121,1.442,1.534,1.700,1.837,2.000,2.326,2.550,0.633
60,40.400,1.580,1.119,1.417,1.521,1.680,1.890,2.055,2.640,3.260,0.633
65,35.600,1.594,1.126,1.420,1.558,1.700,1.816,1.976,2.860,3.531,0.627
70,48.800,1.597,1.099,1.403,1.544,1.738,1.905,2.069,2.658,3.583,0.626
75,49.200,1.600,1.207,1.420,1.551,1.714,1.923,2.067,2.532,3.047,0.625
80,40.600,1.618,1.117,1.421,1.554,1.719,1.899,2.150,2.830,3.480,0.618
85,38.200,1.628,1.136,1.390,1.538,1.687,1.852,2.114,3.294,9.708,0.614
90,30.600,1.656,1.142,1.433,1.572,1.762,1.944,2.200,3.085,6.016,0.604
95,50.000,1.567,1.108,1.416,1.522,1.670,1.776,1.903,2.657,4.053,0.638
100,45.400,1.597,1.131,1.434,1.530,1.672,1.919,2.223,2.971,3.502,0.626
105,38.200,1.654,1.195,1.434,1.577,1.761,2.048,2.310,2.808,3.071,0.605
110,23.200,1.782,1.205,1.539,1.679,1.970,2.195,2.421,3.412,4.149,0.561
115,35.600,1.583,1.147,1.405,1.529,1.689,1.866,2.006,2.851,3.006,0.632
