Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2901.800,3.428,0.821,1.420,1.898,3.403,7.771,10.542,17.475,82.818,0.292
5,2312.800,4.309,0.870,1.923,2.700,4.139,9.856,13.688,20.366,1023.007,0.232
10,2602.600,3.830,0.767,1.872,2.614,3.792,8.816,12.387,18.373,43.431,0.261
15,2606.800,3.825,0.758,1.735,2.523,3.787,8.854,13.036,19.107,39.439,0.261
20,2625.800,3.796,0.781,1.975,2.714,3.931,8.018,11.836,16.711,30.135,0.263
25,2615.000,3.814,0.855,2.053,2.807,3.967,7.821,11.482,16.139,38.273,0.262
30,2601.600,3.837,0.806,2.006,2.754,3.868,8.268,11.760,16.623,47.708,0.261
35,2606.800,3.828,0.767,1.681,2.454,3.816,9.122,13.331,19.131,40.015,0.261
40,2192.000,4.555,0.750,2.578,3.588,5.032,8.642,12.454,17.678,44.146,0.220
45,759.000,13.169,0.916,10.351,13.162,16.142,18.960,20.905,26.679,43.436,0.076
50,602.200,16.604,0.919,11.295,15.473,21.073,26.748,30.466,39.125,46.560,0.060
55,697.400,14.329,1.196,11.178,14.016,17.000,20.255,22.328,27.988,968.909,0.070
60,755.400,13.233,0.817,10.279,12.993,16.051,18.818,21.272,27.601,58.693,0.076
65,620.200,16.116,0.786,11.853,15.357,19.628,23.550,25.825,30.728,969.891,0.062
70,744.800,13.406,1.037,10.893,13.498,16.098,18.735,20.172,24.274,51.504,0.075
75,779.400,12.833,0.787,10.092,12.891,15.657,18.207,19.864,23.541,45.867,0.078
80,619.400,16.121,1.477,12.398,16.125,19.922,23.575,25.837,30.765,37.551,0.062
85,759.600,13.152,0.968,10.830,13.270,15.864,18.423,20.238,24.154,38.696,0.076
90,767.200,13.032,1.083,10.099,12.830,15.637,18.598,20.574,26.976,58.968,0.077
95,601.600,16.620,1.005,12.488,15.937,20.081,24.587,27.632,33.362,987.374,0.060
100,774.200,12.918,0.849,9.988,12.776,15.741,18.667,20.766,26.633,38.209,0.077
105,601.000,16.627,0.813,11.452,15.742,21.400,26.659,29.433,34.648,54.087,0.060
110,717.000,13.930,0.887,11.143,13.945,16.870,19.689,21.540,26.723,51.129,0.072
115,755.400,13.199,0.852,10.273,13.130,16.107,18.934,20.969,26.049,54.701,0.076
