Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,3215,3215.000,821,1263,1457,3063,1922,7844,9268,13492,82818
1,3340,3340.000,873,1328,1558,2977,2328,7212,7996,11527,60660
2,2590,2590.000,872,1721,2416,3854,3684,8922,13228,19869,36867
3,2635,2635.000,838,1822,2438,3779,3510,8506,12550,17804,44686
4,2729,2729.000,845,1643,2348,3666,3508,8861,12574,17486,47783
5,2782,2782.000,870,1873,2516,3567,3599,7666,10873,16913,23071
6,2707,2707.000,919,1812,2494,4032,3712,8287,11955,16601,1023007
7,911,911.000,1080,4378,8220,9906,14075,18920,22594,33249,45474
8,2556,2556.000,890,1972,2711,3904,3939,8828,12413,17255,27198
9,2608,2608.000,935,1900,2686,3829,3813,7493,11903,18709,47471
10,2590,2590.000,767,1756,2449,3852,3622,9488,13062,19412,34902
11,2630,2630.000,916,1977,2693,3790,3916,7977,11669,15891,43431
12,2635,2635.000,969,2093,2783,3778,3845,8147,11429,15308,19371
13,2627,2627.000,850,2076,2783,3796,3872,8082,11486,15488,23335
14,2531,2531.000,807,1485,2216,3939,3611,10296,15363,22927,35718
15,2591,2591.000,758,1476,2171,3853,3527,10082,15149,21907,39439
16,2565,2565.000,863,1610,2355,3893,3670,9629,14058,20353,32954
17,2588,2588.000,839,1813,2607,3844,3784,8897,12593,18374,35256
18,2681,2681.000,912,1865,2581,3722,3792,7658,12410,17360,25463
19,2609,2609.000,824,1977,2879,3816,4078,7726,11458,16550,24887
20,2648,2648.000,781,1851,2654,3777,3871,8417,12141,16883,26020
21,2626,2626.000,899,1933,2673,3788,3826,8018,12133,17516,26784
22,2670,2670.000,834,2011,2744,3727,3890,7430,11049,16579,22776
23,2629,2629.000,1004,1948,2645,3799,3954,8301,11954,16032,23466
24,2556,2556.000,855,2095,2820,3893,4105,7946,11769,16576,30135
25,2650,2650.000,894,1996,2689,3765,3908,8105,11424,16148,21210
26,2586,2586.000,929,2011,2807,3857,4009,8271,11698,16516,23234
27,2553,2553.000,956,2072,2858,3913,4063,8412,11948,15879,20152
28,2659,2659.000,855,2104,2834,3748,3967,7129,10938,16744,24442
29,2627,2627.000,941,2063,2836,3791,3915,7607,11343,15598,38273
30,2622,2622.000,806,2162,2913,3810,3964,7874,10614,14986,21920
31,2490,2490.000,829,1816,2594,4011,3820,9580,12958,20870,47708
32,2654,2654.000,908,1938,2619,3766,3818,8455,12185,16569,30278
33,2624,2624.000,991,2107,2797,3792,3907,7841,11125,15760,36956
34,2618,2618.000,1068,2065,2810,3814,3814,8060,11598,16291,21289
35,2522,2522.000,783,1999,2762,3953,4123,8519,12328,17928,26359
