Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,963,963.000,458,991,9090,10398,14655,20325,27411,84379,90331
1,702,702.000,545,847,14971,14292,23338,30840,33067,42128,58816
2,658,658.000,558,1030,16958,15061,23167,28875,33091,38671,46345
3,660,660.000,563,2479,16636,15100,21682,27642,33024,44515,58448
4,702,702.000,543,2477,16713,14266,21403,24970,26831,32316,39931
5,698,698.000,500,2978,15918,14252,21273,25805,28907,33623,43000
6,705,705.000,472,5912,15752,14176,20568,24180,26910,32457,64747
7,678,678.000,504,6009,15839,14765,20351,25373,29843,50360,55290
8,684,684.000,501,6611,15881,14594,21107,24964,27756,47574,55146
9,731,731.000,489,6201,15361,13665,19384,24240,26520,30209,37821
10,685,685.000,504,8816,16274,14563,20233,24242,26554,31609,54477
11,696,696.000,507,6300,15953,14371,20376,25165,27609,36126,48977
12,734,734.000,510,3810,15355,13647,20142,24185,26222,32015,38354
13,682,682.000,524,5353,15952,14658,21411,25075,27950,42108,49689
14,692,692.000,471,8071,15783,14376,20535,24757,26304,33399,44082
15,703,703.000,485,8365,15169,14224,20665,24718,27026,32846,65965
16,657,657.000,493,7379,16087,15235,21881,27134,31179,43243,51007
17,551,551.000,495,8964,21389,18089,25830,29020,30963,35492,41078
18,565,565.000,492,13453,20511,17811,24500,28008,29260,33049,37757
19,640,640.000,502,6720,18083,15490,22310,25818,28216,31664,34939
20,665,665.000,527,6708,17502,15010,21801,25343,28047,32544,41135
21,636,636.000,474,10840,17546,15737,22167,26376,28959,35162,45173
22,712,712.000,522,5083,15573,14023,20752,24596,26995,31749,39719
23,704,704.000,470,4406,15531,14235,21221,25793,28525,35561,45962
24,716,716.000,484,5088,15780,13927,20380,24345,26764,29556,35304
25,714,714.000,504,6460,15408,14031,20133,24229,27642,31898,35080
26,681,681.000,467,7515,15902,14740,20720,25364,28343,36861,68896
27,697,697.000,492,6206,15764,14225,20303,25377,27493,32438,37361
28,710,710.000,491,6535,15562,14104,20368,24531,26681,31650,43224
29,721,721.000,412,3895,15397,13847,20416,24914,27422,31969,37259
30,690,690.000,509,10082,15704,14445,20502,24520,26802,32563,42574
31,670,670.000,515,4968,16321,14917,21840,26578,29567,47993,61227
32,709,709.000,497,3348,15009,14900,20331,24348,26366,30151,1031527
33,715,715.000,497,961,14939,13208,20801,24744,28133,32886,41394
34,768,768.000,455,2294,14705,13033,19652,23720,26116,30022,38535
35,543,543.000,396,12602,19815,18372,26331,29893,32235,39715,45478
36,622,622.000,508,5319,18987,16106,23599,27836,29999,33360,45290
37,561,561.000,454,14222,19412,17776,23843,26799,29239,37926,50591
38,691,691.000,505,4859,16328,14448,21294,25882,28247,33846,38797
39,802,802.000,386,808,14177,12415,20237,24362,27085,31345,44369
40,818,818.000,474,775,13461,12229,19990,25245,27531,34547,46578
41,937,937.000,447,757,12504,11672,17820,21812,24846,29980,1034046
42,789,789.000,454,759,12995,11400,19382,23901,26476,37315,48574
43,710,710.000,472,7225,16008,14112,20090,23980,25744,29698,36489
44,751,751.000,502,4248,15041,13344,19781,23486,25854,31758,34467
45,768,768.000,510,3591,14350,13024,19498,23397,25670,30600,35001
46,717,717.000,499,2842,15261,14658,19442,23590,26613,31356,973716
47,607,607.000,475,1815,15797,15802,21192,25231,28443,38566,960476
48,681,681.000,488,6858,16031,14463,20976,25371,28121,32567,40026
49,664,664.000,461,6126,16913,15146,21474,26233,30965,44406,57740
50,726,726.000,473,4672,15042,13685,20508,23786,26311,30008,33998
51,731,731.000,498,3856,15255,13705,20161,24405,26958,31801,40800
52,632,632.000,516,7405,17435,15926,23440,28200,31716,36306,41770
53,509,509.000,520,11495,22657,19774,27816,32049,35190,46487,64993
54,551,551.000,500,13053,20648,17889,24865,28512,31674,37199,40189
55,623,623.000,466,5068,18075,16042,23337,29121,31414,35244,46527
56,659,659.000,518,7532,16954,15115,21455,26545,29216,33940,49810
57,661,661.000,493,6016,17283,15089,21945,25469,27660,34036,66357
58,685,685.000,486,7280,16532,14558,21000,24754,27106,31764,37304
59,715,715.000,511,4676,15320,14042,20733,25107,27608,36299,54376
60,682,682.000,484,7544,16616,14630,20771,25266,27371,31760,41415
61,704,704.000,462,7514,15827,14193,20078,24412,26614,32786,37260
62,699,699.000,452,6305,15969,14300,20510,24606,27551,31172,34632
63,693,693.000,483,6787,15831,14359,20570,24850,27904,32540,37823
64,685,685.000,482,7453,16383,14597,20789,24915,27238,32785,38727
65,696,696.000,489,9580,15861,14390,20376,24503,26412,31664,41779
66,722,722.000,492,5456,15490,13794,20325,23940,26706,31712,42413
67,690,690.000,487,6381,16048,14449,20533,24676,27863,51428,58015
68,720,720.000,500,3715,16045,13946,20961,25046,27250,30665,44788
69,729,729.000,505,5932,15090,13748,20278,24373,26512,30480,37207
70,698,698.000,512,8418,15737,14234,20212,24205,27139,30922,35948
71,613,613.000,482,7108,17759,16505,24831,29909,32302,38281,48332
72,530,530.000,489,10234,21254,18606,26903,31636,32898,35748,39829
73,584,584.000,545,11623,19583,17128,24207,27435,29065,34563,39081
74,655,655.000,498,5560,17498,16612,22486,26915,29128,35279,901864
75,626,626.000,455,4795,16105,14591,20998,25957,28788,38124,49024
76,663,663.000,485,7465,17059,15044,21601,25706,28960,31730,42825
77,707,707.000,487,6087,15924,14138,20355,24205,27158,30679,35787
78,695,695.000,495,7104,15729,14317,20848,24751,27095,31632,35470
