Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,442.800,22.556,0.632,3.314,15.000,33.315,53.258,66.699,113.257,335.779,0.044
5,561.800,17.750,0.617,1.822,15.466,27.393,40.102,49.352,74.643,173.652,0.056
10,415.400,24.027,0.623,1.840,18.006,35.126,59.379,78.179,119.797,201.993,0.042
15,565.800,17.659,0.552,1.723,15.708,26.410,41.593,51.613,84.026,125.990,0.057
20,546.000,18.276,0.564,1.746,15.347,26.268,42.786,53.503,87.843,201.721,0.055
25,573.000,17.426,0.508,1.596,15.074,24.913,42.732,53.871,85.073,126.795,0.057
30,435.200,23.073,0.502,1.698,18.179,38.969,51.171,62.785,87.913,238.944,0.043
35,464.000,21.480,0.541,1.695,18.204,36.138,49.872,56.948,77.735,107.605,0.047
40,496.800,20.215,0.529,1.541,17.062,34.732,48.018,54.822,71.940,132.200,0.049
45,474.600,20.909,0.578,1.687,18.101,35.254,45.335,54.876,72.305,120.890,0.048
50,455.600,22.085,0.557,1.737,17.476,35.726,51.701,60.856,82.909,156.091,0.045
55,419.400,23.637,0.530,1.677,17.085,37.170,57.798,69.374,100.212,151.251,0.042
60,486.600,20.976,0.532,1.605,15.865,30.198,51.246,62.971,90.280,975.823,0.048
65,426.800,22.901,0.629,1.824,18.900,37.447,51.546,62.712,89.686,184.608,0.044
70,460.200,21.719,0.526,1.783,18.840,36.177,49.479,55.468,75.739,133.481,0.046
75,502.800,19.910,0.494,1.685,17.064,34.141,44.931,53.467,75.706,144.231,0.050
80,497.400,20.066,0.518,1.612,16.689,34.095,45.699,54.138,72.822,144.678,0.050
85,486.000,20.538,0.470,1.700,17.147,33.994,48.128,56.754,76.234,782.141,0.049
90,288.800,34.657,0.612,1.744,22.402,49.742,68.209,86.876,414.143,555.993,0.029
95,463.200,21.514,0.557,1.797,12.865,33.833,52.453,67.683,101.002,277.533,0.046
100,430.600,23.201,0.516,1.847,19.214,39.310,52.737,60.189,81.186,139.143,0.043
105,459.800,21.764,0.532,1.880,19.440,35.926,48.454,56.483,74.929,92.165,0.046
110,485.400,20.616,0.566,1.671,17.869,34.809,45.464,54.802,73.245,108.073,0.049
115,489.600,20.014,0.530,1.754,17.207,33.917,45.242,53.139,75.563,110.939,0.050
