time_bucket,throughput,throughput_sec,tpmC,latency,window,success,failed
0,281,281.000,281.000,166369,166369,281,0
1,413,413.000,413.000,113257,113257,413,0
2,493,493.000,493.000,86463,86463,492,1
3,485,485.000,485.000,85840,85840,485,0
4,542,542.000,542.000,68651,68651,541,1
5,479,479.000,479.000,115832,115832,478,1
6,571,571.000,571.000,68829,68829,571,0
7,580,580.000,580.000,64993,64993,579,1
8,561,561.000,561.000,65253,65253,560,1
9,618,618.000,618.000,57990,57990,617,1
10,558,558.000,558.000,69065,69065,557,1
11,570,570.000,570.000,63153,63153,569,1
12,388,388.000,388.000,112146,112146,387,1
13,237,237.000,237.000,171894,171894,236,1
14,324,324.000,324.000,123007,123007,323,1
15,448,448.000,448.000,95535,95535,447,1
16,463,463.000,463.000,101847,101847,463,0
17,645,645.000,645.000,55440,55440,644,1
18,601,601.000,601.000,62441,62441,601,0
19,672,672.000,672.000,55204,55204,671,1
20,612,612.000,612.000,62043,62043,612,0
21,498,498.000,498.000,178146,178146,497,1
22,650,650.000,650.000,60085,60085,649,1
23,593,593.000,593.000,67003,67003,592,1
24,377,377.000,377.000,127881,127881,376,1
25,411,411.000,411.000,85073,85073,410,1
26,508,508.000,508.000,77727,77727,507,1
27,728,728.000,728.000,50680,50680,728,0
28,763,763.000,763.000,52065,52065,762,1
29,455,455.000,455.000,110449,110449,454,1
30,270,270.000,270.000,235116,235116,269,1
31,506,506.000,506.000,72506,72506,505,1
32,467,467.000,467.000,84567,84567,467,0
33,463,463.000,463.000,81687,81687,463,0
34,470,470.000,470.000,76483,76483,470,0
35,440,440.000,440.000,81365,81365,439,1
36,511,511.000,511.000,72722,72722,510,1
37,429,429.000,429.000,79809,79809,428,1
38,462,462.000,462.000,85816,85816,461,1
39,478,478.000,478.000,73295,73295,477,1
40,469,469.000,469.000,71654,71654,468,1
41,507,507.000,507.000,73007,73007,506,1
42,473,473.000,473.000,71137,71137,472,1
43,491,491.000,491.000,74194,74194,490,1
44,544,544.000,544.000,69855,69855,543,1
45,493,493.000,493.000,77390,77390,492,1
46,434,434.000,434.000,78325,78325,433,1
47,491,491.000,491.000,69137,69137,491,0
48,458,458.000,458.000,76388,76388,457,1
49,497,497.000,497.000,67569,67569,496,1
50,481,481.000,481.000,77967,77967,481,0
51,477,477.000,477.000,82384,82384,477,0
52,532,532.000,532.000,71358,71358,532,0
53,401,401.000,401.000,91952,91952,400,1
54,387,387.000,387.000,98296,98296,387,0
55,352,352.000,352.000,120138,120138,351,1
56,380,380.000,380.000,100212,100212,379,1
57,452,452.000,452.000,118665,118665,452,0
58,409,409.000,409.000,84235,84235,408,1
59,504,504.000,504.000,71337,71337,503,1
60,768,768.000,768.000,52001,52001,768,0
61,568,568.000,568.000,78474,78474,568,0
62,342,342.000,342.000,151306,151306,341,1
63,328,328.000,328.000,90856,90856,327,1
64,427,427.000,427.000,79707,79707,426,1
65,439,439.000,439.000,80572,80572,439,0
66,334,334.000,334.000,159108,159108,333,1
67,447,447.000,447.000,73237,73237,447,0
68,466,466.000,466.000,73601,73601,465,1
69,448,448.000,448.000,72869,72869,447,1
70,426,426.000,426.000,78076,78076,425,1
71,440,440.000,440.000,79280,79280,440,0
72,426,426.000,426.000,64796,64796,426,0
73,522,522.000,522.000,71797,71797,521,1
74,487,487.000,487.000,75509,75509,487,0
75,465,465.000,465.000,84754,84754,465,0
76,525,525.000,525.000,61164,61164,524,1
77,508,508.000,508.000,66797,66797,508,0
78,552,552.000,552.000,70222,70222,551,1
79,464,464.000,464.000,82753,82753,463,1
80,526,526.000,526.000,69725,69725,526,0
81,478,478.000,478.000,71708,71708,477,1
82,525,525.000,525.000,70562,70562,524,1
83,482,482.000,482.000,68224,68224,481,1
84,476,476.000,476.000,125029,125029,476,0
85,464,464.000,464.000,76234,76234,463,1
86,495,495.000,495.000,76683,76683,495,0
87,483,483.000,483.000,82997,82997,483,0
88,451,451.000,451.000,75135,75135,450,1
89,537,537.000,537.000,75615,75615,536,1
90,250,250.000,250.000,521493,521493,250,0
91,340,340.000,340.000,107544,107544,339,1
92,326,326.000,326.000,111744,111744,326,0
93,267,267.000,267.000,415758,415758,266,1
94,261,261.000,261.000,184618,184618,261,0
95,569,569.000,569.000,63521,63521,569,0
96,646,646.000,646.000,177340,177340,646,0
97,417,417.000,417.000,85993,85993,417,0
98,352,352.000,352.000,104835,104835,351,1
99,332,332.000,332.000,143959,143959,331,1
100,409,409.000,409.000,83353,83353,409,0
101,408,408.000,408.000,77793,77793,407,1
102,470,470.000,470.000,71369,71369,470,0
103,471,471.000,471.000,84633,84633,470,1
104,395,395.000,395.000,79167,79167,394,1
105,416,416.000,416.000,77162,77162,415,1
106,462,462.000,462.000,73054,73054,461,1
107,451,451.000,451.000,72587,72587,450,1
108,484,484.000,484.000,75729,75729,483,1
109,486,486.000,486.000,71673,71673,485,1
110,446,446.000,446.000,72770,72770,445,1
111,548,548.000,548.000,69373,69373,547,1
112,490,490.000,490.000,70190,70190,489,1
113,433,433.000,433.000,79054,79054,432,1
114,510,510.000,510.000,72690,72690,510,0
115,502,502.000,502.000,75563,75563,502,0
116,488,488.000,488.000,73864,73864,487,1
117,540,540.000,540.000,68232,68232,540,0
118,501,501.000,501.000,82641,82641,500,1
119,417,417.000,417.000,70588,70588,416,1
